"index","board","decision_node","status","output_directory","combos","iteration","exploitability","elapsed_ms","error"
"36","As Th 4d","BTN_STAB","done","0036_As_Th_4d","207","137","477509677410126","15662",""
"37","As Th 3d","BTN_STAB","done","0037_As_Th_3d","208","140","482140332460403","17231",""
"38","As Th 2d","BTN_STAB","done","0038_As_Th_2d","209","137","498353689908981","16050",""
"39","As 9h 8d","BTN_STAB","done","0039_As_9h_8d","205","137","465579926967621","15480",""
"40","As 9h 7d","BTN_STAB","done","0040_As_9h_7d","205","120","491028100252151","14698",""
"41","As 9h 6d","BTN_STAB","done","0041_As_9h_6d","204","129","492069959640503","15538",""
"42","As 9h 5d","BTN_STAB","done","0042_As_9h_5d","205","137","481622189283371","15771",""
"43","As 9h 4d","BTN_STAB","done","0043_As_9h_4d","207","137","476158142089844","16201",""
"44","As 9h 3d","BTN_STAB","done","0044_As_9h_3d","208","137","487818509340286","15232",""
"45","As 9h 2d","BTN_STAB","done","0045_As_9h_2d","209","137","491094172000885","16834",""
"46","As 8h 7d","BTN_STAB","done","0046_As_8h_7d","206","120","478286027908325","15114",""
"47","As 8h 6d","BTN_STAB","done","0047_As_8h_6d","205","129","480120629072189","15607",""
"48","As 8h 5d","BTN_STAB","done","0048_As_8h_5d","206","137","463629990816116","16152",""
"49","As 8h 4d","BTN_STAB","done","0049_As_8h_4d","208","140","494702011346817","16142",""
"50","As 8h 3d","BTN_STAB","done","0050_As_8h_3d","209","140","485971808433533","16199",""
"51","As 8h 2d","BTN_STAB","done","0051_As_8h_2d","210","137","494909346103668","15764",""
"52","As 7h 6d","BTN_STAB","done","0052_As_7h_6d","205","129","459293216466904","15522",""
"53","As 7h 5d","BTN_STAB","done","0053_As_7h_5d","206","137","4736148416996","16329",""
"54","As 7h 4d","BTN_STAB","done","0054_As_7h_4d","208","137","461270391941071","16168",""
"55","As 7h 3d","BTN_STAB","done","0055_As_7h_3d","209","137","457132786512375","15266",""
"56","As 7h 2d","BTN_STAB","done","0056_As_7h_2d","210","137","469387263059616","16320",""
"57","As 6h 5d","BTN_STAB","done","0057_As_6h_5d","205","137","472037017345428","15703",""
"58","As 6h 4d","BTN_STAB","done","0058_As_6h_4d","207","129","496222019195557","15534",""
"59","As 6h 3d","BTN_STAB","done","0059_As_6h_3d","208","137","471838712692261","16020",""
"60","As 6h 2d","BTN_STAB","done","0060_As_6h_2d","209","137","468513280153275","16033",""
"61","As 5h 4d","BTN_STAB","done","0061_As_5h_4d","208","137","466113150119781","16492",""
"62","As 5h 3d","BTN_STAB","done","0062_As_5h_3d","209","137","48430597782135","16032",""
"63","As 5h 2d","BTN_STAB","done","0063_As_5h_2d","210","140","488718271255493","16750",""
"64","As 4h 3d","BTN_STAB","done","0064_As_4h_3d","211","137","489495277404785","16542",""
"65","As 4h 2d","BTN_STAB","done","0065_As_4h_2d","212","137","496816396713257","17102",""
"66","As 3h 2d","BTN_STAB","done","0066_As_3h_2d","213","140","493364304304123","15798",""
"67","Ks Qh Jd","BTN_STAB","done","0067_Ks_Qh_Jd","208","120","494312882423401","14140",""
"68","Ks Qh Td","BTN_STAB","done","0068_Ks_Qh_Td","210","120","486788004636765","14634",""
"69","Ks Qh 9d","BTN_STAB","done","0069_Ks_Qh_9d","210","137","469315052032471","15786",""
"70","Ks Qh 8d","BTN_STAB","done","0070_Ks_Qh_8d","211","129","470053970813751","15126",""
"71","Ks Qh 7d","BTN_STAB","done","0071_Ks_Qh_7d","211","129","470739871263504","15094",""
"72","Ks Qh 6d","BTN_STAB","done","0072_Ks_Qh_6d","210","129","485692411661148","15221",""
"73","Ks Qh 5d","BTN_STAB","done","0073_Ks_Qh_5d","211","129","476407259702682","15223",""
"74","Ks Qh 4d","BTN_STAB","done","0074_Ks_Qh_4d","213","121","498060822486877","14584",""
"75","Ks Qh 3d","BTN_STAB","done","0075_Ks_Qh_3d","214","129","444334477186203","15067",""
"76","Ks Qh 2d","BTN_STAB","done","0076_Ks_Qh_2d","215","121","493236303329468","14614",""
"77","Ks Jh Td","BTN_STAB","done","0077_Ks_Jh_Td","211","113","495603084564209","13850",""
"78","Ks Jh 9d","BTN_STAB","done","0078_Ks_Jh_9d","211","129","449078619480133","15547",""
"79","Ks Jh 8d","BTN_STAB","done","0079_Ks_Jh_8d","212","120","458483338356018","14182",""
"80","Ks Jh 7d","BTN_STAB","done","0080_Ks_Jh_7d","212","120","482780754566193","15022",""
"81","Ks Jh 6d","BTN_STAB","done","0081_Ks_Jh_6d","211","113","499084919691086","14130",""
"82","Ks Jh 5d","BTN_STAB","done","0082_Ks_Jh_5d","212","120","464859753847122","14572",""
"83","Ks Jh 4d","BTN_STAB","done","0083_Ks_Jh_4d","214","113","497377097606659","14244",""
"84","Ks Jh 3d","BTN_STAB","done","0084_Ks_Jh_3d","215","113","47978475689888","14178",""
"85","Ks Jh 2d","BTN_STAB","done","0085_Ks_Jh_2d","216","110","495679587125778","14336",""
"86","Ks Th 9d","BTN_STAB","done","0086_Ks_Th_9d","213","120","499324768781662","14640",""
"87","Ks Th 8d","BTN_STAB","done","0087_Ks_Th_8d","214","129","456340342760086","14707",""
"88","Ks Th 7d","BTN_STAB","done","0088_Ks_Th_7d","214","129","458856910467148","15258",""
"89","Ks Th 6d","BTN_STAB","done","0089_Ks_Th_6d","213","121","497146010398865","14658",""
"90","Ks Th 5d","BTN_STAB","done","0090_Ks_Th_5d","214","129","453468471765518","15363",""
"91","Ks Th 4d","BTN_STAB","done","0091_Ks_Th_4d","216","129","45856586098671","15261",""
"92","Ks Th 3d","BTN_STAB","done","0092_Ks_Th_3d","217","120","472701519727707","14620",""
"93","Ks Th 2d","BTN_STAB","done","0093_Ks_Th_2d","218","120","468783736228943","14193",""
"94","Ks 9h 8d","BTN_STAB","done","0094_Ks_9h_8d","214","137","472650289535522","16157",""
"95","Ks 9h 7d","BTN_STAB","done","0095_Ks_9h_7d","214","137","475888788700104","16143",""
"96","Ks 9h 6d","BTN_STAB","done","0096_Ks_9h_6d","213","140","495349049568176","15743",""
"97","Ks 9h 5d","BTN_STAB","done","0097_Ks_9h_5d","214","145","496872574090958","17453",""
"98","Ks 9h 4d","BTN_STAB","done","0098_Ks_9h_4d","216","145","491060823202133","16671",""
"99","Ks 9h 3d","BTN_STAB","done","0099_Ks_9h_3d","217","140","491966634988785","17133",""
"100","Ks 9h 2d","BTN_STAB","done","0100_Ks_9h_2d","218","145","491703867912292","17210",""
"101","Ks 8h 7d","BTN_STAB","done","0101_Ks_8h_7d","215","145","467784106731415","17257",""
"102","Ks 8h 6d","BTN_STAB","done","0102_Ks_8h_6d","214","145","486118346452713","17050",""
"103","Ks 8h 5d","BTN_STAB","done","0103_Ks_8h_5d","215","150","484775364398956","17917",""
"104","Ks 8h 4d","BTN_STAB","done","0104_Ks_8h_4d","217","145","488261073827744","17322",""
"105","Ks 8h 3d","BTN_STAB","done","0105_Ks_8h_3d","218","150","473838031291962","17604",""
"106","Ks 8h 2d","BTN_STAB","done","0106_Ks_8h_2d","219","150","496713757514954","17797",""
"107","Ks 7h 6d","BTN_STAB","done","0107_Ks_7h_6d","214","150","466716527938843","16818",""
"108","Ks 7h 5d","BTN_STAB","done","0108_Ks_7h_5d","215","145","475165188312531","16825",""
"109","Ks 7h 4d","BTN_STAB","done","0109_Ks_7h_4d","217","145","491260558366776","16257",""
"110","Ks 7h 3d","BTN_STAB","done","0110_Ks_7h_3d","218","145","481732994318008","17086",""
"111","Ks 7h 2d","BTN_STAB","done","0111_Ks_7h_2d","219","150","492222517728806","17217",""
"112","Ks 6h 5d","BTN_STAB","done","0112_Ks_6h_5d","214","145","47015255689621","17109",""
"113","Ks 6h 4d","BTN_STAB","done","0113_Ks_6h_4d","216","137","463818937540054","16172",""
"114","Ks 6h 3d","BTN_STAB","done","0114_Ks_6h_3d","217","137","491362541913986","16797",""
"115","Ks 6h 2d","BTN_STAB","done","0115_Ks_6h_2d","218","140","493423402309418","17253",""
"116","Ks 5h 4d","BTN_STAB","done","0116_Ks_5h_4d","217","137","48693436384201","16733",""
"117","Ks 5h 3d","BTN_STAB","done","0117_Ks_5h_3d","218","137","491272836923599","16823",""
"118","Ks 5h 2d","BTN_STAB","done","0118_Ks_5h_2d","219","145","479357957839966","17066",""
"119","Ks 4h 3d","BTN_STAB","done","0119_Ks_4h_3d","220","137","472313433885574","16199",""
"120","Ks 4h 2d","BTN_STAB","done","0120_Ks_4h_2d","221","137","49220871925354","16217",""
"121","Ks 3h 2d","BTN_STAB","done","0121_Ks_3h_2d","222","137","465058147907257","15763",""
"122","Qs Jh Td","BTN_STAB","done","0122_Qs_Jh_Td","209","120","468525528907776","14091",""
"123","Qs Jh 9d","BTN_STAB","done","0123_Qs_Jh_9d","209","120","494559526443481","14603",""
"124","Qs Jh 8d","BTN_STAB","done","0124_Qs_Jh_8d","210","129","471067249774933","15511",""
"125","Qs Jh 7d","BTN_STAB","done","0125_Qs_Jh_7d","210","129","472709029912949","16898",""
"126","Qs Jh 6d","BTN_STAB","done","0126_Qs_Jh_6d","209","129","470067203044891","66174",""
"127","Qs Jh 5d","BTN_STAB","done","0127_Qs_Jh_5d","210","137","463201433420181","16138",""
"128","Qs Jh 4d","BTN_STAB","done","0128_Qs_Jh_4d","212","137","474627047777176","15681",""
"129","Qs Jh 3d","BTN_STAB","done","0129_Qs_Jh_3d","213","129","446216523647308","15630",""
"130","Qs Jh 2d","BTN_STAB","done","0130_Qs_Jh_2d","214","129","460130989551544","15206",""
"131","Qs Th 9d","BTN_STAB","done","0131_Qs_Th_9d","211","121","492591500282288","14212",""
"132","Qs Th 8d","BTN_STAB","done","0132_Qs_Th_8d","212","121","499285757541656","14635",""
"133","Qs Th 7d","BTN_STAB","done","0133_Qs_Th_7d","212","130","499109238386154","15712",""
"134","Qs Th 6d","BTN_STAB","done","0134_Qs_Th_6d","211","137","480647891759872","15165",""
"135","Qs Th 5d","BTN_STAB","done","0135_Qs_Th_5d","212","140","49361377954483","16772",""
"136","Qs Th 4d","BTN_STAB","done","0136_Qs_Th_4d","214","137","464555382728577","16165",""
"137","Qs Th 3d","BTN_STAB","done","0137_Qs_Th_3d","215","130","493632614612579","15275",""
"138","Qs Th 2d","BTN_STAB","done","0138_Qs_Th_2d","216","137","467902064323425","16912",""
"139","Qs 9h 8d","BTN_STAB","done","0139_Qs_9h_8d","212","140","486614495515823","16787",""
"140","Qs 9h 7d","BTN_STAB","done","0140_Qs_9h_7d","212","137","486419022083282","16746",""
"141","Qs 9h 6d","BTN_STAB","done","0141_Qs_9h_6d","211","137","496351540088654","15749",""
"142","Qs 9h 5d","BTN_STAB","done","0142_Qs_9h_5d","212","145","4951251745224","16709",""
"143","Qs 9h 4d","BTN_STAB","done","0143_Qs_9h_4d","214","150","478018462657928","17276",""
"144","Qs 9h 3d","BTN_STAB","done","0144_Qs_9h_3d","215","145","494541823863983","17726",""
"145","Qs 9h 2d","BTN_STAB","done","0145_Qs_9h_2d","216","150","479129105806351","17898",""
"146","Qs 8h 7d","BTN_STAB","done","0146_Qs_8h_7d","213","145","473825395107269","16970",""
"147","Qs 8h 6d","BTN_STAB","done","0147_Qs_8h_6d","212","137","493508487939835","16614",""
"148","Qs 8h 5d","BTN_STAB","done","0148_Qs_8h_5d","213","145","495725035667419","17697",""
"149","Qs 8h 4d","BTN_STAB","done","0149_Qs_8h_4d","215","145","473414540290833","16739",""
"150","Qs 8h 3d","BTN_STAB","done","0150_Qs_8h_3d","216","145","488318145275116","17307",""
"151","Qs 8h 2d","BTN_STAB","done","0151_Qs_8h_2d","217","150","477157711982727","17811",""
"152","Qs 7h 6d","BTN_STAB","done","0152_Qs_7h_6d","212","145","476065784692764","17698",""
"153","Qs 7h 5d","BTN_STAB","done","0153_Qs_7h_5d","213","150","476994514465332","17267",""
"154","Qs 7h 4d","BTN_STAB","done","0154_Qs_7h_4d","215","150","488152503967285","17183",""
"155","Qs 7h 3d","BTN_STAB","done","0155_Qs_7h_3d","216","150","484432965517044","17900",""
"156","Qs 7h 2d","BTN_STAB","done","0156_Qs_7h_2d","217","150","499499410390854","17509",""
"157","Qs 6h 5d","BTN_STAB","done","0157_Qs_6h_5d","212","145","474779069423676","16788",""
"158","Qs 6h 4d","BTN_STAB","done","0158_Qs_6h_4d","214","140","486317217350006","16837",""
"159","Qs 6h 3d","BTN_STAB","done","0159_Qs_6h_3d","215","137","498809993267059","16597",""
"160","Qs 6h 2d","BTN_STAB","done","0160_Qs_6h_2d","216","140","488633930683136","16277",""
"161","Qs 5h 4d","BTN_STAB","done","0161_Qs_5h_4d","215","137","467187821865082","16624",""
"162","Qs 5h 3d","BTN_STAB","done","0162_Qs_5h_3d","216","169","433148086071014","19712",""
"163","Qs 5h 2d","BTN_STAB","done","0163_Qs_5h_2d","217","145","496765464544296","16644",""
"164","Qs 4h 3d","BTN_STAB","done","0164_Qs_4h_3d","218","140","498700499534607","17707",""
"165","Qs 4h 2d","BTN_STAB","done","0165_Qs_4h_2d","219","145","483041912317276","17590",""
"166","Qs 3h 2d","BTN_STAB","done","0166_Qs_3h_2d","220","140","498089253902435","17643",""
"167","Js Th 9d","BTN_STAB","done","0167_Js_Th_9d","213","110","479280114173889","14070",""
"168","Js Th 8d","BTN_STAB","done","0168_Js_Th_8d","214","120","460225850343704","14993",""
"169","Js Th 7d","BTN_STAB","done","0169_Js_Th_7d","214","120","478255391120911","15025",""
"170","Js Th 6d","BTN_STAB","done","0170_Js_Th_6d","213","129","494580209255219","15610",""
"171","Js Th 5d","BTN_STAB","done","0171_Js_Th_5d","214","137","481557369232178","15719",""
"172","Js Th 4d","BTN_STAB","done","0172_Js_Th_4d","216","137","494600236415863","16863",""
"173","Js Th 3d","BTN_STAB","done","0173_Js_Th_3d","217","137","463398486375809","16722",""
"174","Js Th 2d","BTN_STAB","done","0174_Js_Th_2d","218","140","487553149461746","17368",""
"175","Js 9h 8d","BTN_STAB","done","0175_Js_9h_8d","214","137","483568608760834","16244",""
"176","Js 9h 7d","BTN_STAB","done","0176_Js_9h_7d","214","137","471143007278442","15738",""
"177","Js 9h 6d","BTN_STAB","done","0177_Js_9h_6d","213","150","480698317289352","17139",""
"178","Js 9h 5d","BTN_STAB","done","0178_Js_9h_5d","214","145","484339088201523","16728",""
"179","Js 9h 4d","BTN_STAB","done","0179_Js_9h_4d","216","150","474287807941437","17261",""
"180","Js 9h 3d","BTN_STAB","done","0180_Js_9h_3d","217","150","486799836158752","17925",""
"181","Js 9h 2d","BTN_STAB","done","0181_Js_9h_2d","218","145","495956838130951","17231",""
"182","Js 8h 7d","BTN_STAB","done","0182_Js_8h_7d","215","137","495062261819839","16795",""
"183","Js 8h 6d","BTN_STAB","done","0183_Js_8h_6d","214","160","48386737704277","18204",""
"184","Js 8h 5d","BTN_STAB","done","0184_Js_8h_5d","215","150","49503031373024","17747",""
"185","Js 8h 4d","BTN_STAB","done","0185_Js_8h_4d","217","153","492878317832947","17318",""
"186","Js 8h 3d","BTN_STAB","done","0186_Js_8h_3d","218","160","464962601661682","18810",""
"187","Js 8h 2d","BTN_STAB","done","0187_Js_8h_2d","219","153","499851942062378","17318",""
"188","Js 7h 6d","BTN_STAB","done","0188_Js_7h_6d","214","160","485325038433075","18708",""
"189","Js 7h 5d","BTN_STAB","done","0189_Js_7h_5d","215","153","498086869716644","17195",""
"190","Js 7h 4d","BTN_STAB","done","0190_Js_7h_4d","217","160","477804929018021","18236",""
"191","Js 7h 3d","BTN_STAB","done","0191_Js_7h_3d","218","153","490475624799728","19139",""
"192","Js 7h 2d","BTN_STAB","done","0192_Js_7h_2d","219","177","464088946580887","20690",""
"193","Js 6h 5d","BTN_STAB","done","0193_Js_6h_5d","214","153","484218776226044","17854",""
"194","Js 6h 4d","BTN_STAB","done","0194_Js_6h_4d","216","153","497001051902771","17631",""
"195","Js 6h 3d","BTN_STAB","done","0195_Js_6h_3d","217","160","469588875770569","19193",""
"196","Js 6h 2d","BTN_STAB","done","0196_Js_6h_2d","218","160","479386419057846","18699",""
"197","Js 5h 4d","BTN_STAB","done","0197_Js_5h_4d","217","150","477707028388977","17085",""
"198","Js 5h 3d","BTN_STAB","done","0198_Js_5h_3d","218","160","486287236213684","18872",""
"199","Js 5h 2d","BTN_STAB","done","0199_Js_5h_2d","219","160","485667943954468","18725",""
"200","Js 4h 3d","BTN_STAB","done","0200_Js_4h_3d","220","140","494974583387375","17663",""
"201","Js 4h 2d","BTN_STAB","done","0201_Js_4h_2d","221","145","485588937997818","17852",""
"202","Js 3h 2d","BTN_STAB","done","0202_Js_3h_2d","222","145","494655638933182","17610",""
"203","Ts 9h 8d","BTN_STAB","done","0203_Ts_9h_8d","216","137","473734974861145","16167",""
"204","Ts 9h 7d","BTN_STAB","done","0204_Ts_9h_7d","216","113","493740290403366","14317",""
"205","Ts 9h 6d","BTN_STAB","done","0205_Ts_9h_6d","215","129","467550188302994","15579",""
"206","Ts 9h 5d","BTN_STAB","done","0206_Ts_9h_5d","216","137","496985346078873","16718",""
"207","Ts 9h 4d","BTN_STAB","done","0207_Ts_9h_4d","218","137","4892538189888","16681",""
"208","Ts 9h 3d","BTN_STAB","done","0208_Ts_9h_3d","219","137","478704512119293","17163",""
"209","Ts 9h 2d","BTN_STAB","done","0209_Ts_9h_2d","220","137","486162632703781","16800",""
"210","Ts 8h 7d","BTN_STAB","done","0210_Ts_8h_7d","217","129","486337959766388","16077",""
"211","Ts 8h 6d","BTN_STAB","done","0211_Ts_8h_6d","216","140","484164297580719","17193",""
"212","Ts 8h 5d","BTN_STAB","done","0212_Ts_8h_5d","217","150","494758546352386","17862",""
"213","Ts 8h 4d","BTN_STAB","done","0213_Ts_8h_4d","219","150","478137850761414","17811",""
"214","Ts 8h 3d","BTN_STAB","done","0214_Ts_8h_3d","220","145","494867295026779","16725",""
"215","Ts 8h 2d","BTN_STAB","done","0215_Ts_8h_2d","221","150","472667008638382","17810",""
"216","Ts 7h 6d","BTN_STAB","done","0216_Ts_7h_6d","216","129","476312279701233","15704",""
"217","Ts 7h 5d","BTN_STAB","done","0217_Ts_7h_5d","217","150","470513939857483","17361",""
"218","Ts 7h 4d","BTN_STAB","done","0218_Ts_7h_4d","219","145","487688511610031","16691",""
"219","Ts 7h 3d","BTN_STAB","done","0219_Ts_7h_3d","220","145","489711403846741","17802",""
"220","Ts 7h 2d","BTN_STAB","done","0220_Ts_7h_2d","221","153","49218213558197","18331",""
"221","Ts 6h 5d","BTN_STAB","done","0221_Ts_6h_5d","216","145","496446162462234","17608",""
"222","Ts 6h 4d","BTN_STAB","done","0222_Ts_6h_4d","218","145","47850427031517","16896",""
"223","Ts 6h 3d","BTN_STAB","done","0223_Ts_6h_3d","219","145","483468115329742","17213",""
"224","Ts 6h 2d","BTN_STAB","done","0224_Ts_6h_2d","220","153","486222803592682","17274",""
"225","Ts 5h 4d","BTN_STAB","done","0225_Ts_5h_4d","219","140","488459885120392","17179",""
"226","Ts 5h 3d","BTN_STAB","done","0226_Ts_5h_3d","220","145","48513925075531","17408",""
"227","Ts 5h 2d","BTN_STAB","done","0227_Ts_5h_2d","221","150","498138219118118","17712",""
"228","Ts 4h 3d","BTN_STAB","done","0228_Ts_4h_3d","222","145","472441822290421","18124",""
"229","Ts 4h 2d","BTN_STAB","done","0229_Ts_4h_2d","223","150","476980954408646","17760",""
"230","Ts 3h 2d","BTN_STAB","done","0230_Ts_3h_2d","224","145","479577839374542","17689",""
"231","9s 8h 7d","BTN_STAB","done","0231_9s_8h_7d","217","113","487662106752396","14629",""
"232","9s 8h 6d","BTN_STAB","done","0232_9s_8h_6d","216","120","465875387191772","15187",""
"233","9s 8h 5d","BTN_STAB","done","0233_9s_8h_5d","217","121","499098092317581","15642",""
"234","9s 8h 4d","BTN_STAB","done","0234_9s_8h_4d","219","129","487352907657623","16107",""
"235","9s 8h 3d","BTN_STAB","done","0235_9s_8h_3d","220","129","483304172754288","15827",""
"236","9s 8h 2d","BTN_STAB","done","0236_9s_8h_2d","221","137","453612625598907","17107",""
"237","9s 7h 6d","BTN_STAB","done","0237_9s_7h_6d","216","129","421437472105026","16709",""
"238","9s 7h 5d","BTN_STAB","done","0238_9s_7h_5d","217","120","482520312070847","15288",""
"239","9s 7h 4d","BTN_STAB","done","0239_9s_7h_4d","219","129","492062926292419","16348",""
"240","9s 7h 3d","BTN_STAB","done","0240_9s_7h_3d","220","129","484155476093292","16103",""
"241","9s 7h 2d","BTN_STAB","done","0241_9s_7h_2d","221","137","478265851736069","17039",""
"242","9s 6h 5d","BTN_STAB","done","0242_9s_6h_5d","216","129","45610573887825","15779",""
"243","9s 6h 4d","BTN_STAB","done","0243_9s_6h_4d","218","130","492897391319275","16747",""
"244","9s 6h 3d","BTN_STAB","done","0244_9s_6h_3d","219","129","477546542882919","15672",""
"245","9s 6h 2d","BTN_STAB","done","0245_9s_6h_2d","220","140","492438912391663","18107",""
"246","9s 5h 4d","BTN_STAB","done","0246_9s_5h_4d","219","129","468441158533096","16880",""
"247","9s 5h 3d","BTN_STAB","done","0247_9s_5h_3d","220","130","492894470691681","16180",""
"248","9s 5h 2d","BTN_STAB","done","0248_9s_5h_2d","221","137","472159743309021","16672",""
"249","9s 4h 3d","BTN_STAB","done","0249_9s_4h_3d","222","137","473364293575287","17322",""
"250","9s 4h 2d","BTN_STAB","done","0250_9s_4h_2d","223","137","491617977619171","16806",""
"251","9s 3h 2d","BTN_STAB","done","0251_9s_3h_2d","224","137","498620927333832","17306",""
"252","8s 7h 6d","BTN_STAB","done","0252_8s_7h_6d","217","113","481944441795349","14710",""
"253","8s 7h 5d","BTN_STAB","done","0253_8s_7h_5d","218","120","475314944982529","15336",""
"254","8s 7h 4d","BTN_STAB","done","0254_8s_7h_4d","220","129","47071972489357","16209",""
"255","8s 7h 3d","BTN_STAB","done","0255_8s_7h_3d","221","129","489434450864792","16212",""
"256","8s 7h 2d","BTN_STAB","done","0256_8s_7h_2d","222","130","499023318290711","17113",""
"257","8s 6h 5d","BTN_STAB","done","0257_8s_6h_5d","217","129","448317170143127","16772",""
"258","8s 6h 4d","BTN_STAB","done","0258_8s_6h_4d","219","129","476213604211807","16167",""
"259","8s 6h 3d","BTN_STAB","done","0259_8s_6h_3d","220","129","497604548931122","15681",""
"260","8s 6h 2d","BTN_STAB","done","0260_8s_6h_2d","221","130","49465399980545","16768",""
"261","8s 5h 4d","BTN_STAB","done","0261_8s_5h_4d","220","130","499912410974503","16271",""
"262","8s 5h 3d","BTN_STAB","done","0262_8s_5h_3d","221","137","496626645326614","16747",""
"263","8s 5h 2d","BTN_STAB","done","0263_8s_5h_2d","222","150","47585266828537","17844",""
"264","8s 4h 3d","BTN_STAB","done","0264_8s_4h_3d","223","137","489385336637497","17743",""
"265","8s 4h 2d","BTN_STAB","done","0265_8s_4h_2d","224","140","479808211326599","17262",""
"266","8s 3h 2d","BTN_STAB","done","0266_8s_3h_2d","225","140","490263789892197","18172",""
"267","7s 6h 5d","BTN_STAB","done","0267_7s_6h_5d","217","120","463473975658417","15149",""
"268","7s 6h 4d","BTN_STAB","done","0268_7s_6h_4d","219","129","453615933656693","16586",""
"269","7s 6h 3d","BTN_STAB","done","0269_7s_6h_3d","220","150","489660412073135","18406",""
"270","7s 6h 2d","BTN_STAB","done","0270_7s_6h_2d","221","130","494811743497849","16759",""
"271","7s 5h 4d","BTN_STAB","done","0271_7s_5h_4d","220","129","48757404088974","16847",""
"272","7s 5h 3d","BTN_STAB","done","0272_7s_5h_3d","221","129","480613708496094","16245",""
"273","7s 5h 2d","BTN_STAB","done","0273_7s_5h_2d","222","137","456939816474915","16312",""
"274","7s 4h 3d","BTN_STAB","done","0274_7s_4h_3d","223","129","484669774770737","16794",""
"275","7s 4h 2d","BTN_STAB","done","0275_7s_4h_2d","224","140","491510510444641","17836",""
"276","7s 3h 2d","BTN_STAB","done","0276_7s_3h_2d","225","140","490306675434113","17167",""
"277","6s 5h 4d","BTN_STAB","done","0277_6s_5h_4d","219","120","449649393558502","15066",""
"278","6s 5h 3d","BTN_STAB","done","0278_6s_5h_3d","220","129","475870996713638","16221",""
"279","6s 5h 2d","BTN_STAB","done","0279_6s_5h_2d","221","129","490957409143448","16268",""
"280","6s 4h 3d","BTN_STAB","done","0280_6s_4h_3d","222","129","462010443210602","16578",""
"281","6s 4h 2d","BTN_STAB","done","0281_6s_4h_2d","223","129","484422534704208","16789",""
