"board","board_index","decision_node","acting_player","combo","reach_probability","check_frequency","bet_frequency","ev_check","ev_bet","mixed_ev"
"As Kh Qd","1","BTN_STAB","BTN","2c2d","45.5684","0.774687","0.225313","7.01067","6.96306","6.9999428480700008"
"As Kh Qd","1","BTN_STAB","BTN","2c2h","45.5627","0.758724","0.241276","7.00325","6.95107","6.99066021832"
"As Kh Qd","1","BTN_STAB","BTN","2c2s","45.847","0.454387","0.545613","7.09757","7.29224","7.2037844827100006"
"As Kh Qd","1","BTN_STAB","BTN","2cAc","9.57307","0.996497","0.003503","32.9761","32.8494","32.9756561699"
"As Kh Qd","1","BTN_STAB","BTN","2d2h","45.5274","0.560721","0.439279","7.2462","7.28262","7.26219854118"
"As Kh Qd","1","BTN_STAB","BTN","2d2s","45.8117","0.448432","0.551568","7.37528","7.48455","7.43554983536"
"As Kh Qd","1","BTN_STAB","BTN","2dAd","9.55004","0.663322","0.336678","37.8377","37.8858","37.8538942118"
"As Kh Qd","1","BTN_STAB","BTN","2h2s","45.806","0.424719","0.575281","7.34973","7.47249","7.42035149556"
"As Kh Qd","1","BTN_STAB","BTN","2hAh","9.55202","0.636531","0.363469","37.4738","37.5836","37.5137088962"
"As Kh Qd","1","BTN_STAB","BTN","3c3d","42.1578","0.882945","0.117055","6.89997","6.85585","6.8948055334"
"As Kh Qd","1","BTN_STAB","BTN","3c3h","42.1549","0.861377","0.138623","6.89502","6.84866","6.8885934377199991"
"As Kh Qd","1","BTN_STAB","BTN","3c3s","42.47","0.436917","0.563083","6.97733","7.23704","7.12356828593"
"As Kh Qd","1","BTN_STAB","BTN","3c5c","9.46345","1","0","2.46747","1.15656","2.46747"
"As Kh Qd","1","BTN_STAB","BTN","3cAc","53.3023","0.939083","0.060917","32.6303","32.637","32.6307081439"
"As Kh Qd","1","BTN_STAB","BTN","3d3h","42.1237","0.569514","0.430486","7.18658","7.22279","7.202167898059999"
"As Kh Qd","1","BTN_STAB","BTN","3d3s","42.4388","0.451868","0.548132","7.31572","7.43501","7.3811066662799991"
"As Kh Qd","1","BTN_STAB","BTN","3d5d","9.45307","0.472324","0.527676","5.71897","5.8956","5.81217341188"
"As Kh Qd","1","BTN_STAB","BTN","3dAd","53.174","0.673628","0.326372","37.5204","37.5664","37.535413112"
"As Kh Qd","1","BTN_STAB","BTN","3h3s","42.4359","0.421456","0.578544","7.29505","7.43351","7.37515520224"
"As Kh Qd","1","BTN_STAB","BTN","3h5h","9.48744","0.405671","0.594329","5.97592","6.24078","6.13333397894"
"As Kh Qd","1","BTN_STAB","BTN","3hAh","53.1851","0.665606","0.334394","37.1688","37.2115","37.1830786238"
"As Kh Qd","1","BTN_STAB","BTN","3s5s","9.58449","0.329096","0.670904","6.39226","6.62018","6.54517243968"
"As Kh Qd","1","BTN_STAB","BTN","4c4d","44.9132","0.988924","0.011076","6.70798","6.65538","6.7073974024"
"As Kh Qd","1","BTN_STAB","BTN","4c4h","44.9107","0.986648","0.013352","6.68654","6.64302","6.68595892096"
"As Kh Qd","1","BTN_STAB","BTN","4c4s","45.2267","0.617539","0.382461","6.7859","6.97037","6.85645258067"
"As Kh Qd","1","BTN_STAB","BTN","4c5c","61.5421","0.999912","8.8E-05","2.09338","0.982449","2.093282238072"
"As Kh Qd","1","BTN_STAB","BTN","4c6c","4.676","1","0","0.956356","-2.042534","0.956356"
"As Kh Qd","1","BTN_STAB","BTN","4cAc","54.4138","0.86888","0.13112","32.46","32.4772","32.462255264"
"As Kh Qd","1","BTN_STAB","BTN","4d4h","44.8932","0.684183","0.315817","6.94658","6.98991","6.96026435061"
"As Kh Qd","1","BTN_STAB","BTN","4d4s","45.2093","0.572476","0.427524","7.07371","7.19613","7.12604748808"
"As Kh Qd","1","BTN_STAB","BTN","4d5d","61.4966","0.438116","0.561884","5.28722","5.42764","5.36611975128"
"As Kh Qd","1","BTN_STAB","BTN","4d6d","4.67216","0.999985","1.5E-05","3.6422","3.0668","3.642191369"
"As Kh Qd","1","BTN_STAB","BTN","4dAd","54.2823","0.606761","0.393239","37.2969","37.4464","37.3556892305"
"As Kh Qd","1","BTN_STAB","BTN","4h4s","45.2068","0.540035","0.459965","7.03271","7.18789","7.1040873687"
"As Kh Qd","1","BTN_STAB","BTN","4h5h","61.7212","0.370653","0.629347","5.55556","5.78681","5.7010964937500006"
"As Kh Qd","1","BTN_STAB","BTN","4h6h","4.68536","1","0","3.89111","3.28561","3.89111"
"As Kh Qd","1","BTN_STAB","BTN","4hAh","54.2937","0.602842","0.397158","36.9657","37.0917","37.015741908"
"As Kh Qd","1","BTN_STAB","BTN","4s5s","62.3231","0.258893","0.741107","6.17899","6.35984","6.3130192009499995"
"As Kh Qd","1","BTN_STAB","BTN","4s6s","4.73491","0.99951","0.00049","4.33225","3.54772","4.3318655803000006"
"As Kh Qd","1","BTN_STAB","BTN","5c5d","51.8499","0.999756","0.000244","6.46081","6.02704","6.4607041601200006"
"As Kh Qd","1","BTN_STAB","BTN","5c5h","52.0438","0.997359","0.002641","6.47455","6.15088","6.47369518753"
"As Kh Qd","1","BTN_STAB","BTN","5c5s","52.1848","0.987824","0.012176","6.45814","6.24111","6.45549744272"
"As Kh Qd","1","BTN_STAB","BTN","5c6c","41.1381","1","0","0.882608","-2.40765","0.882608"
"As Kh Qd","1","BTN_STAB","BTN","5c7c","4.98248","1","0","0.992228","-2.437691","0.992228"
"As Kh Qd","1","BTN_STAB","BTN","5cAc","60.6541","0.880203","0.119797","32.3066","32.3018","32.3060249744"
"As Kh Qd","1","BTN_STAB","BTN","5d5h","52.0256","0.992756","0.007244","6.69505","6.63248","6.69459674292"
"As Kh Qd","1","BTN_STAB","BTN","5d5s","52.1666","0.979618","0.020382","6.6751","6.64839","6.6745555967799994"
"As Kh Qd","1","BTN_STAB","BTN","5d6d","41.106","1","0","3.37353","2.70218","3.37353"
"As Kh Qd","1","BTN_STAB","BTN","5d7d","4.97594","1","0","3.52444","2.58933","3.52444"
"As Kh Qd","1","BTN_STAB","BTN","5dAd","60.5061","0.573154","0.426846","37.0834","37.2475","37.1534454286"
"As Kh Qd","1","BTN_STAB","BTN","5h5s","52.3604","0.780379","0.219621","6.71341","6.7639","6.72449866429"
"As Kh Qd","1","BTN_STAB","BTN","5h6h","41.3802","1","0","3.63294","3.13625","3.63294"
"As Kh Qd","1","BTN_STAB","BTN","5h7h","5.00291","1","0","3.76516","2.98932","3.76516"
"As Kh Qd","1","BTN_STAB","BTN","5hAh","60.8034","0.602172","0.397828","36.9311","37.0323","36.971360193600006"
"As Kh Qd","1","BTN_STAB","BTN","5s6s","41.6352","1","0","4.1316","3.31372","4.1316"
"As Kh Qd","1","BTN_STAB","BTN","5s7s","5.04644","1","0","4.22606","3.20532","4.22606"
"As Kh Qd","1","BTN_STAB","BTN","6c6d","78.054","0.999885","0.000115","6.13422","5.64623","6.13416388115"
"As Kh Qd","1","BTN_STAB","BTN","6c6h","78.2942","0.999897","0.000103","6.14209","5.69279","6.1420437220999995"
"As Kh Qd","1","BTN_STAB","BTN","6c6s","78.5681","0.998871","0.001129","6.08306","5.60292","6.08251792194"
"As Kh Qd","1","BTN_STAB","BTN","6c7c","44.6869","1","0","0.957607","-2.834427","0.957607"
"As Kh Qd","1","BTN_STAB","BTN","6c8c","13.331","1","0","1.00651","-3.153713","1.00651"
"As Kh Qd","1","BTN_STAB","BTN","6cKc","7.9936","0.999977","2.3E-05","19.4085","18.3739","19.4084762042"
"As Kh Qd","1","BTN_STAB","BTN","6cAc","6.22811","0.994467","0.005533","33.0069","32.7315","33.005376211800005"
"As Kh Qd","1","BTN_STAB","BTN","6d6h","78.2441","0.961186","0.038814","6.32789","6.42815","6.3317814916399993"
"As Kh Qd","1","BTN_STAB","BTN","6d6s","78.5227","0.982657","0.017343","6.27259","6.2821","6.27275493193"
"As Kh Qd","1","BTN_STAB","BTN","6d7d","44.6246","1","0","3.30087","2.62017","3.30087"
"As Kh Qd","1","BTN_STAB","BTN","6d8d","13.3129","1","0","3.41952","2.43934","3.41952"
"As Kh Qd","1","BTN_STAB","BTN","6dKd","8.06388","0.814589","0.185411","23.2488","22.8781","23.1800681423"
"As Kh Qd","1","BTN_STAB","BTN","6dAd","6.21554","0.566739","0.433261","37.6193","37.899","37.7404831017"
"As Kh Qd","1","BTN_STAB","BTN","6h6s","78.755","0.978045","0.021955","6.28878","6.31968","6.2894584095000008"
"As Kh Qd","1","BTN_STAB","BTN","6h7h","44.8287","1","0","3.55256","2.85018","3.55256"
"As Kh Qd","1","BTN_STAB","BTN","6h8h","13.4391","1","0","3.62268","2.86887","3.62268"
"As Kh Qd","1","BTN_STAB","BTN","6hAh","6.24047","0.554413","0.445587","37.4701","37.7034","37.574055447100008"
"As Kh Qd","1","BTN_STAB","BTN","6s7s","45.2538","1","0","4.02784","2.91701","4.02784"
"As Kh Qd","1","BTN_STAB","BTN","6s8s","13.4983","1","0","4.1081","3.06346","4.1081"
"As Kh Qd","1","BTN_STAB","BTN","6sKs","8.17968","0.297851","0.702149","24.2871","24.4168","24.3781687253"
"As Kh Qd","1","BTN_STAB","BTN","7c7d","102.172","0.999423","0.000577","5.91245","5.67545","5.912313251"
"As Kh Qd","1","BTN_STAB","BTN","7c7h","102.351","0.999691","0.000309","5.90301","5.66385","5.9029360995600006"
"As Kh Qd","1","BTN_STAB","BTN","7c7s","102.962","0.984988","0.015012","5.88918","5.71076","5.88650155896"
"As Kh Qd","1","BTN_STAB","BTN","7c8c","40.0157","1","0","1.03795","-2.890343","1.03795"
"As Kh Qd","1","BTN_STAB","BTN","7c9c","5.37151","1","0","1.16395","-4.550781","1.16395"
"As Kh Qd","1","BTN_STAB","BTN","7cAc","12.489","0.988056","0.011944","33.2803","33.1864","33.2791784584"
"As Kh Qd","1","BTN_STAB","BTN","7d7h","102.254","0.968591","0.031409","6.09879","6.19204","6.1017188892500007"
"As Kh Qd","1","BTN_STAB","BTN","7d7s","102.863","0.969901","0.030099","6.10167","6.13556","6.10269005511"
"As Kh Qd","1","BTN_STAB","BTN","7d8d","39.9401","1","0","3.43998","2.58501","3.43998"
"As Kh Qd","1","BTN_STAB","BTN","7d9d","5.4578","1","0","3.67343","1.91206","3.67343"
"As Kh Qd","1","BTN_STAB","BTN","7dAd","12.4581","0.648646","0.351354","37.8975","38.0212","37.9409624898"
"As Kh Qd","1","BTN_STAB","BTN","7h7s","103.037","0.940504","0.059496","6.09707","6.11605","6.09819923408"
"As Kh Qd","1","BTN_STAB","BTN","7h8h","40.2668","1","0","3.67679","2.98489","3.67679"
"As Kh Qd","1","BTN_STAB","BTN","7h9h","5.46944","1","0","3.91199","2.16604","3.91199"
"As Kh Qd","1","BTN_STAB","BTN","7hAh","12.4891","0.656398","0.343602","37.6397","37.786","37.6899689726"
"As Kh Qd","1","BTN_STAB","BTN","7s8s","40.5461","1","0","4.17677","3.17917","4.17677"
"As Kh Qd","1","BTN_STAB","BTN","7s9s","5.53279","1","0","4.36137","3.01663","4.36137"
"As Kh Qd","1","BTN_STAB","BTN","8c8d","108.81","0.999589","0.000411","5.85132","5.44374","5.85115248462"
"As Kh Qd","1","BTN_STAB","BTN","8c8h","109.544","0.999516","0.000484","5.87032","5.47781","5.8701300251600008"
"As Kh Qd","1","BTN_STAB","BTN","8c8s","109.642","0.997223","0.002778","5.82424","5.54251","5.823463178299999"
"As Kh Qd","1","BTN_STAB","BTN","8c9c","36.126","1","0","1.1093","-4.624775","1.1093"
"As Kh Qd","1","BTN_STAB","BTN","8cTc","9.99723","0.991275","0.008725","11.6472","11.4018","11.645058885"
"As Kh Qd","1","BTN_STAB","BTN","8cAc","31.5317","0.951646","0.048354","33.6074","33.6564","33.609769346"
"As Kh Qd","1","BTN_STAB","BTN","8d8h","109.446","0.990513","0.009487","6.10789","6.10348","6.10784816233"
"As Kh Qd","1","BTN_STAB","BTN","8d8s","109.545","0.982076","0.017924","6.04122","6.07346","6.04179786976"
"As Kh Qd","1","BTN_STAB","BTN","8d9d","36.7088","1","0","3.67002","2.00141","3.67002"
"As Kh Qd","1","BTN_STAB","BTN","8dTd","10.1629","0.463501","0.536499","14.6827","15.2104","14.9658105223"
"As Kh Qd","1","BTN_STAB","BTN","8dAd","31.4687","0.783893","0.216107","38.2084","38.0733","38.1792039443"
"As Kh Qd","1","BTN_STAB","BTN","8h8s","110.256","0.827902","0.172098","6.0987","6.03171","6.08717115498"
"As Kh Qd","1","BTN_STAB","BTN","8h9h","36.9672","1","0","3.87095","2.42483","3.87095"
"As Kh Qd","1","BTN_STAB","BTN","8hTh","10.2442","0.42565","0.57435","14.8583","15.5134","15.234556685"
"As Kh Qd","1","BTN_STAB","BTN","8hAh","31.7303","0.817728","0.182272","38.0958","37.9629","38.0715760512"
"As Kh Qd","1","BTN_STAB","BTN","8s9s","37.2049","1","0","4.40196","3.36117","4.40196"
"As Kh Qd","1","BTN_STAB","BTN","8sTs","10.1663","0.439398","0.560602","15.2218","15.6281","15.4495725926"
"As Kh Qd","1","BTN_STAB","BTN","9c9d","109.376","1","0","5.63197","3.76624","5.63197"
"As Kh Qd","1","BTN_STAB","BTN","9c9h","109.421","1","0","5.62606","3.77855","5.62606"
"As Kh Qd","1","BTN_STAB","BTN","9c9s","110.052","1","0","5.62321","4.2797","5.62321"
"As Kh Qd","1","BTN_STAB","BTN","9cTc","60.7213","0.999239","0.000761","11.1381","10.4909","11.1376074808"
"As Kh Qd","1","BTN_STAB","BTN","9cJc","13.0841","0.996852","0.003148","11.4033","11.1009","11.402348044799998"
"As Kh Qd","1","BTN_STAB","BTN","9cKc","31.9445","1","0","18.4089","17.8268","18.4089"
"As Kh Qd","1","BTN_STAB","BTN","9cAc","57.2638","0.874656","0.125344","33.5905","33.7847","33.6148418048"
"As Kh Qd","1","BTN_STAB","BTN","9d9h","111.194","1","0","5.78253","5.41463","5.78253"
"As Kh Qd","1","BTN_STAB","BTN","9d9s","111.817","0.987382","0.012618","5.77947","5.77819","5.7794538489599994"
"As Kh Qd","1","BTN_STAB","BTN","9dTd","62.614","0.486764","0.513236","14.3859","14.7245","14.5596817096"
"As Kh Qd","1","BTN_STAB","BTN","9dJd","13.4797","0.118273","0.881727","15.3335","16.0068","15.9271667891"
"As Kh Qd","1","BTN_STAB","BTN","9dKd","32.8135","0.897963","0.102037","22.9117","22.8183","22.9021697442"
"As Kh Qd","1","BTN_STAB","BTN","9dAd","58.2666","0.958267","0.041733","38.6546","38.7511","38.6586272345"
"As Kh Qd","1","BTN_STAB","BTN","9h9s","111.862","0.961169","0.038831","5.7716","5.80274","5.7728091973400009"
"As Kh Qd","1","BTN_STAB","BTN","9hTh","62.7119","0.596222","0.403778","14.538","14.8639","14.6695912502"
"As Kh Qd","1","BTN_STAB","BTN","9hJh","13.4406","0.333986","0.666014","15.2167","16.0272","15.756504347"
"As Kh Qd","1","BTN_STAB","BTN","9hAh","58.3125","0.968548","0.031452","38.3837","38.4925","38.3871219776"
"As Kh Qd","1","BTN_STAB","BTN","9sTs","62.4697","0.399161","0.600839","14.9691","15.3612","15.2046889719"
"As Kh Qd","1","BTN_STAB","BTN","9sJs","13.4833","0.052239","0.947761","15.6033","16.5967","16.544805777399997"
"As Kh Qd","1","BTN_STAB","BTN","9sKs","33.172","0.653171","0.346829","23.8428","23.6084","23.7615032824"
"As Kh Qd","1","BTN_STAB","BTN","TcTd","92.9105","0.387859","0.612141","15.7496","15.489","15.5900760554"
"As Kh Qd","1","BTN_STAB","BTN","TcTh","92.951","0.402675","0.597325","15.6861","15.4362","15.5368284825"
"As Kh Qd","1","BTN_STAB","BTN","TcTs","92.297","0.367943","0.632057","15.7391","15.4816","15.5763453225"
"As Kh Qd","1","BTN_STAB","BTN","TcJc","73.1234","0.179253","0.820747","126","125.839","125.867859733"
"As Kh Qd","1","BTN_STAB","BTN","TcQc","48.4074","0.74367","0.25633","23.4051","23.5043","23.430527936000004"
"As Kh Qd","1","BTN_STAB","BTN","TcKc","78.8853","0.897435","0.102565","28.6439","28.8331","28.663305297999997"
"As Kh Qd","1","BTN_STAB","BTN","TcAc","89.9142","0.781926","0.218074","48.4385","48.5269","48.4577777416"
"As Kh Qd","1","BTN_STAB","BTN","TdTh","94.5529","0.332101","0.667899","15.7538","15.6829","15.706445960899998"
"As Kh Qd","1","BTN_STAB","BTN","TdTs","93.8916","0.324643","0.675357","15.7955","15.6964","15.7285721213"
"As Kh Qd","1","BTN_STAB","BTN","TdJd","75.515","0.155425","0.844575","127.301","127.142","127.166712575"
"As Kh Qd","1","BTN_STAB","BTN","TdKd","80.9911","0.848263","0.151737","32.7513","32.7975","32.7583102494"
"As Kh Qd","1","BTN_STAB","BTN","TdAd","91.0052","0.635689","0.364311","52.4886","52.6201","52.5365068965"
"As Kh Qd","1","BTN_STAB","BTN","ThTs","94.0507","0.35517","0.64483","15.7746","15.6631","15.702701455"
"As Kh Qd","1","BTN_STAB","BTN","ThJh","75.31","0.170172","0.829828","127.346","127.208","127.231483736"
"As Kh Qd","1","BTN_STAB","BTN","ThQh","49.5037","0.769235","0.230765","27.7267","27.7207","27.72531541"
"As Kh Qd","1","BTN_STAB","BTN","ThAh","91.2161","0.708002","0.291998","52.0198","52.058","52.0309543236"
"As Kh Qd","1","BTN_STAB","BTN","TsJs","74.4777","0.148885","0.851115","127.316","127.202","127.21897289"
"As Kh Qd","1","BTN_STAB","BTN","TsQs","49.3635","0.670165","0.329835","28.1241","28.0981","28.115524289999996"
"As Kh Qd","1","BTN_STAB","BTN","TsKs","80.8848","0.69116","0.308839","33.7821","33.9017","33.819003362299995"
"As Kh Qd","1","BTN_STAB","BTN","JcJd","73.4856","0.477434","0.522566","18.3945","18.5588","18.4803575938"
"As Kh Qd","1","BTN_STAB","BTN","JcJh","73.3149","0.475836","0.524164","18.3758","18.5187","18.4507030356"
"As Kh Qd","1","BTN_STAB","BTN","JcJs","73.1036","0.512623","0.487377","18.3939","18.453","18.4227039807"
"As Kh Qd","1","BTN_STAB","BTN","JcQc","53.3529","0.827756","0.172244","24.2203","24.3515","24.2428984128"
"As Kh Qd","1","BTN_STAB","BTN","JcKc","86.4401","0.826028","0.173972","30.3722","30.3562","30.369416448"
"As Kh Qd","1","BTN_STAB","BTN","JcAc","87.1036","0.403491","0.596509","53.124","53.1062","53.113382139799995"
"As Kh Qd","1","BTN_STAB","BTN","JcAd","20.9781","0.655897","0.344103","53.7155","53.4647","53.6291989676"
"As Kh Qd","1","BTN_STAB","BTN","JcAh","20.977","0.699058","0.300942","53.5668","53.2331","53.4663756546"
"As Kh Qd","1","BTN_STAB","BTN","JdJh","74.3289","0.549119","0.450881","18.4943","18.5172","18.5046251749"
"As Kh Qd","1","BTN_STAB","BTN","JdJs","74.1247","0.576203","0.423797","18.4964","18.4594","18.480719511"
"As Kh Qd","1","BTN_STAB","BTN","JdKd","88.4221","0.80787","0.19213","34.3982","34.3435","34.387690489"
"As Kh Qd","1","BTN_STAB","BTN","JdAc","21.3568","0.289173","0.710827","53.5415","53.6813","53.6408736146"
"As Kh Qd","1","BTN_STAB","BTN","JdAd","87.8691","0.305874","0.694126","57.0998","57.2489","57.2032941866"
"As Kh Qd","1","BTN_STAB","BTN","JdAh","21.3149","0.595368","0.404632","53.9179","53.7262","53.8403320456"
"As Kh Qd","1","BTN_STAB","BTN","JhJs","73.9622","0.574109","0.425891","18.4925","18.4465","18.472909014"
"As Kh Qd","1","BTN_STAB","BTN","JhQh","54.1395","0.821394","0.178606","28.5651","28.6888","28.5871935622"
"As Kh Qd","1","BTN_STAB","BTN","JhAc","21.2728","0.359349","0.640651","53.3234","53.3874","53.364401664"
"As Kh Qd","1","BTN_STAB","BTN","JhAd","21.2221","0.596026","0.403973","53.8653","53.6836","53.7918442406"
"As Kh Qd","1","BTN_STAB","BTN","JhAh","87.5512","0.394269","0.605731","56.4803","56.5166","56.5022880353"
"As Kh Qd","1","BTN_STAB","BTN","JsQs","54.3568","0.705008","0.294992","29.0528","29.1029","29.067579099199996"
"As Kh Qd","1","BTN_STAB","BTN","JsKs","88.5004","0.653905","0.346095","35.525","35.4446","35.497173962"
"As Kh Qd","1","BTN_STAB","BTN","JsAc","21.2123","0.142463","0.857537","53.6657","54.2331","54.1522664938"
"As Kh Qd","1","BTN_STAB","BTN","JsAd","21.167","0.473121","0.526878","54.199","54.5058","54.3605919714"
"As Kh Qd","1","BTN_STAB","BTN","JsAh","21.1614","0.510315","0.489685","54.0544","54.2738","54.161836889"
"As Kh Qd","1","BTN_STAB","BTN","QcQh","31.7574","0.45199","0.54801","101.935","102.092","102.02103757"
"As Kh Qd","1","BTN_STAB","BTN","QcQs","31.9492","0.456036","0.543964","101.573","101.61","101.593126668"
"As Kh Qd","1","BTN_STAB","BTN","QcKc","81.5165","0.581732","0.418268","58.7702","59.0003","58.866443466800007"
"As Kh Qd","1","BTN_STAB","BTN","QcKd","39.9433","0.588915","0.411085","59.5659","59.8362","59.677016275499994"
"As Kh Qd","1","BTN_STAB","BTN","QcKs","40.277","0.798898","0.201102","58.4877","58.6648","58.523315164199992"
"As Kh Qd","1","BTN_STAB","BTN","QcAc","20.8707","0.039438","0.960562","75.8375","76.3434","76.3234483158"
"As Kh Qd","1","BTN_STAB","BTN","QcAd","81.5359","0.407091","0.592909","73.9563","74.2517","74.1314453186"
"As Kh Qd","1","BTN_STAB","BTN","QcAh","81.6424","0.459813","0.540187","74.5636","74.7665","74.673203942299992"
"As Kh Qd","1","BTN_STAB","BTN","QhQs","32.0646","0.525787","0.474213","101.572","101.645","101.606617549"
"As Kh Qd","1","BTN_STAB","BTN","QhKc","39.7017","0.603576","0.396424","59.1366","59.4658","59.2671027808"
"As Kh Qd","1","BTN_STAB","BTN","QhKd","40.079","0.609293","0.390707","59.7808","60.1429","59.9222750047"
"As Kh Qd","1","BTN_STAB","BTN","QhKs","40.4139","0.893353","0.106647","58.6903","58.8789","58.7104136242"
"As Kh Qd","1","BTN_STAB","BTN","QhAc","82.2177","0.424678","0.575322","75.5006","75.5819","75.5473736786"
"As Kh Qd","1","BTN_STAB","BTN","QhAd","81.9524","0.553257","0.446743","73.9953","74.2392","74.104260617699993"
"As Kh Qd","1","BTN_STAB","BTN","QhAh","20.8349","0.000781","0.999219","78.2681","79.1581","79.15740491"
"As Kh Qd","1","BTN_STAB","BTN","QsKc","40.0198","0.75139","0.24861","58.3931","58.3934","58.393174583"
"As Kh Qd","1","BTN_STAB","BTN","QsKd","40.3811","0.751708","0.248292","59.0191","59.113","59.042414618800009"
"As Kh Qd","1","BTN_STAB","BTN","QsKs","83.4605","0.474501","0.525499","61.8624","62.344","62.1154803184"
"As Kh Qd","1","BTN_STAB","BTN","QsAc","82.5816","0.365884","0.634116","75.008","75.1589","75.103688104399993"
"As Kh Qd","1","BTN_STAB","BTN","QsAd","82.3247","0.504303","0.495697","73.5188","73.7822","73.6493665898"
"As Kh Qd","1","BTN_STAB","BTN","QsAh","82.4521","0.541965","0.458035","74.0819","74.328","74.194622413500014"
"As Kh Qd","1","BTN_STAB","BTN","KcAd","23.5695","0.007928","0.992072","91.9899","92.3768","92.3737326568"
"As Kh Qd","1","BTN_STAB","BTN","KcAh","23.52","0.029349","0.970651","92.8381","93.1095","93.1015346814"
"As Kh Qd","1","BTN_STAB","BTN","KdAc","23.8577","0.00333","0.99667","94.4151","95.0601","95.05795215"
"As Kh Qd","1","BTN_STAB","BTN","KdAh","23.8019","0.040127","0.959873","92.8909","93.0977","93.0894017364"
"As Kh Qd","1","BTN_STAB","BTN","KsAc","24.002","0.031876","0.968124","92.981","93.1737","93.1675574948"
"As Kh Qd","1","BTN_STAB","BTN","KsAd","23.995","0.184024","0.815976","90.4464","90.6521","90.614246263200016"
"As Kh Qd","1","BTN_STAB","BTN","KsAh","23.9514","0.357342","0.642658","91.4294","91.457","91.4471373608"
"As Kh Jd","2","BTN_STAB","BTN","2c2d","29.8975","0.674859","0.325141","7.46875","7.50217","7.47961621222"
"As Kh Jd","2","BTN_STAB","BTN","2c2h","29.8803","0.699717","0.300283","7.4838","7.46333","7.47765320699"
"As Kh Jd","2","BTN_STAB","BTN","2c2s","30.0976","0.509269","0.490731","7.50429","7.7443","7.62207034731"
"As Kh Jd","2","BTN_STAB","BTN","2cAc","6.22904","0.883045","0.116955","37.0458","36.8704","37.025286093"
"As Kh Jd","2","BTN_STAB","BTN","2d2h","29.8584","0.488278","0.511722","7.76852","7.90749","7.8396340063400007"
"As Kh Jd","2","BTN_STAB","BTN","2d2s","30.0785","0.432852","0.567148","7.80766","8.03992","7.93938579448"
"As Kh Jd","2","BTN_STAB","BTN","2dAd","6.26928","0.657891","0.342109","41.8056","41.6943","41.7675232683"
"As Kh Jd","2","BTN_STAB","BTN","2h2s","30.0604","0.473235","0.526765","7.86035","7.97742","7.9220183785500007"
"As Kh Jd","2","BTN_STAB","BTN","2hAh","6.25394","0.669216","0.330784","41.2416","41.245","41.2427246656"
"As Kh Jd","2","BTN_STAB","BTN","3c3d","27.6519","0.731307","0.268693","7.35889","7.39803","7.3694066440200006"
"As Kh Jd","2","BTN_STAB","BTN","3c3h","27.6441","0.746178","0.253822","7.391","7.3774","7.3875480208000006"
"As Kh Jd","2","BTN_STAB","BTN","3c3s","27.8791","0.523385","0.476615","7.41142","7.6737","7.5364265822000007"
"As Kh Jd","2","BTN_STAB","BTN","3c5c","6.18307","1","0","2.65755","1.18609","2.65755"
"As Kh Jd","2","BTN_STAB","BTN","3cAc","34.689","0.833648","0.166352","36.8107","36.7094","36.793848542399992"
"As Kh Jd","2","BTN_STAB","BTN","3d3h","27.6274","0.463352","0.536648","7.67734","7.87894","7.7855282368"
"As Kh Jd","2","BTN_STAB","BTN","3d3s","27.8622","0.446209","0.553791","7.72926","7.98154","7.86897039348"
"As Kh Jd","2","BTN_STAB","BTN","3d5d","6.17792","0.591656","0.408344","5.79327","6.02344","5.8872585384799994"
"As Kh Jd","2","BTN_STAB","BTN","3dAd","34.9157","0.664632","0.335368","41.5098","41.3959","41.4716015848"
"As Kh Jd","2","BTN_STAB","BTN","3h3s","27.8544","0.485097","0.514903","7.79376","7.94071","7.86942499585"
"As Kh Jd","2","BTN_STAB","BTN","3h5h","6.20992","0.668477","0.331523","6.40981","6.56999","6.46291335414"
"As Kh Jd","2","BTN_STAB","BTN","3hAh","34.8333","0.6775","0.3225","41.0154","40.9439","40.99234125"
"As Kh Jd","2","BTN_STAB","BTN","3s5s","6.27072","0.495726","0.504274","6.52159","6.80239","6.6631901391999993"
"As Kh Jd","2","BTN_STAB","BTN","4c4d","29.4009","0.927878","0.072122","7.1107","7.12721","7.1118907342199993"
"As Kh Jd","2","BTN_STAB","BTN","4c4h","29.3791","0.983701","0.016299","7.11143","7.09501","7.1111623704200007"
"As Kh Jd","2","BTN_STAB","BTN","4c4s","29.6029","0.7044","0.2956","7.17787","7.30128","7.214349996000001"
"As Kh Jd","2","BTN_STAB","BTN","4c5c","40.2085","1","0","2.17862","0.978306","2.17862"
"As Kh Jd","2","BTN_STAB","BTN","4c6c","3.06391","1","0","1.14347","-1.780342","1.14347"
"As Kh Jd","2","BTN_STAB","BTN","4cAc","35.3573","0.761732","0.238268","36.5229","36.6035","36.5421044008"
"As Kh Jd","2","BTN_STAB","BTN","4d4h","29.3863","0.594909","0.405091","7.40073","7.54877","7.46069967164"
"As Kh Jd","2","BTN_STAB","BTN","4d4s","29.6086","0.593713","0.406287","7.4733","7.60188","7.5255403824600009"
"As Kh Jd","2","BTN_STAB","BTN","4d5d","40.1668","0.529091","0.470909","5.26261","5.47902","5.3645194166899994"
"As Kh Jd","2","BTN_STAB","BTN","4d6d","3.0622","1","0","3.77329","3.25073","3.77329"
"As Kh Jd","2","BTN_STAB","BTN","4dAd","35.6137","0.614904","0.385096","41.2885","41.3285","41.30390384"
