flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A[9-7]x,Top pair,18,972,15091.326834000001,0.0,0.9744673076131688,0.025532693415637856,C,8.196193451863673e-05,0.012480447060000089
A[9-7]x,Air,18,1020,17606.728244,0.7634702430105264,0.23160342094246078,0.004926340886135922,F,0.018367015464362806,0.550049190215
A[9-7]x,Gutshot,18,156,1672.4548320000001,0.0,0.6167714456018518,0.3832285497685185,C/R,0.0032798329864607823,0.043837405040000374
A[9-7]x,OESD,10,68,642.11665,0.0,0.6726792625,0.327320725,C,0.0027039555346309034,0.11217595649999908
A[9-7]x,Third pair,15,126,1019.1808299999998,5.555555555555555e-09,0.7615410974074074,0.2384588933333333,C,0.001475421496694392,0.1302133144500001
A[9-7]x,Second pair,18,219,2066.8087489999994,0.0,0.6787197067901235,0.3212802935185185,C,0.007567035757143135,0.14370635039999974
A[9-7]x,Two pair+,18,192,3945.2455199999995,0.0,0.8538951638888889,0.1461048407407407,C,0.0007501938097486283,0.01390730880000035
A[9-7]x,Underpair,18,420,11843.125459999996,0.06764726558641974,0.9209780862654322,0.011374645987654322,C,0.0036405680496166292,0.05067393144000001
A[6-2]x,Weak pair,9,120,2139.9222999999993,0.22563675925925925,0.6383451882716049,0.13601804012345678,C/F,0.33501484607829884,1.2421941965999999
A[6-2]x,Top pair,10,540,8320.421079999995,0.0,0.9683446777777778,0.031655325925925924,C,5.9526868164273326e-05,0.005852807179999786
A[6-2]x,Third pair,5,21,188.13666999999995,0.0,0.6992891555555556,0.3007108444444445,C,0.005317920369640503,0.10874113656000048
A[6-2]x,Second pair,10,99,929.44637,0.0,0.6140678827777777,0.38593207333333335,C/R,0.010145269777037414,0.20593138019999985
A[6-2]x,Two pair+,10,116,1738.1990499999997,0.0,0.7450667507142856,0.2549332409523809,C,0.000908829773018283,0.1944999999999993
A[6-2]x,Underpair,10,420,12531.03061999998,0.1720390501653439,0.7907438325066137,0.03721707681878307,C,0.005343730776474582,0.05528464840080001
A[6-2]x,OESD,6,32,302.87695,0.0,0.5950399166666667,0.4049601041666666,C/R,0.0033222408828054903,0.11053271004000038
A[6-2]x,Gutshot,10,64,564.993,0.0,0.6032651666666666,0.39673479583333326,C/R,0.006196698104258139,0.23098373020799984
A[6-2]x,Air,10,680,11008.16382,0.8796513056932455,0.11717069049021263,0.0031779963998538005,F,0.009366782905861131,0.452298454736
BBB,Weak pair,4,204,8642.682499999999,0.9208350902777779,0.0585278755787037,0.020637039930555552,F,0.14360301789506466,2.5123074205900005
BBB,Gutshot,4,148,2709.7156230000005,0.4692868289930555,0.4620958246527778,0.06861735486111112,F/C,0.0383955373583586,0.41514835000000005
BBB,Air,4,116,1797.3235490000004,1.0,0.0,0.0,F,0.0,0.0
BBB,Top pair,4,87,1964.6564200000005,1.2777777777777777e-06,0.9599825821759259,0.04001614004629629,C,0.0004163200556257677,0.0062150052999999875
BBB,OESD,3,28,374.22520900000006,0.06895093749999999,0.8142887291666666,0.11676033333333334,C,0.004570464136690788,0.3482502
BBB,Two pair+,4,129,3760.0004900000013,0.0,0.7503122408068783,0.24968776560337813,C,0.0017338622636941872,0.2150987475000008
BBB,Third pair,4,54,1638.1558999999997,0.06989140277777778,0.8509564930555555,0.07915210416666668,C,0.0015892186182140788,0.1509266
BBB,Second pair,4,66,1927.7163999999996,0.001428388888888889,0.9056032916666666,0.09296833055555556,C,0.00035587481156869945,0.028973364434999916
BBx,Weak pair,47,2166,103369.39507000004,0.7952780053332208,0.193993195506867,0.010728800813351345,F,0.0218820103742182,2.61139397474
BBx,Air,47,2584,49227.40080300012,0.921014222135174,0.07745663184988465,0.001529146609033002,F,0.0024693762961380153,0.41173580436400004
BBx,Top pair,47,1209,33628.99136100001,0.0,0.8206354556681301,0.1793645474051559,C,0.0005891281589977625,0.4976399999999998
BBx,Third pair,47,537,9082.048090999995,0.010693521749408984,0.5095156734042553,0.47979080189125306,C/R,0.021487855716299208,0.825817716732
BBx,Gutshot,47,1472,39690.13498799996,0.02259119901215805,0.6602351579027356,0.31717364049729824,C,0.006109244488288883,1.5529247
BBx,Two pair+,47,567,20689.83547400001,0.0,0.43954670173634247,0.5604533007055627,R/C,0.011837776585573799,1.2958999999999974
BBx,Second pair,47,804,27089.12931400001,0.0027797860688956433,0.7784182011989194,0.2188020100472813,C,0.0015453764407675889,0.19146002616000005
BBx,OESD,46,440,11085.964037000025,7.939130434782609e-05,0.49756402028985497,0.5023565938405798,R/C,0.0028607661117289037,0.2416649999999997
BBB,Underpair,1,6,30.975450000000002,0.0,0.6984381666666667,0.3015618333333333,C,0.0,0.0
BBx,Underpair,24,192,6374.646999999999,0.0016125416666666669,0.95327175,0.04511570486111111,C,0.00038700505028828493,0.0041914807599999545
K/Qx con,Weak pair,12,252,5429.621280000001,0.6108852034722222,0.3625903027777777,0.02652453472222222,F/C,0.033553835834447654,0.2233953559726
K/Qx con,Air,14,1156,26456.953746,0.661748189015178,0.29986859460805254,0.038383227709240374,F,0.05786092191585779,0.910556
K/Qx con,Gutshot,14,220,3555.0468890000006,0.007084152777777777,0.3464386398809523,0.6464772113095238,R/C,0.007796190139739383,0.24741500000000016
K/Qx con,OESD,14,76,1855.6204600000003,0.0,0.5756782857142857,0.42432175,C/R,0.000771672269294515,0.015567254520000517
K/Qx con,Third pair,14,129,1439.8056799999997,0.0009226011904761905,0.620913169047619,0.3781642595238095,C/R,0.027392205601579796,0.275095
K/Qx con,Top pair,14,432,10596.734050000008,0.0,0.8928795614718615,0.10712043614718612,C,0.0006463759870403065,0.06534147608000004
K/Qx con,Second pair,14,156,2021.0465330000009,4.066666666666667e-06,0.5479796376984127,0.4520163075396826,C/R,0.011634942264618125,0.20534419342999968
K/Qx con,Two pair+,14,135,3525.383859999999,0.0,0.5622580103535355,0.4377420015512265,C/R,0.007872719182935264,0.23508571439999743
K/Qx con,Underpair,14,462,22426.311409999995,0.05643054101473923,0.8895503678854874,0.05401910792705971,C,0.0015547818000756987,0.0401822300626
K/Qx dis,Weak pair,42,1092,41152.34789999999,0.5291757777777778,0.4370669542989418,0.0337572544973545,F/C,0.018813477197078758,0.18822000086
K/Qx dis,Air,42,3752,101267.37561000006,0.6037625027109212,0.3424865344030048,0.05375096652618973,F/C,0.06401962864638552,0.65664445
K/Qx dis,Gutshot,38,436,10891.55806,0.0,0.39462612850877204,0.6053738791666669,R/C,0.004647014379949953,0.22289999999999993
K/Qx dis,Third pair,42,324,5863.951819999999,1.857142857142857e-07,0.6904228144179894,0.30957700568783075,C,0.007492878784402525,0.35264810628000054
K/Qx dis,OESD,24,148,2130.84144,0.0,0.4163171614583334,0.583682845486111,R/C,0.010365276937576788,0.28833000000000053
K/Qx dis,Top pair,42,1290,39006.81286999994,0.0,0.8890923485008818,0.11090765366362033,C,0.00046119609742298047,0.03269095792000058
K/Qx dis,Two pair+,42,357,12573.520779999995,0.0,0.5627834211159213,0.43721656815175564,C/R,0.004967233728032344,0.33304828240000006
K/Qx dis,Second pair,42,615,11244.493250000003,0.0,0.6246195392857145,0.37538045873015885,C/R,0.01538178364381253,0.3050699999999999
K/Qx dis,Underpair,42,1050,59859.37629999994,0.044433644345238096,0.9117336079270598,0.04383274957955404,C,0.0008226984953517535,0.029995631920800004
[J-8]x con,Weak pair,22,444,2347.0325219999995,0.47857278948412707,0.3675472549062049,0.15387991994949493,F/C,0.05857638221828878,3.3532744152800005
[J-8]x con,Air,26,1935,12893.099063,0.6348748157496225,0.2951135933033996,0.07001157218076917,F/C,0.08538682304611774,0.75142765
[J-8]x con,Gutshot,26,536,2448.9603470000025,0.05989621107295483,0.31217843518772886,0.6279253275641026,R/C,0.014903192080489947,1.9814442821955
[J-8]x con,OESD,24,212,1143.7360850000002,0.004062387624007936,0.3975485097222222,0.5983891217509921,R/C,0.009330719632448817,1.1712783724499984
[J-8]x con,Two pair+,26,370,2623.6810510000028,1.0105580693815987e-07,0.40084674363201456,0.5991531545723388,R/C,0.018227653217239202,2.6275045181999985
[J-8]x con,Third pair,26,231,701.3762609999997,0.011252502136752133,0.6070238115384613,0.38172370940170947,C/R,0.021087797845392747,1.2587254317505001
[J-8]x con,Second pair,26,273,1097.2868089999997,0.00471129764957265,0.6027973410256411,0.3924913538461538,C/R,0.012645849721469659,0.9064946142
[J-8]x con,Top pair,26,465,3796.1856330000046,0.0006513079059829063,0.6294002816849816,0.36994839513125755,C/R,0.00654119452206636,0.8420384032150003
[J-8]x con,Overpair,26,360,1592.0069570000007,2.0050213675213675e-05,0.7099331089743591,0.2900468344017094,C,0.009140550830635539,1.8601304391599995
BBx,Overpair,7,42,341.149895,0.0,0.7122635476190478,0.2877364761904762,C,0.002914701466126321,0.03901868951999994
[J-8]x con,Underpair,22,444,9006.017548999995,0.05908821304112554,0.7174598617604618,0.2234519157106782,C,0.002854254873659013,0.37395970534000045
[J-8]x dis,Weak pair,67,1602,18961.42136100002,0.4298081160033168,0.45821617056384745,0.11197573113598674,C/F,0.020235778982532288,1.9402539009700004
[J-8]x dis,Air,67,5528,49607.27886000007,0.5676994536681487,0.3496949680547539,0.08260558339725411,F/C,0.06222975370368426,0.695383803918
[J-8]x dis,Gutshot,67,1040,7620.829997000002,0.008966587566631132,0.3336695957667022,0.6573638078180527,R,0.03236555852852477,1.8195118000000001
[J-8]x dis,Third pair,67,486,2611.273787999996,0.0012723541459369817,0.6816106729684909,0.31711698747927036,C,0.010085066140247763,0.310311970657
[J-8]x dis,OESD,60,496,2248.1956719999976,2.5e-07,0.36666853124999993,0.6333312298611109,R/C,0.005443752723010854,0.23406505119000087
[J-8]x dis,Two pair+,67,743,8813.733457999997,0.0,0.4334141119606956,0.5665858831280319,R/C,0.01032812163986005,1.2865499999999996
[J-8]x dis,Second pair,67,903,5526.646706999985,2.09832504145937e-05,0.5971143893034827,0.4028646338308459,C/R,0.01482402820659878,0.44602291595349997
[J-8]x dis,Underpair,52,726,21149.962647000015,0.04575576111111112,0.788259915224359,0.16598430534188038,C,0.0017298235285012487,0.0465199537408
[J-8]x dis,Top pair,67,1203,14005.000194000017,6.991542288557214e-06,0.657968862491116,0.34202414068941006,C,0.004204279923474748,1.2036900000000004
[J-8]x dis,Overpair,67,888,5127.913999999997,8.331674958540631e-06,0.712642442578773,0.28734921973466004,C,0.005988288283400687,0.17604744256000018
[J-8]x dis,2 overcards + BDFD,67,1032,6854.281669000003,0.10376684975868519,0.6486356006707911,0.24759756860994175,C/R,0.041190915042186256,1.0134668174959
[J-8]x con,2 overcards + BDFD,23,405,2177.6604239999992,0.17103060090424874,0.6035641507246376,0.225405259383129,C/R,0.031046794520413375,0.7083403881067001
[7-4]x,Weak pair,16,180,74.74292399999996,0.09355809027777778,0.6690277864583335,0.2374140833333333,C,0.020196265024524245,1.1045014768500003
[7-4]x,Air,20,1152,825.5185700000006,0.5849635898476816,0.3449930851847566,0.07004333376405966,F/C,0.08222727525954948,2.3681020658399996
[7-4]x,Third pair,20,81,12.602745999999996,4.495277777777777e-05,0.6542223388888889,0.3457327333333333,C,0.17928769445727374,1.1913668972300002
[7-4]x,Gutshot,20,520,194.5234869999999,0.019538973926352336,0.38305211607456136,0.5974088912262427,R/C,0.029240300215349464,0.6564980909399999
[7-4]x,Second pair,20,177,86.64865599999999,5.523083333333334e-05,0.5972552519444446,0.4026895283333333,C/R,0.006033013054702867,0.23551577033999962
[7-4]x,OESD,18,144,55.19000199999997,3.288194444444445e-06,0.37442164236111114,0.6255750648148148,R/C,0.002552320261796664,0.85233340196
[7-4]x,Two pair+,20,296,164.73482599999994,0.0,0.26255918345936136,0.7374408235893692,R,0.1868137819512338,1.3859565067200008
[7-4]x,Top pair,20,258,86.04785199999989,9.3975e-06,0.506774105,0.49321650805555556,C/R,0.010512814313016507,0.48320464680000014
[7-4]x,Overpair,20,690,721.1319239999989,0.002628226577380952,0.7764575843253968,0.22091418094246032,C,0.012650577711014799,1.0550290779900002
[7-4]x,2 overcards + BDFD,20,852,696.640214999999,0.3975887142540793,0.425228534214667,0.17718278245939492,C/F,0.07357802053701021,2.19618457328
[7-4]x,Underpair,10,90,177.6773670000001,0.0024435805555555554,0.8320065888888889,0.16554988055555553,C,0.006539479937582128,0.23542906720999995
