flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
ABB,Low pocket pair,6,312,43084.718700000005,0.9670432601851853,0.01799130771604938,0.014965435185185186,F,0.0010227107463306965,0.05977960701060001
ABB,Air,6,436,43917.9001,1.0,0.0,0.0,F,0.0,0.0
ABB,Second pair,6,261,21898.446519999998,0.33533791319444445,0.5360779199585136,0.12858415097402595,C/F,0.16927660307816444,0.8213170860000002
ABB,Top pair,6,279,26233.48729999996,0.05159327708333333,0.8849753810185185,0.06343135578703701,C,0.00015474375723378088,0.024761781720000188
ABB,Third pair,6,243,14328.97764999999,0.3900862688311688,0.40793424333814327,0.20197952604617608,C/F,0.1565235317626827,0.6809217457
ABB,Gutshot,6,268,22552.598670000003,0.8492083533105784,0.05727767677091427,0.09351399067367817,F,0.003780144888407469,0.142245815271
ABB,Two pair+,6,270,20022.357959999994,0.0,0.47503804524124327,0.5249619466286756,R/C,0.003998499423289869,0.1475594097600009
ABB,Weak pair,2,12,930.9167,0.2847178333333333,0.19663516666666667,0.5186470833333333,R/F,0.014679949158450539,0.056130830997
A[K/Q]x,Low pocket pair,14,336,44465.92200000002,1.0,0.0,0.0,F,0.0,0.0
A[K/Q]x,Air,16,1740,130743.71839000001,1.0,0.0,0.0,F,0.0,0.0
A[K/Q]x,Second pair,16,870,57601.54734,0.23213299767443527,0.7007454637369568,0.0671215472960383,C,0.009049967554434319,0.1459872010938
A[K/Q]x,Top pair,16,888,71673.05502000003,0.0,0.9372741373659844,0.06272585136452243,C,0.00031431232266242886,0.17400999999999983
A[K/Q]x,Third pair,16,330,26287.00377999999,0.46404714632936506,0.28645751369047623,0.2494953422867063,F/C,0.08101778577949323,0.3280655
A[K/Q]x,Two pair+,16,236,16962.57539,0.0,0.20610492075892858,0.7938950792410715,R,0.001492943932253016,0.07468286579999983
A[K/Q]x,Weak pair,16,528,51082.93199999993,1.0,0.0,0.0,F,0.0,0.0
A[K/Q]x,Gutshot,16,860,44151.018840000004,0.13962854316907053,0.6192353943509614,0.24113605378605765,C/R,0.007381828800910976,0.3729
ABB,OESD,3,40,3208.1928400000006,0.034125638888888886,0.42364915833333333,0.5422251972222222,R/C,0.018250107263203696,0.46392605
A[K/Q]x,OESD,2,32,1565.3460000000002,0.0,0.5222807812499999,0.4777191875,C/R,0.0017856229654889155,0.007385623650000284
A[J-T][9-5],Low pocket pair,10,300,32906.695400000004,1.0,0.0,0.0,F,0.0,0.0
A[J-T][9-5],Air,10,1020,70374.05795999999,1.0,0.0,0.0,F,0.0,0.0
A[J-T][9-5],Top pair,10,540,35382.893339999995,0.0,0.9232838018518518,0.0767161888888889,C,0.00011113358156995027,0.07206000000000046
A[J-T][9-5],Third pair,10,246,18055.413420000008,0.4279924674338623,0.38221017739417984,0.18979733228835977,F/C,0.08589402070957536,0.28304785
A[J-T][9-5],Gutshot,10,548,31814.085820000004,0.23520217171717173,0.4825086914962121,0.2822891129545454,C/R,0.023407724121237948,0.79944
A[J-T][9-5],Second pair,10,480,21319.921109999996,0.3985083871539961,0.5221059489919242,0.07938568518518517,C/F,0.10916818912242543,0.554395
A[J-T][9-5],OESD,5,104,5154.880530000002,0.0,0.3493208166666667,0.6506791749999999,R,0.0020110125505016104,0.027227819799999865
A[J-T][9-5],Two pair+,10,191,14297.133009999998,0.0,0.2810598880447725,0.7189400993927125,R,0.002010801058863914,0.1440800000000003
A[J-T][9-5],Weak pair,9,150,14395.618999999993,1.0,0.0,0.0,F,0.0,0.0
A[J-T][4-2],Low pocket pair,4,36,3563.137199999999,1.0,0.0,0.0,F,0.0,0.0
