flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
ABB,Weak pair,6,336,3918.4664310000003,0.9365409348765433,0.06345907129629628,F,0.016544981061107033,0.7218730209600001
ABB,Top pair,6,288,5095.126430000003,0.32383465624999996,0.6761653472222222,C,0.2622633549365257,1.6028648
ABB,Air,6,128,342.45439300000004,1.0,0.0,F,0.0,0.0
ABB,Second pair,6,198,2061.3154469999995,0.5890863447293448,0.4109136737891738,F/C,0.2850458177379134,1.15663
ABB,Gutshot,6,104,1078.1024980000002,0.35654593749999997,0.643454076388889,C/F,0.1755841077766742,0.9147579
ABB,Third pair,6,135,1285.3189139999995,0.6834100132275132,0.3165899867724868,F,0.34960900090863223,1.9131900000000002
ABB,Two pair+,6,293,4661.957648,0.00010819583333333333,0.9998918041666666,C,0.0,0.0
A[K/Q]x,Weak pair,16,911,6652.663742000001,0.8156574846829882,0.18434251334941934,F,0.02706472935204875,1.0093400000000001
A[K/Q]x,Top pair,16,912,11472.51848999999,0.1876628059210526,0.8123371918859649,C,0.007261991096191774,0.2729282
A[K/Q]x,Air,16,572,2328.9975879999993,0.9729728409762732,0.02702715902372675,F,0.0024413987825459955,0.638185
A[K/Q]x,Second pair,16,688,5081.159844999999,0.6820948858702812,0.3179051155063228,F,0.4420127229531152,2.74267
A[K/Q]x,Third pair,12,108,552.5804700000002,0.004528677777777777,0.9954713291666666,C,0.0,0.0
A[K/Q]x,Two pair+,16,332,5128.481803999999,0.0,1.0,C,0.0,0.0
A[K/Q]x,Gutshot,16,596,6435.8298,0.15421230798611113,0.845787698611111,C,0.0035640321786608456,0.1574238
ABB,OESD,3,20,170.77367500000003,0.06854154166666666,0.9314584583333333,C,0.014491891100783813,0.8651465999999999
ABB,Underpair,3,24,430.0413,0.005626833333333334,0.9943731666666666,C,0.0,0.0
A[K/Q]x,OESD,2,8,169.149,0.0,1.0,C,0.0,0.0
A[K/Q]x,Underpair,8,48,129.26933199999993,0.18763572916666665,0.8123642916666666,C,0.0,0.0
A[J-T][9-5],Weak pair,10,444,3297.7915099999987,0.951098190079365,0.04890181438492064,F,0.0025093692649885537,0.253624561572
A[J-T][9-5],Top pair,10,568,7659.015863999999,0.19169474016290725,0.8083052545426066,C,0.059272587161429836,1.1885857
A[J-T][9-5],Air,10,313,2132.2749400000002,0.9757177139743589,0.024282283461538462,F,0.006331379239161947,0.5456873342139998
A[J-T][9-5],Gutshot,10,467,7024.217290999998,0.34824080752747255,0.6517591781669718,C,0.004548474494474505,0.3414543865821
A[J-T][9-5],Third pair,10,111,780.3522450000004,0.18079652722222223,0.8192034727777779,C,0.049295350068074395,0.7638752
A[J-T][9-5],OESD,5,84,862.6882029999999,0.0,1.0,C,0.0,0.0
A[J-T][9-5],Two pair+,10,206,4353.581634999999,0.0,1.0,C,0.0,0.0
A[J-T][9-5],Second pair,10,306,2248.6368250000005,0.5416736819191919,0.45832633141414136,F/C,0.3026189918326872,1.254315
