"index","board","decision_node","status","output_directory","combos","iteration","exploitability","elapsed_ms","error"
"100","Ks 9h 2d","BB_FIRST","done","0100_Ks_9h_2d","374","129","486740618944168","22475",""
"101","Ks 8h 7d","BB_FIRST","done","0101_Ks_8h_7d","372","137","468054682016373","24824",""
"102","Ks 8h 6d","BB_FIRST","done","0102_Ks_8h_6d","372","137","492486506700516","23569",""
"103","Ks 8h 5d","BB_FIRST","done","0103_Ks_8h_5d","372","137","478886663913727","23974",""
"104","Ks 8h 4d","BB_FIRST","done","0104_Ks_8h_4d","374","137","497217208147049","23563",""
"105","Ks 8h 3d","BB_FIRST","done","0105_Ks_8h_3d","376","145","470143228769302","75173",""
"106","Ks 8h 2d","BB_FIRST","done","0106_Ks_8h_2d","377","137","0,484622597694397","24301",""
"107","Ks 7h 6d","BB_FIRST","done","0107_Ks_7h_6d","371","145","481222331523895","25061",""
"108","Ks 7h 5d","BB_FIRST","done","0108_Ks_7h_5d","371","145","494185775518417","25239",""
"109","Ks 7h 4d","BB_FIRST","done","0109_Ks_7h_4d","373","145","46443635225296","24680",""
"110","Ks 7h 3d","BB_FIRST","done","0110_Ks_7h_3d","375","140","489336341619492","24068",""
"111","Ks 7h 2d","BB_FIRST","done","0111_Ks_7h_2d","376","140","481701791286469","24930",""
"112","Ks 6h 5d","BB_FIRST","done","0112_Ks_6h_5d","371","177","476016581058502","29138",""
"113","Ks 6h 4d","BB_FIRST","done","0113_Ks_6h_4d","373","160","474489808082581","26562",""
"114","Ks 6h 3d","BB_FIRST","done","0114_Ks_6h_3d","375","150","489298194646835","26218",""
"115","Ks 6h 2d","BB_FIRST","done","0115_Ks_6h_2d","376","140","481600314378738","23972",""
"116","Ks 5h 4d","BB_FIRST","done","0116_Ks_5h_4d","373","160","466868221759796","27089",""
"117","Ks 5h 3d","BB_FIRST","done","0117_Ks_5h_3d","375","160","478240787982941","27761",""
"118","Ks 5h 2d","BB_FIRST","done","0118_Ks_5h_2d","376","160","459524512290955","27096",""
"119","Ks 4h 3d","BB_FIRST","done","0119_Ks_4h_3d","377","161","499643445014954","27451",""
"120","Ks 4h 2d","BB_FIRST","done","0120_Ks_4h_2d","378","160","495742440223694","76901",""
"121","Ks 3h 2d","BB_FIRST","done","0121_Ks_3h_2d","380","160","477133631706238","27845",""
"122","Qs Jh Td","BB_FIRST","done","0122_Qs_Jh_Td","353","100","494369179010391","17812",""
"123","Qs Jh 9d","BB_FIRST","done","0123_Qs_Jh_9d","362","113","480919748544693","20989",""
"124","Qs Jh 8d","BB_FIRST","done","0124_Qs_Jh_8d","365","120","46942275762558","21021",""
"125","Qs Jh 7d","BB_FIRST","done","0125_Qs_Jh_7d","364","120","456855058670044","21844",""
"126","Qs Jh 6d","BB_FIRST","done","0126_Qs_Jh_6d","364","120","464385658502579","21013",""
"127","Qs Jh 5d","BB_FIRST","done","0127_Qs_Jh_5d","364","120","484907865524292","20951",""
"128","Qs Jh 4d","BB_FIRST","done","0128_Qs_Jh_4d","366","120","497465997934341","21100",""
"129","Qs Jh 3d","BB_FIRST","done","0129_Qs_Jh_3d","368","129","443977028131485","23084",""
"130","Qs Jh 2d","BB_FIRST","done","0130_Qs_Jh_2d","369","120","487880676984787","21616",""
"131","Qs Th 9d","BB_FIRST","done","0131_Qs_Th_9d","359","110","49767404794693","20018",""
"132","Qs Th 8d","BB_FIRST","done","0132_Qs_Th_8d","361","129","456846415996552","22531",""
"133","Qs Th 7d","BB_FIRST","done","0133_Qs_Th_7d","360","120","482144802808762","20954",""
"134","Qs Th 6d","BB_FIRST","done","0134_Qs_Th_6d","360","120","462365567684174","20880",""
"135","Qs Th 5d","BB_FIRST","done","0135_Qs_Th_5d","360","120","472164154052734","20905",""
"136","Qs Th 4d","BB_FIRST","done","0136_Qs_Th_4d","362","120","477483928203583","21444",""
"137","Qs Th 3d","BB_FIRST","done","0137_Qs_Th_3d","364","129","446942090988159","21963",""
"138","Qs Th 2d","BB_FIRST","done","0138_Qs_Th_2d","365","129","441604107618332","22706",""
"139","Qs 9h 8d","BB_FIRST","done","0139_Qs_9h_8d","371","145","499828070402145","24616",""
"140","Qs 9h 7d","BB_FIRST","done","0140_Qs_9h_7d","370","129","473457664251328","72633",""
"141","Qs 9h 6d","BB_FIRST","done","0141_Qs_9h_6d","370","129","478011935949326","23081",""
"142","Qs 9h 5d","BB_FIRST","done","0142_Qs_9h_5d","370","129","491592228412628","22596",""
"143","Qs 9h 4d","BB_FIRST","done","0143_Qs_9h_4d","372","137","457270354032516","23926",""
"144","Qs 9h 3d","BB_FIRST","done","0144_Qs_9h_3d","374","129","492373377084732","23020",""
"145","Qs 9h 2d","BB_FIRST","done","0145_Qs_9h_2d","375","129","487954407930374","22427",""
"146","Qs 8h 7d","BB_FIRST","done","0146_Qs_8h_7d","373","140","494188815355301","24516",""
"147","Qs 8h 6d","BB_FIRST","done","0147_Qs_8h_6d","373","140","495924532413483","24509",""
"148","Qs 8h 5d","BB_FIRST","done","0148_Qs_8h_5d","373","145","479718118906021","25029",""
"149","Qs 8h 4d","BB_FIRST","done","0149_Qs_8h_4d","375","140","499727517366409","25219",""
"150","Qs 8h 3d","BB_FIRST","done","0150_Qs_8h_3d","377","137","495759785175323","24212",""
"151","Qs 8h 2d","BB_FIRST","done","0151_Qs_8h_2d","378","140","483701884746552","25012",""
"152","Qs 7h 6d","BB_FIRST","done","0152_Qs_7h_6d","372","145","491032600402832","25635",""
"153","Qs 7h 5d","BB_FIRST","done","0153_Qs_7h_5d","372","150","477355152368546","26670",""
"154","Qs 7h 4d","BB_FIRST","done","0154_Qs_7h_4d","374","145","490732640028","25677",""
"155","Qs 7h 3d","BB_FIRST","done","0155_Qs_7h_3d","376","140","48394113779068","23979",""
"156","Qs 7h 2d","BB_FIRST","done","0156_Qs_7h_2d","377","137","49359929561615","23680",""
"157","Qs 6h 5d","BB_FIRST","done","0157_Qs_6h_5d","372","153","491121470928192","26921",""
"158","Qs 6h 4d","BB_FIRST","done","0158_Qs_6h_4d","374","160","465374857187271","27376",""
"159","Qs 6h 3d","BB_FIRST","done","0159_Qs_6h_3d","376","150","482420474290848","26175",""
"160","Qs 6h 2d","BB_FIRST","done","0160_Qs_6h_2d","377","140","484506875276565","25108",""
"161","Qs 5h 4d","BB_FIRST","done","0161_Qs_5h_4d","374","160","460398852825165","27781",""
"162","Qs 5h 3d","BB_FIRST","done","0162_Qs_5h_3d","376","160","469079881906509","27435",""
"163","Qs 5h 2d","BB_FIRST","done","0163_Qs_5h_2d","377","169","470702439546585","77971",""
"164","Qs 4h 3d","BB_FIRST","done","0164_Qs_4h_3d","378","185","467827558517456","31419",""
"165","Qs 4h 2d","BB_FIRST","done","0165_Qs_4h_2d","379","160","481369733810425","28296",""
"166","Qs 3h 2d","BB_FIRST","done","0166_Qs_3h_2d","381","150","491945087909698","27414",""
"167","Js Th 9d","BB_FIRST","done","0167_Js_Th_9d","359","120","499320447444916","71049",""
"168","Js Th 8d","BB_FIRST","done","0168_Js_Th_8d","361","120","481875151395798","22374",""
"169","Js Th 7d","BB_FIRST","done","0169_Js_Th_7d","360","129","488556087017059","22748",""
"170","Js Th 6d","BB_FIRST","done","0170_Js_Th_6d","360","120","47149658203125","21195",""
"171","Js Th 5d","BB_FIRST","done","0171_Js_Th_5d","360","121","497625529766083","71856",""
"172","Js Th 4d","BB_FIRST","done","0172_Js_Th_4d","362","121","495943576097488","22221",""
"173","Js Th 3d","BB_FIRST","done","0173_Js_Th_3d","364","120","495663553476334","21499",""
"174","Js Th 2d","BB_FIRST","done","0174_Js_Th_2d","365","120","486303687095642","21795",""
"175","Js 9h 8d","BB_FIRST","done","0175_Js_9h_8d","371","150","486221313476563","75418",""
"176","Js 9h 7d","BB_FIRST","done","0176_Js_9h_7d","370","140","49836203455925","25227",""
"177","Js 9h 6d","BB_FIRST","done","0177_Js_9h_6d","370","137","470259428024292","24973",""
"178","Js 9h 5d","BB_FIRST","done","0178_Js_9h_5d","370","137","446193009614944","23420",""
"179","Js 9h 4d","BB_FIRST","done","0179_Js_9h_4d","372","137","446770399808884","24295",""
"180","Js 9h 3d","BB_FIRST","done","0180_Js_9h_3d","374","137","471015423536301","24130",""
"181","Js 9h 2d","BB_FIRST","done","0181_Js_9h_2d","375","137","475847959518433","23629",""
"182","Js 8h 7d","BB_FIRST","done","0182_Js_8h_7d","373","145","480029344558716","25868",""
"183","Js 8h 6d","BB_FIRST","done","0183_Js_8h_6d","373","140","489176392555237","74983",""
"184","Js 8h 5d","BB_FIRST","done","0184_Js_8h_5d","373","145","494285941123962","25580",""
"185","Js 8h 4d","BB_FIRST","done","0185_Js_8h_4d","375","137","496063649654388","23750",""
"186","Js 8h 3d","BB_FIRST","done","0186_Js_8h_3d","377","140","495548278093338","74616",""
"187","Js 8h 2d","BB_FIRST","done","0187_Js_8h_2d","378","140","487827837467194","24004",""
"188","Js 7h 6d","BB_FIRST","done","0188_Js_7h_6d","372","140","495719492435455","24830",""
"189","Js 7h 5d","BB_FIRST","done","0189_Js_7h_5d","372","150","481496691703796","26161",""
"190","Js 7h 4d","BB_FIRST","done","0190_Js_7h_4d","374","145","483697563409805","26147",""
"191","Js 7h 3d","BB_FIRST","done","0191_Js_7h_3d","376","137","480185389518738","24085",""
"192","Js 7h 2d","BB_FIRST","done","0192_Js_7h_2d","377","140","495212703943253","25021",""
"193","Js 6h 5d","BB_FIRST","done","0193_Js_6h_5d","372","153","495818734169006","26118",""
"194","Js 6h 4d","BB_FIRST","done","0194_Js_6h_4d","374","160","477112889289856","27022",""
"195","Js 6h 3d","BB_FIRST","done","0195_Js_6h_3d","376","150","478977292776108","27040",""
"196","Js 6h 2d","BB_FIRST","done","0196_Js_6h_2d","377","145","478045731782913","26109",""
"197","Js 5h 4d","BB_FIRST","done","0197_Js_5h_4d","374","160","459082782268524","28093",""
"198","Js 5h 3d","BB_FIRST","done","0198_Js_5h_3d","376","160","483877867460251","28212",""
"199","Js 5h 2d","BB_FIRST","done","0199_Js_5h_2d","377","150","495511382818222","27159",""
"200","Js 4h 3d","BB_FIRST","done","0200_Js_4h_3d","378","160","474815338850021","27733",""
"201","Js 4h 2d","BB_FIRST","done","0201_Js_4h_2d","379","150","49615079164505","27441",""
"202","Js 3h 2d","BB_FIRST","done","0202_Js_3h_2d","381","150","475873529911041","26624",""
"203","Ts 9h 8d","BB_FIRST","done","0203_Ts_9h_8d","368","130","497808456420898","22965",""
"204","Ts 9h 7d","BB_FIRST","done","0204_Ts_9h_7d","367","140","491851001977921","24842",""
"205","Ts 9h 6d","BB_FIRST","done","0205_Ts_9h_6d","367","137","455131977796555","23434",""
"206","Ts 9h 5d","BB_FIRST","done","0206_Ts_9h_5d","367","129","456508308649063","22615",""
"207","Ts 9h 4d","BB_FIRST","done","0207_Ts_9h_4d","369","129","478033572435379","23851",""
"208","Ts 9h 3d","BB_FIRST","done","0208_Ts_9h_3d","371","129","496361464262009","22826",""
"209","Ts 9h 2d","BB_FIRST","done","0209_Ts_9h_2d","372","129","48755818605423","23324",""
"210","Ts 8h 7d","BB_FIRST","done","0210_Ts_8h_7d","369","150","484738767147064","25612",""
"211","Ts 8h 6d","BB_FIRST","done","0211_Ts_8h_6d","369","160","49798446893692","27577",""
"212","Ts 8h 5d","BB_FIRST","done","0212_Ts_8h_5d","369","150","48640164732933","25975",""
"213","Ts 8h 4d","BB_FIRST","done","0213_Ts_8h_4d","371","145","473099619150162","25731",""
"214","Ts 8h 3d","BB_FIRST","done","0214_Ts_8h_3d","373","145","479435503482819","25862",""
"215","Ts 8h 2d","BB_FIRST","done","0215_Ts_8h_2d","374","140","486465811729431","24531",""
"216","Ts 7h 6d","BB_FIRST","done","0216_Ts_7h_6d","368","160","497938275337219","26585",""
"217","Ts 7h 5d","BB_FIRST","done","0217_Ts_7h_5d","368","153","484637767076492","26050",""
"218","Ts 7h 4d","BB_FIRST","done","0218_Ts_7h_4d","370","150","487083941698074","26699",""
"219","Ts 7h 3d","BB_FIRST","done","0219_Ts_7h_3d","372","145","498698830604553","25575",""
"220","Ts 7h 2d","BB_FIRST","done","0220_Ts_7h_2d","373","145","481624156236649","25619",""
"221","Ts 6h 5d","BB_FIRST","done","0221_Ts_6h_5d","368","153","489071488380432","26439",""
"222","Ts 6h 4d","BB_FIRST","done","0222_Ts_6h_4d","370","160","47476464509964","27855",""
"223","Ts 6h 3d","BB_FIRST","done","0223_Ts_6h_3d","372","160","479319334030151","27780",""
"224","Ts 6h 2d","BB_FIRST","done","0224_Ts_6h_2d","373","150","470558494329453","26497",""
"225","Ts 5h 4d","BB_FIRST","done","0225_Ts_5h_4d","370","160","497506320476532","27087",""
"226","Ts 5h 3d","BB_FIRST","done","0226_Ts_5h_3d","372","169","464740663766861","30486",""
"227","Ts 5h 2d","BB_FIRST","done","0227_Ts_5h_2d","373","153","499416291713715","27363",""
"228","Ts 4h 3d","BB_FIRST","done","0228_Ts_4h_3d","374","160","461605250835419","77662",""
"229","Ts 4h 2d","BB_FIRST","done","0229_Ts_4h_2d","375","150","486751049757004","27180",""
"230","Ts 3h 2d","BB_FIRST","done","0230_Ts_3h_2d","377","150","473765879869461","27419",""
"231","9s 8h 7d","BB_FIRST","done","0231_9s_8h_7d","380","145","484156608581543","26164",""
"232","9s 8h 6d","BB_FIRST","done","0232_9s_8h_6d","380","160","477237492799759","26663",""
"233","9s 8h 5d","BB_FIRST","done","0233_9s_8h_5d","380","153","49672994017601","76532",""
"234","9s 8h 4d","BB_FIRST","done","0234_9s_8h_4d","382","145","487674355506897","25721",""
"235","9s 8h 3d","BB_FIRST","done","0235_9s_8h_3d","384","140","0,496441692113876","25478",""
"236","9s 8h 2d","BB_FIRST","done","0236_9s_8h_2d","385","140","492679417133331","24643",""
"237","9s 7h 6d","BB_FIRST","done","0237_9s_7h_6d","379","160","468963295221329","76618",""
"238","9s 7h 5d","BB_FIRST","done","0238_9s_7h_5d","379","150","481694668531418","26348",""
"239","9s 7h 4d","BB_FIRST","done","0239_9s_7h_4d","381","140","48592871427536","25650",""
"240","9s 7h 3d","BB_FIRST","done","0240_9s_7h_3d","383","137","491035223007202","25068",""
"241","9s 7h 2d","BB_FIRST","done","0241_9s_7h_2d","384","145","47171288728714","75114",""
"242","9s 6h 5d","BB_FIRST","done","0242_9s_6h_5d","379","145","485919505357742","75318",""
"243","9s 6h 4d","BB_FIRST","done","0243_9s_6h_4d","381","140","489698767662048","74951",""
"244","9s 6h 3d","BB_FIRST","done","0244_9s_6h_3d","383","140","487424671649933","25237",""
"245","9s 6h 2d","BB_FIRST","done","0245_9s_6h_2d","384","153","498517215251923","26756",""
"246","9s 5h 4d","BB_FIRST","done","0246_9s_5h_4d","381","145","479545831680298","25714",""
"247","9s 5h 3d","BB_FIRST","done","0247_9s_5h_3d","383","145","481662094593048","74723",""
"248","9s 5h 2d","BB_FIRST","done","0248_9s_5h_2d","384","150","476245850324631","26030",""
"249","9s 4h 3d","BB_FIRST","done","0249_9s_4h_3d","385","160","455302327871323","28285",""
"250","9s 4h 2d","BB_FIRST","done","0250_9s_4h_2d","386","150","48808878660202","76410",""
"251","9s 3h 2d","BB_FIRST","done","0251_9s_3h_2d","388","150","486194849014282","27525",""
"252","8s 7h 6d","BB_FIRST","done","0252_8s_7h_6d","382","160","498405784368515","76896",""
"253","8s 7h 5d","BB_FIRST","done","0253_8s_7h_5d","382","160","486503720283508","27237",""
"254","8s 7h 4d","BB_FIRST","done","0254_8s_7h_4d","384","145","487846225500107","25663",""
"255","8s 7h 3d","BB_FIRST","done","0255_8s_7h_3d","386","145","470736265182495","27263",""
"256","8s 7h 2d","BB_FIRST","done","0256_8s_7h_2d","387","145","479498356580734","75688",""
"257","8s 6h 5d","BB_FIRST","done","0257_8s_6h_5d","382","150","492261201143265","26786",""
"258","8s 6h 4d","BB_FIRST","done","0258_8s_6h_4d","384","150","496319949626923","26206",""
"259","8s 6h 3d","BB_FIRST","done","0259_8s_6h_3d","386","145","478407680988312","25641",""
"260","8s 6h 2d","BB_FIRST","done","0260_8s_6h_2d","387","145","492926090955734","26287",""
"261","8s 5h 4d","BB_FIRST","done","0261_8s_5h_4d","384","150","494283199310303","26280",""
"262","8s 5h 3d","BB_FIRST","done","0262_8s_5h_3d","386","145","48466357588768","25647",""
"263","8s 5h 2d","BB_FIRST","done","0263_8s_5h_2d","387","145","499611765146255","75285",""
"264","8s 4h 3d","BB_FIRST","done","0264_8s_4h_3d","388","150","478741258382797","26871",""
"265","8s 4h 2d","BB_FIRST","done","0265_8s_4h_2d","389","150","480399787425995","26556",""
"266","8s 3h 2d","BB_FIRST","done","0266_8s_3h_2d","391","160","469390243291855","77301",""
"267","7s 6h 5d","BB_FIRST","done","0267_7s_6h_5d","381","150","485055416822433","75779",""
"268","7s 6h 4d","BB_FIRST","done","0268_7s_6h_4d","383","160","464905202388763","27007",""
"269","7s 6h 3d","BB_FIRST","done","0269_7s_6h_3d","385","145","475705683231354","25617",""
"270","7s 6h 2d","BB_FIRST","done","0270_7s_6h_2d","386","145","499445289373398","76086",""
"271","7s 5h 4d","BB_FIRST","done","0271_7s_5h_4d","383","145","475931823253632","25771",""
"272","7s 5h 3d","BB_FIRST","done","0272_7s_5h_3d","385","145","487062275409698","75613",""
"273","7s 5h 2d","BB_FIRST","done","0273_7s_5h_2d","386","150","486169278621674","26290",""
"274","7s 4h 3d","BB_FIRST","done","0274_7s_4h_3d","387","150","476560801267624","27286",""
"275","7s 4h 2d","BB_FIRST","done","0275_7s_4h_2d","388","150","499594449996948","76320",""
"276","7s 3h 2d","BB_FIRST","done","0276_7s_3h_2d","390","145","498926877975464","76052",""
"277","6s 5h 4d","BB_FIRST","done","0277_6s_5h_4d","383","153","497120529413223","26682",""
"278","6s 5h 3d","BB_FIRST","done","0278_6s_5h_3d","385","153","490628600120544","26883",""
"279","6s 5h 2d","BB_FIRST","done","0279_6s_5h_2d","386","150","49014687538147","26720",""
"280","6s 4h 3d","BB_FIRST","done","0280_6s_4h_3d","387","160","495162665843964","27643",""
"281","6s 4h 2d","BB_FIRST","done","0281_6s_4h_2d","388","160","472730815410614","28289",""
