"board","board_index","decision_node","acting_player","combo","reach_probability","check_frequency","donk_frequency","ev_check","ev_donk","mixed_ev"
"As Kh Qd","1","BB_FIRST","BB","2c2d","172.5","1","0","0.72831","-2.859987","0.72831"
"As Kh Qd","1","BB_FIRST","BB","2c2h","172.5","1","0","0.723194","-2.861284","0.723194"
"As Kh Qd","1","BB_FIRST","BB","2c2s","173.278","1","0","0.726345","-2.935186","0.726345"
"As Kh Qd","1","BB_FIRST","BB","2c3c","22.3842","1","0","0.207674","-5.153343","0.207674"
"As Kh Qd","1","BB_FIRST","BB","2c4c","90.0022","1","0","0.198814","-5.254726","0.198814"
"As Kh Qd","1","BB_FIRST","BB","2c5c","94.2341","1","0","0.192291","-5.59201","0.192291"
"As Kh Qd","1","BB_FIRST","BB","2cKc","81.3405","1","0","1.3351","-2.18751","1.3351"
"As Kh Qd","1","BB_FIRST","BB","2cAc","138.66","0.999381","0.000619","7.44911","4.05515","7.44700913876"
"As Kh Qd","1","BB_FIRST","BB","2d2h","172.5","1","0","0.744167","-2.627707","0.744167"
"As Kh Qd","1","BB_FIRST","BB","2d2s","173.278","1","0","0.741112","-2.701256","0.741112"
"As Kh Qd","1","BB_FIRST","BB","2d3d","22.3842","1","0","0.432817","-3.8864","0.432817"
"As Kh Qd","1","BB_FIRST","BB","2d4d","90.0022","1","0","0.415358","-3.994789","0.415358"
"As Kh Qd","1","BB_FIRST","BB","2d5d","94.2341","1","0","0.409569","-4.229668","0.409569"
"As Kh Qd","1","BB_FIRST","BB","2dKd","81.3405","1","0","2.0473","0.194918","2.0473"
"As Kh Qd","1","BB_FIRST","BB","2dAd","138.66","0.997149","0.002851","14.9599","13.0426","14.954433777699998"
"As Kh Qd","1","BB_FIRST","BB","2h2s","173.278","1","0","0.735609","-2.705423","0.735609"
"As Kh Qd","1","BB_FIRST","BB","2h3h","22.3842","1","0","0.46936","-3.688854","0.46936"
"As Kh Qd","1","BB_FIRST","BB","2h4h","90.0022","1","0","0.45401","-3.814661","0.45401"
"As Kh Qd","1","BB_FIRST","BB","2h5h","94.4969","1","0","0.446882","-3.969767","0.446882"
"As Kh Qd","1","BB_FIRST","BB","2hAh","138.66","0.998375","0.001625","15.0125","12.5606","15.0085156625"
"As Kh Qd","1","BB_FIRST","BB","2s3s","22.6153","1","0","0.455185","-3.771297","0.455185"
"As Kh Qd","1","BB_FIRST","BB","2s4s","90.9339","1","0","0.44997","-3.851454","0.44997"
"As Kh Qd","1","BB_FIRST","BB","2s5s","95.2156","1","0","0.448584","-4.045681","0.448584"
"As Kh Qd","1","BB_FIRST","BB","2sKs","81.745","1","0","3.18282","0.944288","3.18282"
"As Kh Qd","1","BB_FIRST","BB","3c3d","171.996","1","0","0.726505","-2.915642","0.726505"
"As Kh Qd","1","BB_FIRST","BB","3c3h","171.996","1","0","0.721804","-2.922634","0.721804"
"As Kh Qd","1","BB_FIRST","BB","3c3s","172.996","1","0","0.723497","-3.002096","0.723497"
"As Kh Qd","1","BB_FIRST","BB","3c4c","159.154","1","0","0.193686","-5.312614","0.193686"
"As Kh Qd","1","BB_FIRST","BB","3c5c","144.206","1","0","0.188959","-5.642754","0.188959"
"As Kh Qd","1","BB_FIRST","BB","3c6c","95.4593","1","0","0.095522","-6.453571","0.095522"
"As Kh Qd","1","BB_FIRST","BB","3cKc","96.1983","1","0","1.33064","-2.289812","1.33064"
"As Kh Qd","1","BB_FIRST","BB","3cAc","118.178","0.999345","0.000655","7.54941","4.09536","7.54714759725"
"As Kh Qd","1","BB_FIRST","BB","3d3h","171.996","1","0","0.743525","-2.631023","0.743525"
"As Kh Qd","1","BB_FIRST","BB","3d3s","172.996","1","0","0.741434","-2.712572","0.741434"
"As Kh Qd","1","BB_FIRST","BB","3d4d","159.154","1","0","0.403236","-3.97537","0.403236"
"As Kh Qd","1","BB_FIRST","BB","3d5d","144.206","1","0","0.400381","-4.208817","0.400381"
"As Kh Qd","1","BB_FIRST","BB","3d6d","95.4593","1","0","0.287621","-5.123081","0.287621"
"As Kh Qd","1","BB_FIRST","BB","3dKd","96.1983","0.999988","1.2E-05","2.00294","0.207458","2.002918454216"
"As Kh Qd","1","BB_FIRST","BB","3dAd","118.178","0.997592","0.002408","15.0688","13.1179","15.0641022328"
"As Kh Qd","1","BB_FIRST","BB","3h3s","172.996","1","0","0.736254","-2.722898","0.736254"
"As Kh Qd","1","BB_FIRST","BB","3h4h","159.154","1","0","0.440426","-3.793137","0.440426"
"As Kh Qd","1","BB_FIRST","BB","3h5h","144.608","1","0","0.435555","-3.940073","0.435555"
"As Kh Qd","1","BB_FIRST","BB","3h6h","95.6905","1","0","0.317568","-4.863831","0.317568"
"As Kh Qd","1","BB_FIRST","BB","3hAh","118.178","0.998456","0.001544","15.1316","12.6075","15.1277027896"
"As Kh Qd","1","BB_FIRST","BB","3s4s","161.01","1","0","0.441961","-3.859968","0.441961"
"As Kh Qd","1","BB_FIRST","BB","3s5s","145.898","1","0","0.442432","-4.055197","0.442432"
"As Kh Qd","1","BB_FIRST","BB","3s6s","96.5873","1","0","0.316402","-5.033497","0.316402"
"As Kh Qd","1","BB_FIRST","BB","3sKs","96.8143","1","0","3.08439","0.878695","3.08439"
"As Kh Qd","1","BB_FIRST","BB","4c4d","170.517","1","0","0.720732","-3.15033","0.720732"
"As Kh Qd","1","BB_FIRST","BB","4c4h","170.517","1","0","0.714252","-3.160753","0.714252"
"As Kh Qd","1","BB_FIRST","BB","4c4s","171.513","1","0","0.712866","-3.241087","0.712866"
"As Kh Qd","1","BB_FIRST","BB","4c5c","115.111","1","0","0.187265","-5.672379","0.187265"
"As Kh Qd","1","BB_FIRST","BB","4c6c","134.387","1","0","0.095158","-6.598289","0.095158"
"As Kh Qd","1","BB_FIRST","BB","4c7c","100.115","1","0","0.09483","-6.93985","0.09483"
"As Kh Qd","1","BB_FIRST","BB","4cQc","20.7831","1","0","1.13378","-1.998112","1.13378"
"As Kh Qd","1","BB_FIRST","BB","4cKc","128.33","1","0","1.29676","-2.438276","1.29676"
"As Kh Qd","1","BB_FIRST","BB","4cAc","97.1533","0.99943","0.00057","7.47518","4.05938","7.473232994"
"As Kh Qd","1","BB_FIRST","BB","4d4h","170.517","1","0","0.73889","-2.857838","0.73889"
"As Kh Qd","1","BB_FIRST","BB","4d4s","171.513","1","0","0.736822","-2.93951","0.736822"
"As Kh Qd","1","BB_FIRST","BB","4d5d","115.111","1","0","0.391592","-4.244638","0.391592"
"As Kh Qd","1","BB_FIRST","BB","4d6d","134.387","1","0","0.279436","-5.266212","0.279436"
"As Kh Qd","1","BB_FIRST","BB","4d7d","100.115","1","0","0.281927","-5.616173","0.281927"
"As Kh Qd","1","BB_FIRST","BB","4dKd","128.33","0.999991","9E-06","1.87413","0.057205","1.874113647675"
"As Kh Qd","1","BB_FIRST","BB","4dAd","97.1533","0.99733","0.00267","14.9518","13.0975","14.946849019"
"As Kh Qd","1","BB_FIRST","BB","4h4s","171.513","1","0","0.729902","-2.951195","0.729902"
"As Kh Qd","1","BB_FIRST","BB","4h5h","115.432","1","0","0.427971","-4.003885","0.427971"
"As Kh Qd","1","BB_FIRST","BB","4h6h","134.713","1","0","0.310883","-5.009315","0.310883"
"As Kh Qd","1","BB_FIRST","BB","4h7h","100.262","1","0","0.318398","-5.397808","0.318398"
"As Kh Qd","1","BB_FIRST","BB","4hQh","20.7831","0.999429","0.000571","2.18806","0.445503","2.187064999953"
"As Kh Qd","1","BB_FIRST","BB","4hAh","97.1533","0.998444","0.001556","14.9872","12.5832","14.983459376"
"As Kh Qd","1","BB_FIRST","BB","4s5s","116.463","1","0","0.439083","-4.070292","0.439083"
"As Kh Qd","1","BB_FIRST","BB","4s6s","135.979","1","0","0.315943","-5.154278","0.315943"
"As Kh Qd","1","BB_FIRST","BB","4s7s","101.307","1","0","0.317629","-5.526375","0.317629"
"As Kh Qd","1","BB_FIRST","BB","4sQs","20.9131","0.998146","0.001854","1.99744","0.524296","1.994708791024"
"As Kh Qd","1","BB_FIRST","BB","4sKs","129.154","0.999988","1.2E-05","2.78881","0.747606","2.7887855055519997"
"As Kh Qd","1","BB_FIRST","BB","5c5d","162.445","1","0","0.708591","-3.711851","0.708591"
"As Kh Qd","1","BB_FIRST","BB","5c5h","162.902","1","0","0.705235","-3.654165","0.705235"
"As Kh Qd","1","BB_FIRST","BB","5c5s","163.405","1","0","0.705057","-3.768597","0.705057"
"As Kh Qd","1","BB_FIRST","BB","5c6c","111.242","1","0","0.092808","-6.874752","0.092808"
"As Kh Qd","1","BB_FIRST","BB","5c7c","138.887","1","0","0.093372","-7.308636","0.093372"
"As Kh Qd","1","BB_FIRST","BB","5c8c","124.493","1","0","0.088264","-7.490524","0.088264"
"As Kh Qd","1","BB_FIRST","BB","5c9c","16.4446","1","0","0.08956","-7.879715","0.08956"
"As Kh Qd","1","BB_FIRST","BB","5cQc","69.2473","1","0","1.062","-2.389904","1.062"
"As Kh Qd","1","BB_FIRST","BB","5cKc","129.412","1","0","1.2366","-2.661922","1.2366"
"As Kh Qd","1","BB_FIRST","BB","5cAc","91.7113","0.999583","0.000417","7.50622","3.91776","7.5047236121799994"
"As Kh Qd","1","BB_FIRST","BB","5d5h","162.902","1","0","0.725983","-3.253683","0.725983"
"As Kh Qd","1","BB_FIRST","BB","5d5s","163.405","1","0","0.726091","-3.373636","0.726091"
"As Kh Qd","1","BB_FIRST","BB","5d6d","111.242","1","0","0.28441","-5.434032","0.28441"
"As Kh Qd","1","BB_FIRST","BB","5d7d","138.887","1","0","0.283739","-5.873413","0.283739"
"As Kh Qd","1","BB_FIRST","BB","5d8d","124.493","1","0","0.294178","-5.903461","0.294178"
"As Kh Qd","1","BB_FIRST","BB","5d9d","16.5446","1","0","0.295727","-5.733692","0.295727"
"As Kh Qd","1","BB_FIRST","BB","5dKd","129.412","1","0","1.79126","-0.149868","1.79126"
"As Kh Qd","1","BB_FIRST","BB","5dAd","91.7113","0.999362","0.000638","14.809","12.9283","14.8078001134"
"As Kh Qd","1","BB_FIRST","BB","5h5s","163.862","1","0","0.725029","-3.318367","0.725029"
"As Kh Qd","1","BB_FIRST","BB","5h6h","111.829","1","0","0.309164","-5.105278","0.309164"
"As Kh Qd","1","BB_FIRST","BB","5h7h","139.488","1","0","0.313601","-5.579769","0.313601"
"As Kh Qd","1","BB_FIRST","BB","5h8h","125.516","1","0","0.315325","-5.523937","0.315325"
"As Kh Qd","1","BB_FIRST","BB","5h9h","16.5922","1","0","0.329359","-5.440487","0.329359"
"As Kh Qd","1","BB_FIRST","BB","5hQh","69.4548","0.99914","0.00086","1.74025","0.23703","1.7389572308"
"As Kh Qd","1","BB_FIRST","BB","5hAh","92.0045","0.998742","0.001258","15.0255","12.592","15.022438657"
"As Kh Qd","1","BB_FIRST","BB","5s6s","112.566","1","0","0.320574","-5.277508","0.320574"
"As Kh Qd","1","BB_FIRST","BB","5s7s","140.551","1","0","0.321554","-5.731991","0.321554"
"As Kh Qd","1","BB_FIRST","BB","5s8s","125.989","1","0","0.332237","-5.70034","0.332237"
"As Kh Qd","1","BB_FIRST","BB","5s9s","16.6446","1","0","0.350792","-5.585957","0.350792"
"As Kh Qd","1","BB_FIRST","BB","5sQs","69.6833","0.998251","0.001749","1.65161","0.28072","1.64921231339"
"As Kh Qd","1","BB_FIRST","BB","5sKs","130.246","0.999987","1.3E-05","2.53868","0.527266","2.5386538516179997"
"As Kh Qd","1","BB_FIRST","BB","6c6d","153.179","1","0","0.699041","-4.350851","0.699041"
"As Kh Qd","1","BB_FIRST","BB","6c6h","153.555","1","0","0.698687","-4.302811","0.698687"
"As Kh Qd","1","BB_FIRST","BB","6c6s","154.095","1","0","0.69775","-4.416925","0.69775"
"As Kh Qd","1","BB_FIRST","BB","6c7c","120.184","1","0","0.093727","-7.622093","0.093727"
"As Kh Qd","1","BB_FIRST","BB","6c8c","147.719","1","0","0.089239","-7.900002","0.089239"
"As Kh Qd","1","BB_FIRST","BB","6c9c","163.244","1","0","0.089737","-8.307602","0.089737"
"As Kh Qd","1","BB_FIRST","BB","6cTc","15.6747","1","0","1.04886","-2.543005","1.04886"
"As Kh Qd","1","BB_FIRST","BB","6cQc","91.1055","1","0","1.06486","-2.771082","1.06486"
"As Kh Qd","1","BB_FIRST","BB","6cKc","128.354","1","0","1.18932","-3.100451","1.18932"
"As Kh Qd","1","BB_FIRST","BB","6cAc","112.532","0.99977799999999994","0.000222","7.37522","3.65455","7.3743940112599988"
"As Kh Qd","1","BB_FIRST","BB","6d6h","153.555","1","0","0.716675","-3.913149","0.716675"
"As Kh Qd","1","BB_FIRST","BB","6d6s","154.095","1","0","0.717039","-4.034454","0.717039"
"As Kh Qd","1","BB_FIRST","BB","6d7d","120.184","1","0","0.284878","-6.208221","0.284878"
"As Kh Qd","1","BB_FIRST","BB","6d8d","147.719","1","0","0.294224","-6.329651","0.294224"
"As Kh Qd","1","BB_FIRST","BB","6d9d","164.244","1","0","0.294121","-6.176918","0.294121"
"As Kh Qd","1","BB_FIRST","BB","6dTd","15.7672","0.99997","3E-05","1.37046","-0.913233","1.37039148921"
"As Kh Qd","1","BB_FIRST","BB","6dKd","128.354","1","0","1.67935","-0.548706","1.67935"
"As Kh Qd","1","BB_FIRST","BB","6dAd","112.532","0.999643","0.000357","14.5882","12.8077","14.5875643615"
"As Kh Qd","1","BB_FIRST","BB","6h6s","154.471","1","0","0.71596","-3.988821","0.71596"
"As Kh Qd","1","BB_FIRST","BB","6h7h","120.659","1","0","0.314146","-5.908295","0.314146"
"As Kh Qd","1","BB_FIRST","BB","6h8h","148.883","1","0","0.313911","-5.940277","0.313911"
"As Kh Qd","1","BB_FIRST","BB","6h9h","164.654","1","0","0.325909","-5.876595","0.325909"
"As Kh Qd","1","BB_FIRST","BB","6hTh","15.7821","0.999941","5.9E-05","1.42568","-0.828651","1.4255469944710002"
"As Kh Qd","1","BB_FIRST","BB","6hQh","91.3425","0.999935","6.5E-05","1.54904","-0.118122","1.54893163447"
"As Kh Qd","1","BB_FIRST","BB","6hAh","112.845","0.999086","0.000914","14.7671","12.3882","14.7649256854"
"As Kh Qd","1","BB_FIRST","BB","6s7s","121.632","1","0","0.319656","-6.077374","0.319656"
"As Kh Qd","1","BB_FIRST","BB","6s8s","149.507","1","0","0.330385","-6.137669","0.330385"
"As Kh Qd","1","BB_FIRST","BB","6s9s","165.244","1","0","0.345104","-6.046051","0.345104"
"As Kh Qd","1","BB_FIRST","BB","6sTs","15.7727","0.999772","0.000228","1.48168","-0.864609","1.4811450461080002"
"As Kh Qd","1","BB_FIRST","BB","6sQs","91.6835","0.999675","0.000325","1.52581","-0.074183","1.525290002275"
"As Kh Qd","1","BB_FIRST","BB","6sKs","129.188","1","0","2.19998","0.130157","2.19998"
"As Kh Qd","1","BB_FIRST","BB","7c7d","157.254","1","0","0.691877","-4.868805","0.691877"
"As Kh Qd","1","BB_FIRST","BB","7c7h","157.487","1","0","0.691164","-4.836525","0.691164"
"As Kh Qd","1","BB_FIRST","BB","7c7s","158.202","1","0","0.693604","-4.954266","0.693604"
"As Kh Qd","1","BB_FIRST","BB","7c8c","127.725","1","0","0.089159","-8.180264","0.089159"
"As Kh Qd","1","BB_FIRST","BB","7c9c","152.975","1","0","0.090328","-8.665886","0.090328"
"As Kh Qd","1","BB_FIRST","BB","7cTc","156.55","1","0","1.04477","-2.851074","1.04477"
"As Kh Qd","1","BB_FIRST","BB","7cJc","16.0313","1","0","1.04341","-2.680304","1.04341"
"As Kh Qd","1","BB_FIRST","BB","7cQc","95.0038","1","0","1.09311","-3.069979","1.09311"
"As Kh Qd","1","BB_FIRST","BB","7cKc","131.789","1","0","1.1893","-3.467978","1.1893"
"As Kh Qd","1","BB_FIRST","BB","7cAc","117.17","1","0","7.48893","3.71618","7.48893"
"As Kh Qd","1","BB_FIRST","BB","7d7h","157.487","1","0","0.706757","-4.486181","0.706757"
"As Kh Qd","1","BB_FIRST","BB","7d7s","158.202","1","0","0.709738","-4.591908","0.709738"
"As Kh Qd","1","BB_FIRST","BB","7d8d","127.725","1","0","0.292719","-6.624046","0.292719"
"As Kh Qd","1","BB_FIRST","BB","7d9d","153.917","1","0","0.292255","-6.525913","0.292255"
"As Kh Qd","1","BB_FIRST","BB","7dTd","157.479","1","0","1.30141","-1.237282","1.30141"
"As Kh Qd","1","BB_FIRST","BB","7dJd","16.0766","1","0","1.30124","-1.0308","1.30124"
"As Kh Qd","1","BB_FIRST","BB","7dKd","131.789","1","0","1.62512","-0.85849","1.62512"
"As Kh Qd","1","BB_FIRST","BB","7dAd","117.17","0.999698","0.000302","14.7264","12.8871","14.7258445314"
"As Kh Qd","1","BB_FIRST","BB","7h7s","158.435","1","0","0.708303","-4.568237","0.708303"
"As Kh Qd","1","BB_FIRST","BB","7h8h","128.608","1","0","0.318329","-6.274567","0.318329"
"As Kh Qd","1","BB_FIRST","BB","7h9h","154.149","1","0","0.325432","-6.263603","0.325432"
"As Kh Qd","1","BB_FIRST","BB","7hTh","157.468","1","0","1.33208","-1.19499","1.33208"
"As Kh Qd","1","BB_FIRST","BB","7hJh","16.0564","1","0","1.34484","-0.792162","1.34484"
"As Kh Qd","1","BB_FIRST","BB","7hQh","95.1529","1","0","1.53909","-0.469143","1.53909"
"As Kh Qd","1","BB_FIRST","BB","7hAh","117.367","0.999258","0.000742","14.8483","12.403","14.8464855874"
"As Kh Qd","1","BB_FIRST","BB","7s8s","129.277","1","0","0.325224","-6.450619","0.325224"
"As Kh Qd","1","BB_FIRST","BB","7s9s","154.859","1","0","0.337658","-6.405224","0.337658"
"As Kh Qd","1","BB_FIRST","BB","7sTs","157.534","0.999925","7.5E-05","1.35411","-1.224131","1.3539166319249998"
"As Kh Qd","1","BB_FIRST","BB","7sJs","16.1333","0.999896","0.000105","1.37652","-0.737219","1.376299433925"
"As Kh Qd","1","BB_FIRST","BB","7sQs","95.6098","0.999998","2E-06","1.52084","-0.392794","1.520836172732"
"As Kh Qd","1","BB_FIRST","BB","7sKs","132.651","1","0","2.09735","-0.162556","2.09735"
"As Kh Qd","1","BB_FIRST","BB","8c8d","152.353","1","0","0.675446","-5.077553","0.675446"
"As Kh Qd","1","BB_FIRST","BB","8c8h","153.177","1","0","0.676889","-4.958904","0.676889"
"As Kh Qd","1","BB_FIRST","BB","8c8s","153.277","1","0","0.680052","-5.133209","0.680052"
"As Kh Qd","1","BB_FIRST","BB","8c9c","147.433","1","0","0.084301","-8.808762","0.084301"
"As Kh Qd","1","BB_FIRST","BB","8cTc","134.81","1","0","1.04132","-3.037941","1.04132"
"As Kh Qd","1","BB_FIRST","BB","8cJc","142.258","1","0","1.0233","-2.891281","1.0233"
"As Kh Qd","1","BB_FIRST","BB","8cQc","129.707","1","0","1.04804","-3.31678","1.04804"
"As Kh Qd","1","BB_FIRST","BB","8cKc","144.16","1","0","1.23125","-3.410498","1.23125"
"As Kh Qd","1","BB_FIRST","BB","8cAc","114.432","1","0","8.21862","4.40184","8.21862"
"As Kh Qd","1","BB_FIRST","BB","8d8h","153.177","1","0","0.68639","-4.478449","0.68639"
"As Kh Qd","1","BB_FIRST","BB","8d8s","153.277","1","0","0.688292","-4.649071","0.688292"
"As Kh Qd","1","BB_FIRST","BB","8d9d","148.343","1","0","0.304506","-6.502148","0.304506"
"As Kh Qd","1","BB_FIRST","BB","8dTd","135.612","1","0","1.30834","-1.193726","1.30834"
"As Kh Qd","1","BB_FIRST","BB","8dJd","142.661","1","0","1.28745","-0.970568","1.28745"
"As Kh Qd","1","BB_FIRST","BB","8dKd","144.16","1","0","1.68065","-0.836939","1.68065"
"As Kh Qd","1","BB_FIRST","BB","8dAd","114.432","0.999638","0.000362","15.4635","13.3892","15.4627491034"
"As Kh Qd","1","BB_FIRST","BB","8h8s","154.101","1","0","0.691229","-4.545391","0.691229"
"As Kh Qd","1","BB_FIRST","BB","8h9h","149.154","1","0","0.323229","-6.184235","0.323229"
"As Kh Qd","1","BB_FIRST","BB","8hTh","136.151","1","0","1.32946","-1.171551","1.32946"
"As Kh Qd","1","BB_FIRST","BB","8hJh","143.068","1","0","1.32171","-0.792238","1.32171"
"As Kh Qd","1","BB_FIRST","BB","8hQh","130.448","0.999994","6E-06","1.48664","-0.483763","1.486628177582"
"As Kh Qd","1","BB_FIRST","BB","8hAh","115.129","0.999061","0.000939","15.8735","13.1977","15.8709874238"
"As Kh Qd","1","BB_FIRST","BB","8s9s","149.253","1","0","0.34866","-6.333977","0.34866"
"As Kh Qd","1","BB_FIRST","BB","8sTs","135.66","0.999936","6.4E-05","1.34684","-1.171413","1.346678831808"
"As Kh Qd","1","BB_FIRST","BB","8sJs","143.166","0.99992","8E-05","1.34297","-0.818642","1.34279707104"
"As Kh Qd","1","BB_FIRST","BB","8sQs","130.537","0.999991","9E-06","1.47092","-0.423431","1.470902950841"
"As Kh Qd","1","BB_FIRST","BB","8sKs","145.102","1","0","2.14797","-0.167458","2.14797"
"As Kh Qd","1","BB_FIRST","BB","9c9d","150.898","1","0","0.702925","-5.359936","0.702925"
"As Kh Qd","1","BB_FIRST","BB","9c9h","150.898","1","0","0.703533","-5.346237","0.703533"
"As Kh Qd","1","BB_FIRST","BB","9c9s","150.898","1","0","0.698818","-5.468006","0.698818"
"As Kh Qd","1","BB_FIRST","BB","9cTc","123.701","1","0","1.06446","-3.36795","1.06446"
"As Kh Qd","1","BB_FIRST","BB","9cTd","5.98705","1","0","1.08374","-3.129519","1.08374"
"As Kh Qd","1","BB_FIRST","BB","9cTh","5.97725","1","0","1.08234","-3.091143","1.08234"
"As Kh Qd","1","BB_FIRST","BB","9cTs","5.95118","1","0","1.08569","-3.097782","1.08569"
"As Kh Qd","1","BB_FIRST","BB","9cJc","131.138","1","0","1.04969","-3.215502","1.04969"
"As Kh Qd","1","BB_FIRST","BB","9cQc","114.29","1","0","1.088","-3.383265","1.088"
"As Kh Qd","1","BB_FIRST","BB","9cKc","140.575","1","0","1.33785","-3.761566","1.33785"
"As Kh Qd","1","BB_FIRST","BB","9cAc","140.591","1","0","8.86064","5.2504","8.86064"
"As Kh Qd","1","BB_FIRST","BB","9d9h","151.83","1","0","0.708708","-4.352615","0.708708"
"As Kh Qd","1","BB_FIRST","BB","9d9s","151.83","1","0","0.698864","-4.460527","0.698864"
"As Kh Qd","1","BB_FIRST","BB","9dTc","5.98918","1","0","1.06481","-2.430857","1.06481"
"As Kh Qd","1","BB_FIRST","BB","9dTd","125.229","0.999999","1E-06","1.33084","-1.038956","1.330837630204"
"As Kh Qd","1","BB_FIRST","BB","9dTh","6.01525","1","0","1.0769","-2.135244","1.0769"
"As Kh Qd","1","BB_FIRST","BB","9dTs","5.98918","1","0","1.08286","-2.136452","1.08286"
"As Kh Qd","1","BB_FIRST","BB","9dJd","132.36","1","0","1.30786","-0.731682","1.30786"
"As Kh Qd","1","BB_FIRST","BB","9dKd","141.505","1","0","1.82183","-0.678783","1.82183"
"As Kh Qd","1","BB_FIRST","BB","9dAd","141.565","0.999354","0.000646","16.1636","13.8703","16.162118528199997"
"As Kh Qd","1","BB_FIRST","BB","9h9s","151.83","1","0","0.701088","-4.441652","0.701088"
"As Kh Qd","1","BB_FIRST","BB","9hTc","5.98918","1","0","1.07209","-2.392378","1.07209"
"As Kh Qd","1","BB_FIRST","BB","9hTd","6.02505","1","0","1.08467","-2.14123","1.08467"
"As Kh Qd","1","BB_FIRST","BB","9hTh","125.026","1","0","1.36098","-1.009714","1.36098"
"As Kh Qd","1","BB_FIRST","BB","9hTs","5.98918","1","0","1.0942","-2.099989","1.0942"
"As Kh Qd","1","BB_FIRST","BB","9hJh","131.984","1","0","1.35016","-0.626881","1.35016"
"As Kh Qd","1","BB_FIRST","BB","9hQh","115.026","1","0","1.5249","-0.361952","1.5249"
"As Kh Qd","1","BB_FIRST","BB","9hAh","141.565","0.998928","0.001072","16.3554","13.386","16.3522168032"
"As Kh Qd","1","BB_FIRST","BB","9sTc","5.98918","1","0","1.05898","-2.539442","1.05898"
"As Kh Qd","1","BB_FIRST","BB","9sTd","6.02505","1","0","1.07343","-2.281897","1.07343"
"As Kh Qd","1","BB_FIRST","BB","9sTh","6.01525","1","0","1.07092","-2.24597","1.07092"
"As Kh Qd","1","BB_FIRST","BB","9sTs","124.487","0.99995","5E-05","1.35925","-1.041553","1.3591299598500002"
"As Kh Qd","1","BB_FIRST","BB","9sJs","131.984","0.999989","1.1E-05","1.34078","-0.767792","1.3407568057080002"
"As Kh Qd","1","BB_FIRST","BB","9sQs","115.026","0.999995","5E-06","1.49573","-0.42515","1.4957203956"
"As Kh Qd","1","BB_FIRST","BB","9sKs","141.505","1","0","2.12956","0.003595","2.12956"
"As Kh Qd","1","BB_FIRST","BB","TcTd","123.894","0.983419","0.016581","1.69267","0.477072","1.672514169562"
"As Kh Qd","1","BB_FIRST","BB","TcTh","123.688","0.985631","0.014369","1.7686","0.53829","1.75092167561"
"As Kh Qd","1","BB_FIRST","BB","TcTs","123.141","0.979056","0.020944","1.64561","0.529558","1.6222354069120002"
"As Kh Qd","1","BB_FIRST","BB","TcJc","109.413","0.994452","0.005548","155.248","153.453","155.23804134"
"As Kh Qd","1","BB_FIRST","BB","TcJd","48.5856","0.992073","0.007927","157.763","155.565","157.745576454"
"As Kh Qd","1","BB_FIRST","BB","TcJh","48.4435","0.992347","0.007653","157.853","155.649","157.836132788"
"As Kh Qd","1","BB_FIRST","BB","TcJs","48.4435","0.993592","0.006408","157.446","155.329","157.432434264"
"As Kh Qd","1","BB_FIRST","BB","TcQc","77.2099","0.99985","0.00015","4.55346","2.19716","4.553106555"
"As Kh Qd","1","BB_FIRST","BB","TcQh","51.355","0.999847","0.000153","4.93389","2.19034","4.93347023685"
"As Kh Qd","1","BB_FIRST","BB","TcQs","51.355","0.999858","0.000142","4.8973699999999996","2.18477","4.8969848107999994"
"As Kh Qd","1","BB_FIRST","BB","TcKc","94.9248","0.997897","0.002103","7.56588","4.99452","7.5604724299200008"
"As Kh Qd","1","BB_FIRST","BB","TcKd","25.0192","0.999492","0.000508","7.93662","5.43486","7.93534910592"
"As Kh Qd","1","BB_FIRST","BB","TcKs","25.0192","0.999308","0.000692","7.99984","5.60397","7.99818205796"
"As Kh Qd","1","BB_FIRST","BB","TcAc","81.8067","0.999079","0.000921","27.2198","25.0417","27.2177939699"
"As Kh Qd","1","BB_FIRST","BB","TcAd","132.865","0.999867","0.000133","28.4397","25.7039","28.4393361386"
"As Kh Qd","1","BB_FIRST","BB","TcAh","132.865","0.999774","0.000226","28.3936","25.9449","28.3930465938"
"As Kh Qd","1","BB_FIRST","BB","TdTh","124.442","0.989248","0.010752","2.0623","0.771727","2.048423759104"
"As Kh Qd","1","BB_FIRST","BB","TdTs","123.894","0.982421","0.017579","1.90015","0.789553","1.880626815337"
"As Kh Qd","1","BB_FIRST","BB","TdJc","48.7456","0.990902","0.009098","157.759","155.429","157.73780165999997"
"As Kh Qd","1","BB_FIRST","BB","TdJd","110.41","0.99395","0.00605","158.83","156.518","158.8160124"
"As Kh Qd","1","BB_FIRST","BB","TdJh","48.7456","0.993335","0.006665","159.327","156.711","159.30956436"
"As Kh Qd","1","BB_FIRST","BB","TdJs","48.7456","0.99294","0.00706","158.934","156.319","158.9155381"
"As Kh Qd","1","BB_FIRST","BB","TdQc","51.6759","0.999849","0.000151","4.75138","2.46037","4.75103405749"
"As Kh Qd","1","BB_FIRST","BB","TdQh","51.6759","0.999776","0.000224","5.11816","2.94434","5.11767306432"
"As Kh Qd","1","BB_FIRST","BB","TdQs","51.6759","0.999743","0.000257","5.07599","3.02755","5.07546355092"
"As Kh Qd","1","BB_FIRST","BB","TdKc","25.1797","0.997525","0.002475","7.88701","5.51334","7.88113516675"
