"board","board_index","decision_node","acting_player","combo","reach_probability","check_frequency","donk_frequency","ev_check","ev_donk","mixed_ev"
"Ks 4h 3d","119","BB_FIRST","BB","JdQd","21.9943","0.598548","0.401452","5.71401","5.85213","5.7694585502399995"
"Ks 4h 3d","119","BB_FIRST","BB","JdQh","105.317","1","0","3.71046","2.3592","3.71046"
"Ks 4h 3d","119","BB_FIRST","BB","JdQs","105.317","1","0","3.7627","2.64979","3.7627"
"Ks 4h 3d","119","BB_FIRST","BB","JdKc","152.283","0.946999","0.053001","46.9502","46.7318","46.9386245816"
"Ks 4h 3d","119","BB_FIRST","BB","JdKd","42.6391","0.594116","0.405884","51.5076","51.6082","51.5484319304"
"Ks 4h 3d","119","BB_FIRST","BB","JdKh","152.283","0.999998","2E-06","47.5932","47.4584","47.593199730400009"
"Ks 4h 3d","119","BB_FIRST","BB","JdAc","170.621","0.999999","2E-06","5.33647","4.2714","5.33647320633"
"Ks 4h 3d","119","BB_FIRST","BB","JdAd","96.3793","0.999806","0.000194","10.3491","8.86502","10.34881208848"
"Ks 4h 3d","119","BB_FIRST","BB","JdAh","171.611","0.995172","0.004828","5.62069","4.30625","5.61434388368"
"Ks 4h 3d","119","BB_FIRST","BB","JdAs","170.621","0.990723","0.009277","5.62793","4.22593","5.614923646"
"Ks 4h 3d","119","BB_FIRST","BB","JhJs","107.899","0.999565","0.000435","21.8326","21.6169","21.8325061705"
"Ks 4h 3d","119","BB_FIRST","BB","JhQc","105.317","1","0","3.67824","3.17606","3.67824"
"Ks 4h 3d","119","BB_FIRST","BB","JhQd","105.317","1","0","3.71508","2.33984","3.71508"
"Ks 4h 3d","119","BB_FIRST","BB","JhQh","21.9943","0.622873","0.377127","5.78051","5.85501","5.8086059615"
"Ks 4h 3d","119","BB_FIRST","BB","JhQs","105.317","1","0","3.7669","2.64697","3.7669"
"Ks 4h 3d","119","BB_FIRST","BB","JhKc","152.283","0.970089","0.029911","46.9411","46.807","46.9370889349"
"Ks 4h 3d","119","BB_FIRST","BB","JhKd","152.283","0.999999","1E-06","47.5892","47.4724","47.5891998832"
"Ks 4h 3d","119","BB_FIRST","BB","JhKh","42.6391","0.569961","0.430039","51.5569","51.7631","51.6455740418"
"Ks 4h 3d","119","BB_FIRST","BB","JhAc","170.621","0.999999","1E-06","5.33582","4.25633","5.3358189205099995"
"Ks 4h 3d","119","BB_FIRST","BB","JhAd","171.611","0.994817","0.005183","5.62962","4.32019","5.622833224309999"
"Ks 4h 3d","119","BB_FIRST","BB","JhAh","96.3793","0.999866","0.000134","10.3565","8.84467","10.356297414780002"
"Ks 4h 3d","119","BB_FIRST","BB","JhAs","170.621","0.991096","0.008904","5.6298","4.2187","5.6172355656"
"Ks 4h 3d","119","BB_FIRST","BB","JsQc","105.317","1","0","3.71446","3.34956","3.71446"
"Ks 4h 3d","119","BB_FIRST","BB","JsQd","105.317","1","0","3.76039","2.59878","3.76039"
"Ks 4h 3d","119","BB_FIRST","BB","JsQh","105.317","1","0","3.75793","2.59964","3.75793"
"Ks 4h 3d","119","BB_FIRST","BB","JsQs","21.9943","0.675596","0.324404","6.62616","6.50538","6.5869784848799995"
"Ks 4h 3d","119","BB_FIRST","BB","JsKc","152.283","0.887696","0.112304","46.6436","46.4644","46.6234751232"
"Ks 4h 3d","119","BB_FIRST","BB","JsKd","152.283","0.966498","0.033502","47.2951","47.1908","47.291605741399991"
"Ks 4h 3d","119","BB_FIRST","BB","JsKh","152.283","0.980667","0.019333","47.2841","47.2555","47.2835470762"
"Ks 4h 3d","119","BB_FIRST","BB","JsAc","170.621","0.999997","3E-06","5.34924","4.3553","5.34923701818"
"Ks 4h 3d","119","BB_FIRST","BB","JsAd","171.611","0.992909","0.007091","5.65847","4.46782","5.65002710085"
"Ks 4h 3d","119","BB_FIRST","BB","JsAh","171.611","0.993474","0.006526","5.6451","4.43958","5.6372327764799994"
"Ks 4h 3d","119","BB_FIRST","BB","JsAs","95.8233","0.998342","0.001658","10.4742","8.88473","10.47156465874"
"Ks 4h 3d","119","BB_FIRST","BB","QcKc","11.7687","0.768967","0.231033","55.3796","55.0336","55.299662582"
"Ks 4h 3d","119","BB_FIRST","BB","QcKd","165.832","0.78611","0.21389","55.9896","55.4585","55.876003021"
"Ks 4h 3d","119","BB_FIRST","BB","QcKh","165.832","0.780042","0.219958","56.0037","55.5077","55.894600832"
"Ks 4h 3d","119","BB_FIRST","BB","QcAc","22.6383","1","0","7.97521","7.15203","7.97521"
"Ks 4h 3d","119","BB_FIRST","BB","QcAd","166.292","0.99994","6E-05","8.51227","6.98526","8.5121783794"
"Ks 4h 3d","119","BB_FIRST","BB","QcAh","166.292","0.999945","5.5E-05","8.52654","6.9739","8.5264546048"
"Ks 4h 3d","119","BB_FIRST","BB","QcAs","165.328","0.999762","0.000238","8.51783","6.99425","8.5174673879600018"
"Ks 4h 3d","119","BB_FIRST","BB","QdKc","165.832","0.889965","0.110035","55.765","55.4654","55.732033514"
"Ks 4h 3d","119","BB_FIRST","BB","QdKd","11.7687","0.582208","0.417792","60.2732","60.2467","60.262128512"
"Ks 4h 3d","119","BB_FIRST","BB","QdKh","165.832","0.9285","0.0715","56.5139","56.1251","56.4861008"
"Ks 4h 3d","119","BB_FIRST","BB","QdAc","165.328","0.999991","9E-06","7.99462","6.65458","7.99460793964"
"Ks 4h 3d","119","BB_FIRST","BB","QdAd","22.7703","0.999948","5.2E-05","13.4709","11.3767","13.4707911016"
"Ks 4h 3d","119","BB_FIRST","BB","QdAh","166.292","0.998909","0.001091","8.56606","6.62369","8.563940874330001"
"Ks 4h 3d","119","BB_FIRST","BB","QdAs","165.328","0.997237","0.002763","8.56831","6.62174","8.56293162709"
"Ks 4h 3d","119","BB_FIRST","BB","QhKc","165.832","0.901099","0.098901","55.7543","55.5235","55.7314736492"
"Ks 4h 3d","119","BB_FIRST","BB","QhKd","165.832","0.943563","0.056437","56.4904","56.1535","56.4713863747"
"Ks 4h 3d","119","BB_FIRST","BB","QhKh","11.7687","0.531698","0.468302","60.3445","60.5059","60.420083942799991"
"Ks 4h 3d","119","BB_FIRST","BB","QhAc","165.328","0.999991","9E-06","7.99545","6.64776","7.9954378707899991"
"Ks 4h 3d","119","BB_FIRST","BB","QhAd","166.292","0.998913","0.001087","8.55108","6.65674","8.54902085242"
"Ks 4h 3d","119","BB_FIRST","BB","QhAh","22.7703","0.999953","4.7E-05","13.5197","11.3863","13.5195997302"
"Ks 4h 3d","119","BB_FIRST","BB","QhAs","165.328","0.99724","0.00276","8.57056","6.63978","8.5652310472000011"
"Ks 4h 3d","119","BB_FIRST","BB","QsKc","165.832","0.8854","0.1146","55.197","54.8831","55.16102706"
"Ks 4h 3d","119","BB_FIRST","BB","QsKd","165.832","0.912154","0.087846","55.9466","55.5113","55.908360636199994"
"Ks 4h 3d","119","BB_FIRST","BB","QsKh","165.832","0.905533","0.094466","55.9585","55.561","55.9208938065"
"Ks 4h 3d","119","BB_FIRST","BB","QsAc","165.328","0.999967","3.3E-05","8.05865","6.8721","8.0586108438500013"
"Ks 4h 3d","119","BB_FIRST","BB","QsAd","166.292","0.997247","0.002753","8.60856","6.89929","8.60385437969"
"Ks 4h 3d","119","BB_FIRST","BB","QsAh","166.292","0.997353","0.002647","8.62189","6.88997","8.61730560776"
"Ks 4h 3d","119","BB_FIRST","BB","QsAs","22.6383","0.999952","4.8E-05","13.571","11.5806","13.570904460799998"
"Ks 4h 3d","119","BB_FIRST","BB","KcAd","38.7256","0.610718","0.389282","82.6042","82.4043","82.5263825282"
"Ks 4h 3d","119","BB_FIRST","BB","KcAh","38.7256","0.586273","0.413727","82.654","82.4869","82.584866218300007"
"Ks 4h 3d","119","BB_FIRST","BB","KcAs","38.4956","0.666524","0.333476","82.3901","82.2396","82.339911862000008"
"Ks 4h 3d","119","BB_FIRST","BB","KdAc","38.4956","0.630695","0.369305","83.2911","82.8496","83.1280518425"
"Ks 4h 3d","119","BB_FIRST","BB","KdAh","38.7256","0.629655","0.370345","83.7599","83.4971","83.662573334"
"Ks 4h 3d","119","BB_FIRST","BB","KdAs","38.4956","0.746668","0.253332","83.5628","83.2701","83.488649723599991"
"Ks 4h 3d","119","BB_FIRST","BB","KhAc","38.4956","0.596046","0.403954","83.5113","83.063","83.3302074218"
"Ks 4h 3d","119","BB_FIRST","BB","KhAd","38.7256","0.626194","0.373806","83.8825","83.6366","83.790581104600008"
"Ks 4h 3d","119","BB_FIRST","BB","KhAs","38.4956","0.700434","0.299566","83.7443","83.5211","83.677436868799987"
"Ks 4h 2d","120","BB_FIRST","BB","2c2h","209.65","0.935652","0.064348","125.402","125.273","125.393699108"
"Ks 4h 2d","120","BB_FIRST","BB","2c2s","209.65","0.977401","0.022599","125.256","125.16","125.253830496"
"Ks 4h 2d","120","BB_FIRST","BB","2c3c","27.2064","0.986437","0.013563","17.8667","17.7696","17.865383032700002"
"Ks 4h 2d","120","BB_FIRST","BB","2c4c","109.506","0.983694","0.016306","83.6304","83.5744","83.629486863999986"
"Ks 4h 2d","120","BB_FIRST","BB","2c5c","114.71","0.918973","0.081027","17.1248","17.1722","17.1286406798"
"Ks 4h 2d","120","BB_FIRST","BB","2cKc","99.5894","0.983874","0.016126","89.6675","89.4932","89.664689238200012"
"Ks 4h 2d","120","BB_FIRST","BB","2cAc","171.016","1","0","14.2499","13.0131","14.2499"
"Ks 4h 2d","120","BB_FIRST","BB","2h2s","209.65","0.93233","0.06767","124.893","124.761","124.88406756"
"Ks 4h 2d","120","BB_FIRST","BB","2h3h","27.2064","0.99977799999999994","0.000222","23.7963","22.64","23.796043301399997"
"Ks 4h 2d","120","BB_FIRST","BB","2h5h","114.849","0.999539","0.000462","22.9466","21.9276","22.9461521686"
"Ks 4h 2d","120","BB_FIRST","BB","2hKh","99.5894","0.912399","0.087601","93.4453","93.1271","93.4174253618"
"Ks 4h 2d","120","BB_FIRST","BB","2hAh","171.938","1","0","20.9065","19.3881","20.9065"
"Ks 4h 2d","120","BB_FIRST","BB","2s3s","27.2064","0.990251","0.009749","23.8796","22.7918","23.8689950378"
"Ks 4h 2d","120","BB_FIRST","BB","2s4s","109.506","0.763104","0.236896","85.9304","85.7106","85.8783302592"
"Ks 4h 2d","120","BB_FIRST","BB","2s5s","114.973","0.999725","0.000275","23.2458","22.0908","23.245482375"
"Ks 4h 2d","120","BB_FIRST","BB","2sAs","171.016","1","0","20.6936","19.3527","20.6936"
"Ks 4h 2d","120","BB_FIRST","BB","3c3d","209.034","0.999899","0.000101","8.9205","8.61042","8.920468681920001"
"Ks 4h 2d","120","BB_FIRST","BB","3c3h","209.034","0.999921","7.9E-05","8.92808","8.62514","8.92805606774"
"Ks 4h 2d","120","BB_FIRST","BB","3c3s","209.034","0.999934","6.6E-05","8.90505","8.51592","8.9050243174199988"
"Ks 4h 2d","120","BB_FIRST","BB","3c4c","193.642","0.953974","0.046026","17.5861","17.4906","17.581704516999995"
"Ks 4h 2d","120","BB_FIRST","BB","3c5c","175.54","0.967789","0.032211","38.229","38.0805","38.224216666500006"
"Ks 4h 2d","120","BB_FIRST","BB","3c6c","116.349","0.983507","0.016493","16.1194","16.0267","16.1178710989"
"Ks 4h 2d","120","BB_FIRST","BB","3cKc","117.782","1","0","42.899","42.128","42.899"
"Ks 4h 2d","120","BB_FIRST","BB","3cAc","145.718","0.891505","0.108495","16.8054","16.6394","16.78738983"
"Ks 4h 2d","120","BB_FIRST","BB","3d3h","209.034","0.999888","0.000112","9.03243","8.82411","9.0324066681599984"
"Ks 4h 2d","120","BB_FIRST","BB","3d3s","209.034","0.999895","0.000105","8.99147","8.71064","8.99144051285"
"Ks 4h 2d","120","BB_FIRST","BB","3d4d","193.642","0.998508","0.001492","23.0729","22.83","23.0725375932"
"Ks 4h 2d","120","BB_FIRST","BB","3d5d","175.54","0.963563","0.036437","41.9944","41.8583","41.9894409243"
"Ks 4h 2d","120","BB_FIRST","BB","3d6d","116.349","0.96334","0.036661","20.0377","19.9609","20.034904472900003"
"Ks 4h 2d","120","BB_FIRST","BB","3dKd","117.782","0.999958","4.2E-05","47.7571","47.4569","47.757087391599995"
"Ks 4h 2d","120","BB_FIRST","BB","3dAd","146.33","0.852733","0.147267","22.892","22.4498","22.8268785326"
"Ks 4h 2d","120","BB_FIRST","BB","3h3s","209.034","0.999923","7.7E-05","8.99813","8.72801","8.99810920076"
"Ks 4h 2d","120","BB_FIRST","BB","3h5h","175.753","0.963745","0.036255","42.2355","42.0918","42.2302901565"
"Ks 4h 2d","120","BB_FIRST","BB","3h6h","116.349","0.977469","0.022531","20.3544","20.2951","20.3530639117"
"Ks 4h 2d","120","BB_FIRST","BB","3hKh","117.782","0.999988","1.2E-05","47.8713","47.4598","47.871295061999994"
"Ks 4h 2d","120","BB_FIRST","BB","3hAh","146.504","0.850829","0.149171","22.8591","22.3756","22.7869758215"
"Ks 4h 2d","120","BB_FIRST","BB","3s4s","193.642","0.999796","0.000204","23.6489","23.2538","23.648819399600004"
"Ks 4h 2d","120","BB_FIRST","BB","3s5s","175.943","0.974546","0.025454","42.3246","42.2025","42.3214920666"
"Ks 4h 2d","120","BB_FIRST","BB","3s6s","116.58","0.927881","0.072119","20.5256","20.4308","20.518763118800003"
"Ks 4h 2d","120","BB_FIRST","BB","3sAs","145.718","0.875889","0.124111","22.8657","22.4164","22.8099369277"
"Ks 4h 2d","120","BB_FIRST","BB","4c4d","207.658","0.933091","0.066909","127.42","127.31","127.41264001"
"Ks 4h 2d","120","BB_FIRST","BB","4c4s","207.658","0.929069","0.070931","127.5","127.384","127.491772004"
"Ks 4h 2d","120","BB_FIRST","BB","4c5c","140.233","0.922069","0.077931","17.0755","17.0661","17.074767448600003"
"Ks 4h 2d","120","BB_FIRST","BB","4c6c","163.97","0.915002","0.084998","16.6167","16.5773","16.6133510788"
"Ks 4h 2d","120","BB_FIRST","BB","4c7c","122.265","0.951945","0.048055","15.5751","15.5885","15.575743937000002"
"Ks 4h 2d","120","BB_FIRST","BB","4cQc","25.3544","1","0","15.3458","14.6627","15.3458"
"Ks 4h 2d","120","BB_FIRST","BB","4cKc","157.305","0.917637","0.082363","96.1054","95.9518","96.0927490432"
"Ks 4h 2d","120","BB_FIRST","BB","4cAc","119.94","1","0","15.6603","13.5547","15.6603"
"Ks 4h 2d","120","BB_FIRST","BB","4d4s","207.658","0.888554","0.111446","127.127","126.912","127.10303911"
"Ks 4h 2d","120","BB_FIRST","BB","4d5d","140.233","0.996516","0.003484","22.7078","22.4791","22.707003209199996"
"Ks 4h 2d","120","BB_FIRST","BB","4d6d","163.97","0.983474","0.016526","22.1646","22.0517","22.162734214599997"
"Ks 4h 2d","120","BB_FIRST","BB","4d7d","122.265","0.995009","0.004991","21.2061","20.674","21.2034442889"
"Ks 4h 2d","120","BB_FIRST","BB","4dQd","25.3544","1","0","20.8707","19.937","20.8707"
"Ks 4h 2d","120","BB_FIRST","BB","4dKd","157.305","0.877321","0.122679","99.2574","98.9377","99.2181795237"
"Ks 4h 2d","120","BB_FIRST","BB","4dAd","120.444","1","0","22.7388","21.4924","22.7388"
"Ks 4h 2d","120","BB_FIRST","BB","4s5s","140.555","0.998975","0.001025","23.1807","22.8331","23.18034371"
"Ks 4h 2d","120","BB_FIRST","BB","4s6s","164.296","0.994551","0.005449","22.7537","22.6186","22.7529638401"
"Ks 4h 2d","120","BB_FIRST","BB","4s7s","122.411","0.993184","0.006816","21.8957","21.3111","21.8917153664"
"Ks 4h 2d","120","BB_FIRST","BB","4sQs","25.3544","1","0","21.7865","20.6659","21.7865"
"Ks 4h 2d","120","BB_FIRST","BB","4sAs","119.94","0.999997","3E-06","21.8649","20.9299","21.864897195"
"Ks 4h 2d","120","BB_FIRST","BB","5c5d","198.002","0.968646","0.031354","9.32799","9.12106","9.32150191678"
"Ks 4h 2d","120","BB_FIRST","BB","5c5h","198.244","0.991801","0.008199","9.31422","9.14361","9.31282116861"
"Ks 4h 2d","120","BB_FIRST","BB","5c5s","198.459","0.990037","0.009963","9.23057","8.99333","9.22820637788"
"Ks 4h 2d","120","BB_FIRST","BB","5c6c","135.762","0.951691","0.048309","19.2912","19.2279","19.2881420403"
"Ks 4h 2d","120","BB_FIRST","BB","5c7c","169.703","1","0","4.0084","2.03019","4.0084"
"Ks 4h 2d","120","BB_FIRST","BB","5c8c","152.197","1","0","4.10938","2.40388","4.10938"
"Ks 4h 2d","120","BB_FIRST","BB","5c9c","20.1484","1","0","3.65522","1.13329","3.65522"
"Ks 4h 2d","120","BB_FIRST","BB","5cQc","84.5238","1","0","3.58444","2.13063","3.58444"
"Ks 4h 2d","120","BB_FIRST","BB","5cKc","158.633","0.999996","3E-06","42.9537","42.3982","42.9536553798"
"Ks 4h 2d","120","BB_FIRST","BB","5cAc","113.295","0.94074","0.05926","17.73","17.6891","17.727576266"
"Ks 4h 2d","120","BB_FIRST","BB","5d5h","198.244","0.994522","0.005478","9.57032","9.40798","9.56943070148"
"Ks 4h 2d","120","BB_FIRST","BB","5d5s","198.459","0.993125","0.006875","9.46251","9.24534","9.46101695625"
"Ks 4h 2d","120","BB_FIRST","BB","5d6d","135.762","0.932447","0.067553","23.2532","23.0864","23.2419321596"
"Ks 4h 2d","120","BB_FIRST","BB","5d7d","169.703","0.988249","0.011751","5.33325","5.2623","5.33241626655"
"Ks 4h 2d","120","BB_FIRST","BB","5d8d","152.197","0.943434","0.056566","5.47802","5.35365","5.47098488658"
"Ks 4h 2d","120","BB_FIRST","BB","5d9d","20.1484","0.999924","7.6E-05","4.99828","4.42492","4.9982364246400008"
"Ks 4h 2d","120","BB_FIRST","BB","5dQd","84.5238","0.996377","0.003623","5.08331","4.87116","5.08254138055"
"Ks 4h 2d","120","BB_FIRST","BB","5dKd","158.633","0.997816","0.002184","47.7657","47.7083","47.7655746384"
"Ks 4h 2d","120","BB_FIRST","BB","5dAd","113.774","0.895766","0.104233","23.917","23.5983","23.8837570259"
"Ks 4h 2d","120","BB_FIRST","BB","5h5s","198.701","0.992409","0.007591","9.43612","9.26865","9.43484873523"
"Ks 4h 2d","120","BB_FIRST","BB","5h6h","135.928","0.954793","0.045207","23.6496","23.5249","23.643962687099997"
"Ks 4h 2d","120","BB_FIRST","BB","5h7h","169.913","0.973949","0.026051","5.37471","5.30949","5.37301095378"
"Ks 4h 2d","120","BB_FIRST","BB","5h8h","152.386","0.938881","0.061119","5.49533","5.34463","5.4861193667"
"Ks 4h 2d","120","BB_FIRST","BB","5h9h","20.1736","0.999938","6.2E-05","4.99371","4.38838","4.99367246954"
"Ks 4h 2d","120","BB_FIRST","BB","5hQh","84.6337","0.995606","0.004394","5.07901","4.81621","5.0778552568"
"Ks 4h 2d","120","BB_FIRST","BB","5hKh","158.844","0.999913","8.7E-05","47.9188","47.7919","47.918788959699995"
"Ks 4h 2d","120","BB_FIRST","BB","5hAh","114.066","0.894325","0.105675","23.8825","23.5358","23.845862477500003"
"Ks 4h 2d","120","BB_FIRST","BB","5s6s","136.348","0.924462","0.075538","23.6654","23.4676","23.650458583600003"
"Ks 4h 2d","120","BB_FIRST","BB","5s7s","170.304","0.955591","0.044409","5.43038","5.27338","5.423407787"
"Ks 4h 2d","120","BB_FIRST","BB","5s8s","153.22","0.928023","0.071977","5.49301","5.24478","5.47514314929"
"Ks 4h 2d","120","BB_FIRST","BB","5s9s","20.296","0.999527","0.000473","5.00573","4.25743","5.0053760541"
"Ks 4h 2d","120","BB_FIRST","BB","5sQs","84.7314","0.973914","0.026086","5.2914","5.14475","5.2875744881"
"Ks 4h 2d","120","BB_FIRST","BB","5sAs","113.588","0.896499","0.103502","23.72","23.4184","23.6888075168"
"Ks 4h 2d","120","BB_FIRST","BB","6c6d","187.106","0.999222","0.000778","9.16626","8.84079","9.16600678434"
"Ks 4h 2d","120","BB_FIRST","BB","6c6h","187.106","0.999348","0.000652","9.18392","8.83698","9.18369379512"
"Ks 4h 2d","120","BB_FIRST","BB","6c6s","187.481","0.999113","0.000887","9.08577","8.69919","9.08542710354"
"Ks 4h 2d","120","BB_FIRST","BB","6c7c","146.999","1","0","3.53421","0.947458","3.53421"
"Ks 4h 2d","120","BB_FIRST","BB","6c8c","180.831","1","0","3.58091","1.22573","3.58091"
"Ks 4h 2d","120","BB_FIRST","BB","6c9c","200.282","1","0","3.01614","-0.232092","3.01614"
"Ks 4h 2d","120","BB_FIRST","BB","6cTc","19.2009","1","0","3.10674","-0.756365","3.10674"
"Ks 4h 2d","120","BB_FIRST","BB","6cQc","111.357","1","0","3.0202","0.744936","3.0202"
"Ks 4h 2d","120","BB_FIRST","BB","6cKc","157.576","0.997371","0.002629","42.24","42.1849","42.239855142100005"
"Ks 4h 2d","120","BB_FIRST","BB","6cAc","139.231","1","0","3.67274","1.43633","3.67274"
"Ks 4h 2d","120","BB_FIRST","BB","6d6h","187.106","0.992325","0.007675","9.37352","9.2516","9.372584264"
"Ks 4h 2d","120","BB_FIRST","BB","6d6s","187.481","0.99271","0.00729","9.24689","9.11439","9.245924075"
"Ks 4h 2d","120","BB_FIRST","BB","6d7d","146.999","1","0","4.8222","4.34477","4.8222"
"Ks 4h 2d","120","BB_FIRST","BB","6d8d","180.831","0.999834","0.000166","4.90506","4.48619","4.9049904675799993"
"Ks 4h 2d","120","BB_FIRST","BB","6d9d","200.282","1","0","4.30761","3.20858","4.30761"
"Ks 4h 2d","120","BB_FIRST","BB","6dTd","19.2009","1","0","4.43785","2.75154","4.43785"
"Ks 4h 2d","120","BB_FIRST","BB","6dQd","111.357","1","0","4.46846","3.72553","4.46846"
"Ks 4h 2d","120","BB_FIRST","BB","6dKd","157.576","0.98589","0.01411","47.1107","47.0192","47.109408935000005"
"Ks 4h 2d","120","BB_FIRST","BB","6dAd","139.824","0.93597","0.06403","6.10728","5.95383","6.0974545964999995"
"Ks 4h 2d","120","BB_FIRST","BB","6h6s","187.481","0.995143","0.004857","9.26444","9.11652","9.26372155256"
"Ks 4h 2d","120","BB_FIRST","BB","6h7h","146.999","0.999983","1.7E-05","4.86562","4.47027","4.86561327905"
"Ks 4h 2d","120","BB_FIRST","BB","6h8h","180.831","0.99964","0.00036","4.91264","4.55972","4.912512948799999"
"Ks 4h 2d","120","BB_FIRST","BB","6h9h","200.282","1","0","4.29007","3.23668","4.29007"
"Ks 4h 2d","120","BB_FIRST","BB","6hTh","19.2009","1","0","4.40879","2.74479","4.40879"
"Ks 4h 2d","120","BB_FIRST","BB","6hQh","111.357","1","0","4.4464","3.75324","4.4464"
"Ks 4h 2d","120","BB_FIRST","BB","6hKh","157.576","0.982108","0.017892","47.1881","47.0305","47.1852802208"
"Ks 4h 2d","120","BB_FIRST","BB","6hAh","139.993","0.950909","0.049091","6.14229","5.87988","6.1294080306900005"
"Ks 4h 2d","120","BB_FIRST","BB","6s7s","147.474","0.999938","6.2E-05","4.93641","4.48247","4.93638185572"
"Ks 4h 2d","120","BB_FIRST","BB","6s8s","181.995","0.999573","0.000427","4.94428","4.4796","4.9440815816400008"
"Ks 4h 2d","120","BB_FIRST","BB","6s9s","201.692","1","0","4.39101","3.19724","4.39101"
"Ks 4h 2d","120","BB_FIRST","BB","6sTs","19.3084","1","0","4.56354","2.79657","4.56354"
"Ks 4h 2d","120","BB_FIRST","BB","6sQs","111.594","0.999192","0.000808","4.68801","4.18798","4.68760597576"
"Ks 4h 2d","120","BB_FIRST","BB","6sAs","139.544","0.960995","0.039005","6.139","5.85092","6.1277634396000007"
"Ks 4h 2d","120","BB_FIRST","BB","7c7d","192.366","0.999959","4.1E-05","9.27184","8.92529","9.27182579145"
"Ks 4h 2d","120","BB_FIRST","BB","7c7h","192.366","0.99996","4E-05","9.28434","8.89661","9.2843244908"
"Ks 4h 2d","120","BB_FIRST","BB","7c7s","192.599","0.99996","4E-05","9.21157","8.82716","9.2115546236"
"Ks 4h 2d","120","BB_FIRST","BB","7c8c","156.466","1","0","3.04968","0.01123","3.04968"
"Ks 4h 2d","120","BB_FIRST","BB","7c9c","187.865","1","0","2.50595","-1.422878","2.50595"
"Ks 4h 2d","120","BB_FIRST","BB","7cTc","191.957","1","0","2.42234","-2.02306","2.42234"
"Ks 4h 2d","120","BB_FIRST","BB","7cJc","19.6505","1","0","2.41925","-1.267303","2.41925"
"Ks 4h 2d","120","BB_FIRST","BB","7cQc","116.237","1","0","2.4399","-0.625172","2.4399"
"Ks 4h 2d","120","BB_FIRST","BB","7cKc","161.992","0.998644","0.001356","41.0267","40.9356","41.0265764684"
"Ks 4h 2d","120","BB_FIRST","BB","7cAc","145.131","1","0","3.52734","1.23104","3.52734"
"Ks 4h 2d","120","BB_FIRST","BB","7d7h","192.366","0.999846","0.000154","9.57457","9.34091","9.57453401636"
"Ks 4h 2d","120","BB_FIRST","BB","7d7s","192.599","0.999916","8.4E-05","9.48898","9.26685","9.48896134108"
"Ks 4h 2d","120","BB_FIRST","BB","7d8d","156.466","1","0","4.29841","3.27795","4.29841"
"Ks 4h 2d","120","BB_FIRST","BB","7d9d","187.865","1","0","3.76131","2.19224","3.76131"
"Ks 4h 2d","120","BB_FIRST","BB","7dTd","191.957","1","0","3.73696","1.63495","3.73696"
"Ks 4h 2d","120","BB_FIRST","BB","7dJd","19.6505","1","0","3.79401","1.95257","3.79401"
"Ks 4h 2d","120","BB_FIRST","BB","7dQd","116.237","1","0","3.8583","2.46213","3.8583"
"Ks 4h 2d","120","BB_FIRST","BB","7dKd","161.992","0.996192","0.003808","46.032","45.9376","46.0316405248"
"Ks 4h 2d","120","BB_FIRST","BB","7dAd","145.751","0.93652","0.06348","5.88402","5.57149","5.8641805956"
"Ks 4h 2d","120","BB_FIRST","BB","7h7s","192.599","0.999914","8.6E-05","9.50229","9.24349","9.5022677432"
"Ks 4h 2d","120","BB_FIRST","BB","7h8h","156.466","1","0","4.31049","3.31911","4.31049"
"Ks 4h 2d","120","BB_FIRST","BB","7h9h","187.865","1","0","3.74099","2.18134","3.74099"
"Ks 4h 2d","120","BB_FIRST","BB","7hTh","191.957","1","0","3.70918","1.58773","3.70918"
"Ks 4h 2d","120","BB_FIRST","BB","7hJh","19.6505","1","0","3.77395","1.90141","3.77395"
"Ks 4h 2d","120","BB_FIRST","BB","7hQh","116.237","1","0","3.83865","2.40639","3.83865"
"Ks 4h 2d","120","BB_FIRST","BB","7hKh","161.992","0.996905","0.003095","46.1233","46.0061","46.122937266"
"Ks 4h 2d","120","BB_FIRST","BB","7hAh","145.929","0.911141","0.088859","5.90112","5.41318","5.85776213954"
"Ks 4h 2d","120","BB_FIRST","BB","7s8s","157.35","1","0","4.35832","3.28654","4.35832"
"Ks 4h 2d","120","BB_FIRST","BB","7s9s","189.039","1","0","3.86255","2.17403","3.86255"
"Ks 4h 2d","120","BB_FIRST","BB","7sTs","192.874","1","0","3.87385","1.64651","3.87385"
"Ks 4h 2d","120","BB_FIRST","BB","7sJs","19.6756","1","0","3.96906","2.28149","3.96906"
"Ks 4h 2d","120","BB_FIRST","BB","7sQs","116.386","0.999999","1E-06","4.05547","2.85586","4.05546880039"
"Ks 4h 2d","120","BB_FIRST","BB","7sAs","145.327","0.952864","0.047136","5.94459","5.45485","5.92150561536"
"Ks 4h 2d","120","BB_FIRST","BB","8c8d","186.576","0.985682","0.014318","11.3067","11.2416","11.305767898199996"
"Ks 4h 2d","120","BB_FIRST","BB","8c8h","186.576","0.986479","0.013521","11.2703","11.1884","11.2691926301"
"Ks 4h 2d","120","BB_FIRST","BB","8c8s","187.4","0.998927","0.001073","11.1612","11.0939","11.1611277871"
"Ks 4h 2d","120","BB_FIRST","BB","8c9c","181.137","1","0","2.65607","-0.73978","2.65607"
"Ks 4h 2d","120","BB_FIRST","BB","8cTc","165.395","1","0","2.55498","-1.341812","2.55498"
