flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A-high high,Low pocket pair,20,646,4552.514918000002,0.9707355792057832,0.028741852822836207,0.0005225635185185186,F,0.0025873966890623086,0.132482720964
A-high high,Top pair,22,1199,20543.012151999996,0.04320976795212766,0.9448249170887202,0.011965315607078626,C,0.003676303486378795,0.2985268
A-high high,Air,22,723,5718.065151000003,1.0,0.0,0.0,F,0.0,0.0
A-high high,Second pair,22,900,13882.226857999993,0.25659738622080536,0.7205599172646525,0.02284269383646038,C,0.013082824562750877,0.6389370000000001
A-high high,Gutshot,22,683,5416.757262999999,0.20411093850539555,0.7432499977893514,0.052639055038246146,C,0.019892584269496486,0.8892761
A-high high,Third pair,18,224,1165.3823459999992,0.05788014698706645,0.42734010937683714,0.5147797576352146,R/C,0.10387199344760992,1.2708559
A-high high,Two pair+,22,588,5389.491420000003,0.0,0.7903119576568478,0.20968803547141512,C,0.0013879520955266565,3.7725999999999997
A-high high,Weak pair,19,600,10313.964810000009,0.6034039692425508,0.3841654098893066,0.012430665469228623,F/C,0.015458543497350652,0.18763273601140001
A-high high,OESD,5,25,272.594576,0.05248395,0.8207325000000001,0.126783625,C,0.0012657762285198948,0.1081525086136
A-high high,Underpair,11,72,1687.1431999999998,0.016465196969696966,0.9661893787878789,0.017345439393939396,C,0.00013926509321345412,0.006429226964999998
A-high medium,Low pocket pair,14,336,2783.185054999999,0.9942217797619047,0.005778220238095238,0.0,F,8.608695105509855e-05,0.0350671501593
A-high medium,Top pair,16,912,21218.475730000006,0.0,0.9830949725877193,0.01690503289473684,C,2.2241609622477193e-05,0.009646852560000242
A-high medium,Air,16,620,7744.767288,1.0,0.0,0.0,F,0.0,0.0
A-high medium,Gutshot,16,770,7969.480293999999,0.055694573676762386,0.8549542668213118,0.08935114457355857,C,0.0036476123119899015,0.405386
A-high medium,Third pair,12,104,490.835126,0.060536273644179905,0.5762926580687832,0.36317103819444446,C/R,0.010701024069815272,0.19226461547000007
A-high medium,OESD,5,84,689.1032220000002,0.0,0.53195568,0.46804433,C/R,0.0024060229489925133,0.21043001579000062
A-high medium,Two pair+,16,310,3596.9679260000003,0.0,0.6806241661799888,0.3193758243421052,C,0.001699487613003404,2.4131
A-high medium,Weak pair,15,384,8293.36022,0.8612755560846561,0.1386489831084656,7.547222222222222e-05,F,0.002869659178010014,0.23392279660199997
A-high medium,Second pair,16,493,7205.9521399999985,0.1842029660794776,0.6586330636865971,0.15716395767486693,C,0.0026627458658751804,0.31271343288000003
A-high medium,Underpair,16,240,6829.305499999998,0.11290853645833335,0.8859342222222221,0.0011572430555555559,C,0.0014664621149814085,0.0311257090254
A-high low,Low pocket pair,21,336,1206.63721,0.5782892021164019,0.395546571031746,0.02616421626984127,F/C,0.1484357212174321,1.4862349999999998
A-high low,Top pair,28,1848,42316.99757000011,0.0005066758658008658,0.9957835330086582,0.0037097900432900427,C,1.1592400585644341e-07,0.00013046800000040548
A-high low,Air,28,3220,50360.02226099999,0.8647516429233678,0.13049909365986337,0.004749260782590053,F,0.014904762168574632,0.6370827629790001
A-high low,Gutshot,24,175,980.0943860000001,0.0,0.8880173703703703,0.1119826232638889,C,0.0002767246078907611,0.22247941299000046
A-high low,OESD,11,52,230.27752099999998,0.0,0.8827697553030305,0.11723026742424243,C,4.839770599395809e-05,0.0053114919999998735
A-high low,Third pair,14,97,282.6984989999999,0.0044896558441558446,0.4968892433441558,0.4986210174783549,R/C,0.025781313587427173,0.12790627563
A-high low,Two pair+,28,326,3161.248762000001,0.0,0.7314237876471743,0.26857621867150705,C,0.030336409932967594,4.680100000000001
A-high low,Second pair,27,303,1942.5352350000019,0.0016672129629629626,0.4412381518518518,0.5570946425925927,R/C,0.008740203781239226,0.2953800000000001
A-high low,Underpair,28,1008,26561.797272,0.00751421199924414,0.9798800035005668,0.012605784275793652,C,0.00015497216533445977,0.025619601984000002
A-high low,Weak pair,21,328,4112.702439,0.183004058994709,0.7682031554988662,0.04879281360544218,C,0.008314218353701528,0.07758201311
Broadway,Low pocket pair,45,1163,7793.826912000003,0.9962242395943562,0.003766354115226337,9.40576131687243e-06,F,0.011161813083457973,2.28457862166
Broadway,Gutshot,51,2016,24099.36739599998,0.13536250603514136,0.8142041320753052,0.05043335865288034,C,0.032536803251399585,1.6406437
Broadway,Air,51,2348,31404.23693300003,1.0,0.0,0.0,F,0.0,0.0
Broadway,Top pair,51,2214,37067.578693000054,0.010703105423579688,0.9744547549824689,0.014842133606568149,C,0.0009448217347229144,0.37072910000000003
