flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,bdfd_rule,bdfd_boards_present,no_bdfd_boards_present,bdfd_mean_continue_frequency,no_bdfd_mean_fold_frequency,mean_local_loss_bb,max_combo_loss_bb
[J-8]x con,Air,26,2907,48014.11705700001,0.6567901410658229,0.2771504811211679,0.06605938201058928,F,False,25,26,0.5400022526155892,0.7137462541662963,0.022484461673775546,1.1375155426199999
[J-8]x con,Gutshot,26,948,16690.60126800002,0.03667607375977204,0.5753062395307409,0.38801769271695774,C/R,False,26,26,0.965306392313673,0.037522799502452533,0.02049381674807498,1.1300024
[J-8]x con,OESD,24,454,6257.811332,0.002951669390036193,0.35461234245663675,0.642435998008576,R/C,False,24,24,0.9999831622624797,0.0043259214557245075,0.008417865712094253,0.3373089657256
[J-8]x con,Two pair+,26,386,3982.9099989999995,0.0,0.2400829979131362,0.7599169922469738,R,False,18,26,0.9999999680555555,0.0,0.02945529745346742,0.9144061557000001
[J-8]x con,Third pair,26,141,2097.5668299999998,0.025472064102564102,0.7781367745726496,0.19639120726495723,C,False,26,26,0.9964838173076923,0.06938377884615385,0.0010326812529982202,0.2006987176173
[J-8]x con,Second pair,26,177,2269.048595999999,0.03262893482905983,0.6863531538461539,0.28101793803418806,C,False,26,26,0.9999999439102567,0.04884314615384615,0.002952640542369018,0.2703811640118
[J-8]x con,Top pair,26,714,5353.560141000002,0.018288813568376066,0.7200685100368648,0.26164269253310796,C,False,26,26,1.000000014423077,0.02194657628205128,0.004051087229803502,0.3489766099200004
[J-8]x con,Overpair,26,600,14465.528498000005,0.010030102564102564,0.7561605347222222,0.2338093563034188,C,False,0,0,,,0.0010909917599118862,0.3520832775999999
[J-8]x con,2 overcards + BDFD,25,489,13518.681648000002,0.04092451644444445,0.7385110324444446,0.22056441288888892,C,False,0,0,,,0.0013526573062570524,0.29947172545499995
[J-8]x dis,Low pocket pair,46,582,667.357374,0.4629944562198067,0.5058871009661835,0.03111844329710145,C/F,False,0,0,,,0.11324823969057356,0.34539149999999996
[J-8]x dis,Air,67,8152,85962.63618899987,0.5869255782002168,0.3077658481985916,0.10530857271775182,BDFD,True,67,67,0.6687281253690971,0.6722015500596923,0.01361200071660019,0.85656886982
[J-8]x dis,Gutshot,66,1566,16067.422647999987,0.003985174118882962,0.46741506981938413,0.5285997578528613,R/C,False,66,66,0.9942245844516797,0.0031200835027135336,0.023099083676069238,1.0085340500000002
[J-8]x dis,Third pair,67,348,2988.2931360000002,0.0068364262852404645,0.5790827424543946,0.414080810199005,C/R,False,67,67,0.9999853784825872,0.020480061194029852,0.027296489919978635,0.20305092274000006
[J-8]x dis,OESD,53,598,4620.683347,1.9921383647798743e-07,0.317069610250481,0.682930184274962,R,False,53,53,0.9999998993710693,2.9469901168014376e-07,0.03011497358802497,1.0270757420099983
[J-8]x dis,Two pair+,67,691,4995.157921999997,1.0673903211216645e-06,0.15516387987336047,0.8448350389219405,R,False,31,67,0.9999973548387098,1.037810945273632e-06,0.015405219757243188,1.154319659640001
[J-8]x dis,Second pair,67,831,4175.728004999997,8.258623548922057e-06,0.7294883597014924,0.2705033800995024,C,False,67,67,0.9999978318407959,2.0443283582089554e-05,0.003037257586997816,0.76843987094
[J-8]x dis,Top pair,67,2157,8390.667118999994,2.5639531281322326e-06,0.7169532446512857,0.2830441908424909,C,False,67,67,0.9999985247512437,2.8769974358413217e-06,0.006015595827198831,1.0196882519999995
[J-8]x dis,Overpair,67,1674,25819.533166999983,1.925995024875622e-06,0.6850639016998341,0.3149341690298507,C,False,0,0,,,0.002016089970025937,0.7086931857600007
[J-8]x dis,2 overcards + BDFD,67,1260,24803.54545399998,0.050334410246387094,0.6796454127773828,0.2700201730474611,C,False,0,0,,,0.0026043961614951915,0.10325747527999996
[J-8]x dis,Weak pair,57,924,979.5845530000005,0.06897570302144249,0.803485301803119,0.12753899186159842,C,False,0,0,,,0.0012940905784185762,0.3990670701300001
[J-8]x dis,Underpair,48,702,4058.974423000002,4.472424768518518e-05,0.8845696883101852,0.11538559421296295,C,False,0,0,,,0.0015347940822046833,0.07111604589000002
[J-8]x con,Underpair,14,372,1704.6175669999996,1.4050453514739227e-06,0.8505191128117914,0.1494794628968254,C,False,0,0,,,0.001646034225434824,0.07956338887000029
[7-4]x,Low pocket pair,6,36,236.3687,0.134854,0.8651459444444445,0.0,C,False,0,0,,,0.0,0.0
[7-4]x,Air,20,2368,172951.9091400002,0.7456408005350303,0.23463898484204937,0.01972021967620169,F,False,7,20,0.6262857420634921,0.7539829347584738,0.02662205405258832,1.115510838
[7-4]x,Gutshot,20,886,66268.49433500011,0.02241822518867706,0.7088506936757882,0.2687310811778807,C,False,20,20,1.0000000016630117,0.033610618316203524,0.002180122239962243,0.2943799861199999
[7-4]x,OESD,18,260,13859.230981999995,0.0,0.4914638235078741,0.5085361725493096,R/C,False,18,18,1.000000000801282,0.0,0.00845109942682322,0.27372500000000033
[7-4]x,Two pair+,20,252,9069.751999000002,0.0,0.3349247514671362,0.6650752539886602,R,False,14,20,0.9999999897959184,0.0,0.007802095517838526,0.19727999999999923
[7-4]x,Third pair,16,51,4560.630100000001,0.0,0.7837290625000001,0.21627093749999998,C,False,16,16,1.0,0.0,0.0002333673596914277,0.017930585294999978
[7-4]x,Second pair,16,96,6185.250141999999,0.0,0.760314953125,0.23968504687500003,C,False,16,16,1.0,0.0,0.0011877056287217824,0.015452641200000273
[7-4]x,Top pair,19,159,7101.638690999997,0.0,0.6257653289473685,0.3742346739766082,C/R,False,19,19,1.0000000021929827,0.0,0.0019938467115484656,0.14390999999999962
[7-4]x,Overpair,20,822,79090.72059999994,0.0,0.8276273920932541,0.17237260984126984,C,False,0,0,,,0.00031433251058966057,0.031051259880000258
[7-4]x,2 overcards + BDFD,20,1008,81871.03868200003,0.007822380135420135,0.8365319508119196,0.15564567522617495,C,False,0,0,,,0.00048605238273522025,0.045844227600000134
[7-4]x,Weak pair,3,36,147.50838000000002,0.0,0.9999577222222222,4.227777777777777e-05,C,False,0,0,,,0.0,0.0
[7-4]x,Underpair,3,36,453.98270999999994,0.0,0.8890760462962962,0.11092395370370371,C,False,0,0,,,0.00035578352319185315,0.0016517266700002864
