flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
ABB,Weak pair,6,336,38.987269,0.7970218785493829,0.08373195146604938,0.11924619791666664,F,0.0028082686753297787,0.8291863735210999
ABB,Top pair,6,288,58.43442299999999,0.1372579756944444,0.3559079930555556,0.5068340416666667,R/C,0.24035532055059433,1.4090747369162
ABB,Air,6,128,5.144724,0.8680333534722223,0.10753972847222222,0.024426909027777777,F,0.0,0.0
ABB,Second pair,6,198,27.060042,0.27581513722697054,0.3675720118708452,0.356612883665717,C/R,0.19158494139376275,3.0380843186868
ABB,Gutshot,6,104,13.961129000000001,0.16149309027777778,0.30668820138888886,0.5318187291666666,R/C,0.14892048451683434,4.0157597
ABB,Third pair,6,135,13.159313999999997,0.22821123844797175,0.18352859444444444,0.5882601092592593,R/F,0.1788437901066306,2.2106408682591003
ABB,Two pair+,6,293,51.037353,0.0016718219729344728,0.3203901566595441,0.6779379758190882,R,0.14395986994365018,1.0525631555200001
A[K/Q]x,Weak pair,16,912,692.5077539999996,0.5787484606481481,0.2529465592592593,0.16830494629629628,F/C,0.005351700817707557,0.5707850218116001
A[K/Q]x,Top pair,16,912,953.5931839999997,0.017048119517543862,0.6194069835526316,0.3635449057017543,C/R,0.05194450665990733,0.3545094680217996
A[K/Q]x,Air,16,596,302.0778730000002,0.8343718760499049,0.12061770237969498,0.045010423261460764,F,0.014229663903721768,1.41299170576
A[K/Q]x,Second pair,16,702,529.8291070000004,0.3854323325379431,0.4063680587430084,0.2081996420272436,C/F,0.1303251553318392,1.48287005795
A[K/Q]x,Third pair,12,108,11.485342999999999,0.037749520833333335,0.2787576518518518,0.6834928041666667,R,0.1226120703962225,0.34807163322480006
A[K/Q]x,Two pair+,16,332,279.74591599999997,8.522727272727273e-09,0.2078286721590909,0.792171322159091,R,0.18123924347628956,0.8110413269700004
A[K/Q]x,Gutshot,16,596,449.099868,0.0606483482638889,0.4388004609374999,0.5005511631944445,R/C,0.007099093151414548,0.2562263179999988
ABB,OESD,3,20,3.374327,0.016500374999999998,0.3901553333333334,0.5933445416666666,R/C,0.024397408050899638,0.5906258994527999
ABB,Underpair,3,24,8.527215,0.008017111111111112,0.4694210833333334,0.5225618611111112,R/C,0.0030262168502877113,0.039005096634200064
A[K/Q]x,OESD,2,8,0.932324,0.0,0.277912125,0.722087875,R,0.007328524904750491,0.03143233284000004
A[K/Q]x,Underpair,8,48,69.054563,0.15403881249999998,0.7011261041666668,0.14483508333333334,C,0.0,0.0
A[J-T][9-5],Weak pair,10,450,395.5575380000002,0.8133680074404761,0.14583183749999998,0.040800148214285716,F,0.0863725859991572,0.6168154968599999
A[J-T][9-5],Top pair,10,570,839.4606939999994,0.01768751052631579,0.735849405263158,0.2464630894736842,C,0.003240992532327614,0.16244251947000024
A[J-T][9-5],Air,10,320,250.65917000000002,0.8903259315259741,0.1014666736904762,0.008207414821428572,F,0.0298904608491773,0.607539956145
A[J-T][9-5],Gutshot,10,468,497.5755340000005,0.0709916882936508,0.4629296044246032,0.4660787186309524,R/C,0.00928503241158129,0.19295870506499996
A[J-T][9-5],Third pair,10,111,55.74203699999997,0.15159097888888887,0.3108505238888889,0.5375584994444444,R/C,0.0018474847712308209,0.08348113779899999
A[J-T][9-5],OESD,5,84,40.26288000000001,0.0,0.35837477,0.6416252100000001,R/C,0.013421491780201045,0.28433003060000034
A[J-T][9-5],Two pair+,10,206,266.5038250000001,2.0909090909090912e-07,0.24106280409090908,0.7589370050000002,R,0.11969425606364437,0.8521005794400012
A[J-T][9-5],Second pair,10,306,287.42407899999995,0.32792963346801346,0.40185920370370376,0.2702111939057239,C/F,0.2467685329244341,1.4935812746000001
A[J-T][9-5],Underpair,10,150,213.2466689999999,0.30865285833333334,0.6551014527777779,0.036245686111111106,C,0.0002909073804626499,0.035085165129600006
A[J-T][4-2],Weak pair,6,270,851.5615329999989,0.5463078199404762,0.3480280327380953,0.1056641969246032,F/C,0.009877105355688198,0.408654789025
A[J-T][4-2],Top pair,6,342,1530.8669999999984,2.9239766081871343e-08,0.8480056111111111,0.15199435964912283,C,0.0012126461642998642,0.01440132602999995
A[J-T][4-2],Two pair+,6,120,437.750976,0.0,0.3107666999999999,0.6892333,R,0.227164749031692,0.7807837519999993
A[J-T][4-2],Third pair,2,6,5.596379000000001,0.000231,0.3489983333333333,0.6507708333333334,R,0.10957341361400097,0.4064632430705
A[J-T][4-2],Air,6,300,646.5662240000003,0.8944663149038461,0.10398077751068376,0.0015529276175213675,F,0.02506155013025077,0.8336994938660001
A[J-T][4-2],Second pair,6,189,548.4335809999998,0.26631775101010097,0.5147561525252525,0.2189260792929293,C/F,0.19141539256196627,0.8123642707000001
A[J-T][4-2],Gutshot,6,304,983.4006899999995,0.05823981810897435,0.5711475929487181,0.3706125761217949,C/R,0.02672150711526859,0.11565633937299999
A[J-T][4-2],Underpair,6,90,401.7314800000001,0.1275994166666667,0.87216325,0.00023739351851851848,C,3.935760298294023e-05,0.0034426332086999966
A[9-7]x,Weak pair,18,552,968.9947790000002,0.29686272222222226,0.5578892737654322,0.14524796558641972,C/F,0.04738054003005567,0.47358950242199993
A[9-7]x,Top pair,18,1188,6416.909859999998,0.004249462121212121,0.8966778863636363,0.09907265824915827,C,0.0030361376203826137,0.05944440960000001
A[9-7]x,Air,18,1968,7375.256024999989,0.7208553261482217,0.24587611769101844,0.03326855986970585,F,0.057940746890647044,1.180806696412
A[9-7]x,Gutshot,16,128,219.13920399999998,0.0,0.8688334956597221,0.1311665234375,C,0.0002166838579833261,0.012005994830000333
A[9-7]x,OESD,9,52,77.30119299999998,0.0,0.6598036666666666,0.3401963333333333,C,0.0012619523457681103,0.25180739186000023
A[9-7]x,Third pair,12,93,152.97954900000002,0.017040520833333333,0.4521048958333333,0.5308545532407408,R/C,0.027995918083192156,0.32724187264399995
A[9-7]x,Two pair+,18,242,984.9666950000003,0.0,0.3743829515669515,0.6256170527065525,R/C,0.042292081453749644,0.7448517213900004
A[9-7]x,Second pair,18,228,461.40812800000003,0.0020734938271604938,0.40682453055555556,0.5911019907407407,R/C,0.007095724161224599,0.08174986894800007
A[9-7]x,Underpair,18,528,3098.294189999995,0.0011441507716049384,0.9239718558641976,0.07488400385802468,C,0.0019380169203343147,0.02983608693200006
A[6-2]x,Weak pair,9,120,206.83132899999995,0.041219950617283944,0.8817675216049383,0.07701250308641976,C,0.004903891888770454,0.10289922206309998
A[6-2]x,Top pair,10,660,15431.626849999991,0.0019320363636363643,0.9427576651515152,0.05531029545454545,C,0.00014372636640159746,0.01491216594560001
A[6-2]x,Third pair,2,9,34.86266,3.333333333333333e-07,0.45530983333333336,0.5446898333333333,R/C,0.013377318772226119,0.06870819727499988
A[6-2]x,Two pair+,10,138,1764.7129070000005,0.0,0.5530850552941176,0.446914929321267,C/R,0.06176713322139791,0.6206443667399995
A[6-2]x,Second pair,9,75,397.52376499999997,0.0003983950617283951,0.5133309012345679,0.486270762345679,C/R,0.015786834170942895,0.0593419527840001
A[6-2]x,Underpair,10,480,11240.88562,2.794523809523809e-05,0.9593856029431217,0.04058645039021164,C,0.0003783658397318396,0.010082005610000078
A[6-2]x,OESD,4,16,82.39810999999999,0.0,0.883372375,0.11662762500000001,C,0.000537751336647023,0.004186305420000735
A[6-2]x,Air,10,1252,19505.869471000035,0.7141608239775782,0.277065666877902,0.008773508475575164,F,0.026570588197386513,0.9040864433739999
A[6-2]x,Gutshot,8,48,365.68407999999994,0.0,0.9426193125000001,0.0573806875,C,0.0012253789150876923,0.15273513072000072
BBB,Weak pair,4,204,36.79880200000001,0.9173213535879631,0.021422053819444443,0.06125659722222222,F,0.1056104345085446,3.3037165929800003
BBB,Gutshot,4,140,36.21337800000003,0.41150678559027787,0.23031510937499997,0.3581780746527778,F/R,0.2165572830349926,2.9274475
BBB,Air,4,68,5.032399,0.9343234729166667,0.05629574375,0.009380772916666667,F,0.0,0.0
BBB,Top pair,4,144,35.848743999999954,0.15424426709401712,0.4318258653846153,0.4139298774928776,C/R,0.38883534670370207,3.593436461535
BBB,OESD,3,32,0.22770299999999993,0.109217625,0.37221423611111115,0.5185679583333332,R/C,0.6743663748213163,2.9888975171539998
BBB,Two pair+,4,214,49.47187400000001,0.0011800568324027724,0.3523828257243935,0.64643709154794,R/C,0.10110913375788241,2.4271347649999995
BBB,Third pair,4,99,17.718636999999998,0.3403578531746032,0.19685087936507942,0.4627911765873016,R/F,0.2897424760001036,2.9523308
BBB,Second pair,4,108,24.036272000000004,0.14086840740740741,0.4092870740740741,0.4498445277777777,R/C,0.29807118194223825,2.8688599192233997
BBB,Overpair,4,30,5.977089,0.004917583333333334,0.34146039583333326,0.6536220625,R,0.18781123287420023,0.5496286541273001
BBx,Weak pair,47,2166,236.09739900000014,0.6461928920198693,0.28095171674124736,0.07285539738123382,F/C,0.21391961825013078,1.6316109152800002
BBx,Air,47,2280,294.6849100000002,0.9214453504268859,0.06489622245521173,0.013658436733936866,F,0.0284188227404637,2.57015170136
BBx,Top pair,47,2070,324.939386,0.007429617356230542,0.7147449692992309,0.27782539460048883,C,0.10064163979746135,1.5644850253099996
BBx,Third pair,47,429,48.16582499999999,0.130114808392435,0.3525767791962175,0.5173083950354608,R/C,0.08537046410943852,2.9378851403735995
BBx,Gutshot,47,1876,295.58070799999945,0.10267146946900617,0.40569286510162406,0.4916356745402352,R/C,0.04658747967586198,2.5119154000000004
BBx,Two pair+,47,935,137.01615100000015,8.218063235756404e-06,0.14260980947117163,0.8573819648483871,R,0.07324117348478272,0.9468237297749997
BBx,Second pair,47,1590,219.77203900000023,0.1200674015614409,0.5774881375795992,0.3024444614765849,C/R,0.04635851494178146,1.4433250158602
