flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,mean_raise_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
BBx,Overpair,47,462,115.1995139999999,0.0033234669030732843,0.5285008144208038,0.4681757157210403,C/R,0.06068196457378987,0.42902191619999996
BBx,OESD,46,816,186.10497299999994,0.0018589649003623195,0.368163422463768,0.6299776061141305,R/C,0.03164034145976312,1.3907368508399998
BBB,Underpair,1,6,0.8803620000000001,0.0108145,0.32932316666666667,0.6598620000000001,R,0.2665060688789154,0.6096106067579001
BBx,Underpair,24,192,21.91970400000001,0.12856863194444443,0.5919542083333333,0.2794771354166667,C/R,0.020368552880017533,0.15571288774509995
K/Qx con,Weak pair,12,252,65.38631800000003,0.2098049905092592,0.6124269166666667,0.17776813263888883,C/F,0.14043248646016598,0.4612235616599999
K/Qx con,Air,14,1635,4809.724183999995,0.6056227754952309,0.30824376958675387,0.08613347805234377,F/C,0.0615963042893846,0.5983492
K/Qx con,Gutshot,14,232,404.3034880000001,0.00954365376984127,0.6321830867471989,0.3582733071311858,C/R,0.0323293887843998,0.9568898900378999
K/Qx con,Top pair,14,768,2161.746565,3.636467086834734e-05,0.830312165339557,0.1696514756452581,C,0.005033085137076459,0.33926024960000023
K/Qx con,OESD,14,76,53.15820900000002,6.229464285714287e-05,0.3643502589285714,0.6355874553571429,R/C,0.013604989694081217,0.7101597362118001
K/Qx con,Third pair,14,96,164.13608600000003,0.0012795051587301588,0.6478147202380952,0.3509057611111111,C/R,0.060861739392228095,0.6202176025506
K/Qx con,Two pair+,14,170,254.34352500000003,5.5476190476190475e-06,0.20164031942436653,0.7983541494068024,R,0.11788421611187765,0.7406731086000008
K/Qx con,Second pair,14,120,199.6609030000001,0.00012116746031746031,0.5159401785714286,0.4839386361111111,C/R,0.024286343992510832,0.2440732333199996
K/Qx con,Underpair,14,462,1859.8306969999996,9.611726190476192e-05,0.9043231713010204,0.09558070758219954,C,0.0009289371437558867,0.027595802649999966
K/Qx con,Overpair,14,126,393.81414300000006,1.0142857142857141e-05,0.6916240595238096,0.30836579166666667,C,0.004765476072621023,0.5621432139599996
K/Qx dis,Weak pair,42,1092,149.75687199999996,0.17098573439153442,0.5742286789021164,0.2547856046957672,C/R,0.11193720252813719,0.4231993425744
K/Qx dis,Air,42,5001,5648.413732000008,0.5640063263017496,0.2998695254255059,0.13612415089261903,F/C,0.06127262412924543,2.8670874938799997
K/Qx dis,Gutshot,35,652,307.2762890000002,0.0005816552380952379,0.5365902973611112,0.4628280290277778,C/R,0.0438703305440208,0.4996553171300008
K/Qx dis,Top pair,42,2298,2415.0662030000003,9.509801065162905e-05,0.781753867450021,0.21815103493584567,C,0.008313991251102113,0.678656946240001
K/Qx dis,Third pair,42,246,182.09516700000003,0.0008965186507936514,0.44821497261904775,0.5508885423280423,R/C,0.038485446155158184,0.5262813316599996
K/Qx dis,OESD,17,92,11.840121,1.1176470588235294e-06,0.24645367156862744,0.7535452107843139,R,0.08494421440234814,0.30225125699999966
K/Qx dis,Two pair+,42,446,281.176667,6.292041292041293e-07,0.09366316945646948,0.9063361885373886,R,0.11807957689621659,1.4344546874999993
K/Qx dis,Second pair,42,558,274.0567499999998,0.00011429669312169313,0.5503319630952381,0.4495537326719576,C/R,0.0418241603397652,0.3927712839199998
K/Qx dis,Underpair,42,1050,1993.619646999998,0.00045387546296296285,0.8872982726521164,0.11224782785336358,C,0.0026917683887256088,0.5315350374299996
K/Qx dis,Overpair,42,378,458.03473900000023,2.805555555555556e-06,0.5277375456349208,0.47225964880952387,C/R,0.07195484295197926,0.3283051135000008
K/Qx con,2 overcards + BDFD,7,21,58.95417199999999,0.04324599999999999,0.8669584285714286,0.0897954761904762,C,0.0,0.0
K/Qx dis,2 overcards + BDFD,21,63,71.777726,0.05671265079365081,0.7067471428571429,0.23654019047619051,C,0.0004734028542764587,0.1293371104600002
[J-8]x con,Weak pair,22,444,1304.1625469999997,0.3162908460858586,0.6680536547438671,0.015655469173881678,C,0.06445057400959486,0.8666050000000001
[J-8]x con,Air,26,2907,48014.11705700001,0.6567901410658229,0.2771504811211679,0.06605938201058928,F,0.022484461673775546,1.1375155426199999
[J-8]x con,Gutshot,26,672,12411.445695999997,0.04868636752934566,0.5465170792265026,0.4047965550506786,C/R,0.01316112706133139,1.1300024
[J-8]x con,OESD,24,292,3769.408877999998,0.003171923697916667,0.3178296474165013,0.6789984410879629,R,0.02306716831429178,0.4916218906424
[J-8]x con,Two pair+,26,386,3982.9099989999995,0.0,0.2400829979131362,0.7599169922469738,R,0.02945529745346742,0.9144061557000001
[J-8]x con,Third pair,26,183,2339.8963630000003,0.012514629273504274,0.7818958856837608,0.2055895149572649,C,0.0009691419730364703,0.2006987176173
[J-8]x con,Second pair,26,252,2597.8649510000005,0.0110771119165023,0.6917102074128862,0.2972127136587771,C,0.002714454603140239,0.2703811640118
[J-8]x con,Top pair,26,819,6152.468517000002,0.007578481884568424,0.7133548412698413,0.27906667987696065,C,0.003940278603451018,0.3974189512499997
[J-8]x con,Overpair,26,672,16591.511143000007,0.003350728632478632,0.7380686232905982,0.2585806407051282,C,0.0012160798781053763,0.3520832775999999
[J-8]x con,Underpair,22,444,4333.467884000001,9.206349206349205e-07,0.8698215263347765,0.1301775332070707,C,0.001313942765770764,0.07956338887000029
[J-8]x con,2 overcards + BDFD,25,489,13518.681648000002,0.04092451644444445,0.7385110324444446,0.22056441288888892,C,0.0013526573062570524,0.29947172545499995
[J-8]x dis,Weak pair,67,1602,3738.6674369999996,0.19466800679933663,0.7078760830845772,0.09745591082089548,C,0.013438539455383664,0.5656742
[J-8]x dis,Air,67,8152,85962.63618899987,0.5869255782002168,0.3077658481985916,0.10530857271775182,F/C,0.039958908320725135,0.74885779219
[J-8]x dis,Gutshot,66,1344,11749.503506999994,0.005667927533588046,0.4528386944924079,0.5414933803221609,R/C,0.008391407172540308,1.0085340500000002
[J-8]x dis,Third pair,67,390,3480.6658420000012,0.006693832587064677,0.5738798907960198,0.4194262557213931,C/R,0.04292264244152326,0.355865
[J-8]x dis,OESD,53,556,3409.177529000002,1.9921383647798743e-07,0.3151853763177598,0.6848144183363283,R,0.014999537985447542,1.0270757420099983
[J-8]x dis,Two pair+,67,691,4995.157921999997,1.0673903211216645e-06,0.15516387987336047,0.8448350389219405,R,0.015405219757243188,1.154319659640001
[J-8]x dis,Second pair,67,882,4641.999325999997,8.043449419568821e-06,0.7209266131840795,0.2790653402985074,C,0.003018065671128602,0.76843987094
[J-8]x dis,Underpair,52,726,5056.306323000002,4.1283920940170936e-05,0.888236215491453,0.11172250683760684,C,0.0012591117558032263,0.07111604589000002
[J-8]x dis,Top pair,67,2190,8738.923840999993,2.5425491589670694e-06,0.7084801379931843,0.2915173179687643,C,0.00580708632833108,1.0196882519999995
[J-8]x dis,Overpair,67,1692,26952.99996699999,1.925995024875622e-06,0.6842623477611939,0.3157357228855721,C,0.0019347899555938286,0.7086931857600007
[J-8]x dis,2 overcards + BDFD,67,1260,24803.54545399998,0.050334410246387094,0.6796454127773828,0.2700201730474611,C,0.0026043961614951915,0.10325747527999996
[7-4]x,Weak pair,16,180,1689.4767399999992,0.01758770659722222,0.9045814965277778,0.07783078993055556,C,3.851545979053436e-06,0.00043616019000012327
[7-4]x,Air,20,2368,172951.9091400002,0.7456408005350303,0.23463898484204937,0.01972021967620169,F,0.02662205405258832,1.115510838
[7-4]x,Gutshot,20,604,50226.26442699999,0.02816811424160079,0.6639978034263835,0.3078340861635375,C,0.0026245171095938087,0.2943799861199999
[7-4]x,Third pair,20,69,5844.330500000001,0.0,0.8057810666666667,0.19421893333333334,C,0.0001957070423286099,0.017930585294999978
[7-4]x,OESD,17,140,8968.145917999997,0.0,0.41709153308823527,0.582908468137255,R/C,0.0012586240221151973,0.1884200000000007
[7-4]x,Two pair+,20,252,9069.751999000002,0.0,0.3349247514671362,0.6650752539886602,R,0.007802095517838526,0.19727999999999923
[7-4]x,Second pair,20,144,8338.492934,0.0,0.7873162402777776,0.2126837597222222,C,0.0010419434863876318,0.015452641200000273
[7-4]x,Top pair,20,225,9872.983061000004,0.0,0.66030152,0.3396984769444444,C,0.001807037235807153,0.06812515219999966
[7-4]x,Overpair,20,930,90571.5103999999,0.0,0.8135921160615078,0.18640788358465604,C,0.00028170851235356103,0.031051259880000258
[7-4]x,2 overcards + BDFD,20,1008,81871.03868200003,0.007822380135420135,0.8365319508119196,0.15564567522617495,C,0.00048605238273522025,0.045844227600000134
[7-4]x,Underpair,10,90,2392.620659999999,0.0,0.7825375972222222,0.21746238611111107,C,0.001481204897756089,0.02725967260000033
