study,flop,hand,status,reach_weight,share_of_study,share_of_class,positive_reach_rows,positive_reach_boards,frequencies_X,frequencies_B,action_ev_bb_X,action_ev_bb_B,forced_action_local_regret_bb_X,forced_action_local_regret_bb_B,extra_loss_vs_mixed_bb_X,extra_loss_vs_mixed_bb_B,action_loss_p95_bb_X,action_loss_p95_bb_B,action_loss_mass_gt_05_X,action_loss_mass_gt_05_B,action_loss_mass_gt_10_X,action_loss_mass_gt_10_B,mixed_ev_bb,frequencies_F,frequencies_C,frequencies_R,action_ev_bb_F,action_ev_bb_C,action_ev_bb_R,forced_action_local_regret_bb_F,forced_action_local_regret_bb_C,forced_action_local_regret_bb_R,extra_loss_vs_mixed_bb_F,extra_loss_vs_mixed_bb_C,extra_loss_vs_mixed_bb_R,action_loss_p95_bb_F,action_loss_p95_bb_C,action_loss_p95_bb_R,action_loss_mass_gt_05_F,action_loss_mass_gt_05_C,action_loss_mass_gt_05_R,action_loss_mass_gt_10_F,action_loss_mass_gt_10_C,action_loss_mass_gt_10_R
UTG_BB_BET,ABB,BDFD,observed,4052.0395280000002,0.000305716613608012,0.017575384140199768,96,6,0.007925134513397571,0.9920748801384341,2.190003629031193,2.215993539068338,0.02598991003714613,0.0,0.02562970611324879,-0.000360203923897339,0.04392,0.0,0.0,0.0,0.0,0.0,2.21563336973639,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,ABB,2 overcards + draw,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,ABB,2 overcards,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,ABB,A-high,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,ABB,Air / Nothing,observed,1343.82922,0.0001013886749048259,0.0058287473745308,32,6,0.06796839924909207,0.9320316007509079,1.935042973037333,1.956057642817887,0.021235337753527914,0.00022066797297352626,0.019727304076366105,-0.0012873657041882827,0.0472000000000001,0.0,0.0,0.0,0.0,0.0,1.954770277113699,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Two pair+,observed,65192.194,0.004918593869984715,0.10011914125215592,332,16,0.008912788354476918,0.991087195199075,9.74150313295098,9.839012800178226,0.09753611286274562,2.6445635500478987e-05,0.09729376660274214,-0.00021590062450300648,0.325100000000001,0.0,0.016800063516806928,0.0,0.005290167101907937,0.0,9.838796746179492,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Overpair,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Top pair,observed,194371.44899999996,0.014664857230475269,0.2985066365126048,912,16,0.09536292439346898,0.904637077621199,4.784388197649957,4.794421649593303,0.010206393987833058,0.0001729420444872062,0.009583018485971154,-0.0004504334573746967,0.0378999999999996,0.000230000000000175,0.0,0.0,0.0,0.0,4.793971225889557,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Second pair,observed,111294.0673,0.00839686906667762,0.170920255338172,702,16,0.09243054156445683,0.9075694530831085,3.4061818010685916,3.421548656921483,0.01596231464602066,0.0005954587931301198,0.014295908649343905,-0.0010709472035466347,0.0500399999999996,0.00356999999999985,0.0,0.0,0.0,0.0,3.42047769021213,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Third pair,observed,7102.248688000001,0.0005358475411934102,0.010907303405094958,108,12,0.002205690976361936,0.9977943218099685,3.314260200537415,3.3949432680727614,0.08068306753534507,0.0,0.08067006686238268,-1.3000672962393357e-05,0.20939,0.0,0.0,0.0,0.0,0.0,3.394930315204181,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Underpair,observed,10412.753999999999,0.0007856171859173633,0.015991423582859498,48,8,0.2036770529752264,0.7963229888114134,3.2641201042932533,3.2720988996263625,0.008096965970770108,0.00011817063766223688,0.006517736724711165,-0.0014610586083967062,0.0283300000000004,0.000640000000000196,0.0,0.0,0.0,0.0,3.2706379766862352,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Weak pair,observed,130014.3827,0.009809271732104411,0.19967004556332552,912,16,0.19852857491404985,0.8014714174863792,2.4570672489030643,2.4773431279909515,0.02034160421117777,6.572512328668807e-05,0.016229732694433043,-0.004046146393458039,0.0790099999999998,0.0,0.0,0.0,0.0,0.0,2.473296962721934,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Combo draw,observed,32837.486864,0.002477509218281164,0.05043028595881633,165,16,0.029412409610186912,0.9705875902795731,3.496653780586909,3.5190264093813797,0.022372628794470138,0.0,0.022117385790662216,-0.0002552430038079215,0.0784399999999996,0.0,0.0,0.0,0.0,0.0,3.5187711654000777,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,OESD,observed,436.172,3.2908125863335315e-05,0.0006698526832558412,2,2,0.009583886980365544,0.9904161130196343,4.804356373815834,4.827450720266316,0.023094346450482518,0.0,0.022870718865419748,-0.00022362758506277048,0.0378100000000003,0.0,0.0,0.0,0.0,0.0,4.827227092681254,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Gutshot,observed,50892.203004,0.0038396940241878057,0.07815787977914763,437,16,0.06175978319427959,0.9382402027899313,3.023188354558629,3.0354748697141414,0.01254098272049641,0.0002544675649820469,0.011907698260282196,-0.00037881689523216664,0.0470199999999998,0.00168999999999997,0.0,0.0,0.0,0.0,3.0350960117229597,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,BDFD,observed,36475.370368,0.0027519787583382594,0.056017178346513305,447,16,0.13007001645534924,0.8699299808486567,2.2685893833225053,2.27920088022533,0.010686492992022017,7.499608919666935e-05,0.010030246554149125,-0.0005812503486762223,0.03823,0.0,0.0,0.0,0.0,0.0,2.2786196237110015,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,2 overcards + draw,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,2 overcards,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,A-high,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[K/Q]x,Air / Nothing,observed,12117.828392,0.0009142609381487902,0.018609997578054104,149,16,0.06809967052505622,0.9319003452035286,1.9984447257166271,2.0143176249079855,0.015890245714838012,1.7346523479304713e-05,0.015490132003198919,-0.0003827671881597893,0.05776,0.0,0.0,0.0,0.0,0.0,2.0139348904194057,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Two pair+,observed,42125.265152,0.003178249698853638,0.1020586212428803,206,10,0.02819981487969816,0.9718001748410068,9.377655244701542,9.412513345333895,0.03517087884734414,0.0003127782149847024,0.034602601079138325,-0.000255499553221115,0.130100000000001,0.000809999999999533,0.01086270432598748,0.0,0.0012379126828481024,0.0,9.412257776299318,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Overpair,no_rows,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Top pair,observed,121004.867,0.009129525492952664,0.293163493336772,570,10,0.21721555552935717,0.7827844302387192,4.441249415579454,4.447235650800722,0.0060629581334112614,7.672291214534874e-05,0.004781609019464192,-0.0012046262018017208,0.0180600000000002,0.000560000000000116,0.0,0.0,0.0,0.0,4.4460309640094895,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Second pair,observed,41306.742064,0.0031164941051842828,0.10007555152176832,306,10,0.22586722670026643,0.7741327603288368,3.2926700311118644,3.299752248820349,0.0077204822716196875,0.0006382645631347691,0.005614300859164504,-0.0014679168493204144,0.0232600000000001,0.00371999999999995,0.0,0.0,0.0,0.0,3.298284291892212,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Third pair,observed,8687.037556,0.0006554160406270204,0.021046444988569706,111,10,0.19329192696222347,0.8067080780290862,3.1707831151587698,3.194612235869868,0.024745039148910998,0.0009159184378136182,0.022711211361395974,-0.001117909349701407,0.11105,0.00719999999999965,0.0,0.0,0.0,0.0,3.193494341269179,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Underpair,observed,32499.06,0.0024519757272820956,0.07873681609650754,150,10,0.3639573750146619,0.6360426315955596,3.1033528697119244,3.117799573567974,0.014706295213461574,0.0002595913574115719,0.008104461921353334,-0.006342241934696669,0.0459899999999998,0.00160999999999989,0.0,0.0,0.0,0.0,3.111457351939218,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Weak pair,observed,51384.652799999996,0.0038768481740831255,0.1244917224589416,450,10,0.3320734487185053,0.6679265483458167,2.454476960277446,2.463913285129485,0.009901230276153581,0.000464905424115264,0.006277803893103659,-0.003158520958934659,0.0291300000000003,0.00255999999999945,0.0,0.0,0.0,0.0,2.4607547581674605,,,,,,,,,,,,,,,,,,,,,
UTG_BB_BET,A[J-T][9-5],Combo draw,observed,23327.747248,0.001760022290622181,0.05651709757179395,144,10,0.04057552735924551,0.9594244732020943,3.5155093863336973,3.530809265825082,0.015318118885328542,1.8239393942184276e-05,0.01501712917209178,-0.00028275031929457685,0.05531,0.0,0.0,0.0,0.0,0.0,3.5305265170070643,,,,,,,,,,,,,,,,,,,,,
