flop_category,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_bet_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A-high high,Weak pair,22,1248,68749.23076999983,0.72263184888468,0.27736814951599326,X,0.0015902883402153037,0.08898999999999972
A-high high,Top pair,22,1200,98946.55260000004,0.706629316586922,0.2933706881977672,X,0.001207307545736138,0.016721505809999825
A-high high,Air,22,724,21438.169628000003,0.8901957128160665,0.10980427645911539,X,0.0029141118186408366,0.06265927320000006
A-high high,Second pair,22,900,56964.419579999994,0.8310959500329463,0.16890405030508704,X,0.0010114523197047164,0.024836775200000005
A-high high,Gutshot,22,700,37250.82655399996,0.383678735479798,0.6163212603535354,X/B,0.003443509343588854,0.11076999999999995
A-high high,Third pair,18,243,9065.916493999997,0.26161259153439154,0.7383874186507936,B,0.007978569215306573,0.26031000000000015
A-high high,Two pair+,22,625,46441.12843999998,0.373297824901992,0.6267021833854277,X/B,0.003345606715943093,0.3177500000000009
A-high high,OESD,5,28,1403.8442019999998,0.5631849750000001,0.43681502500000013,X/B,0.004018367844636922,0.07495999999999974
A-high high,Underpair,11,72,6214.535999999998,0.91717075,0.08282926515151513,X,5.423206637898531e-05,0.001265266869999948
A-high medium,Weak pair,16,720,35000.461050000005,0.8578474337797618,0.1421525587797619,X,0.0011249082844708013,0.055990450130000015
A-high medium,Top pair,16,912,75088.5799000001,0.8228485383771931,0.1771514605263158,X,0.00041464292803284296,0.009587688559999207
A-high medium,Air,16,620,24721.119764000017,0.9166756727417115,0.08332432660724692,X,0.0017717269191884592,0.10559494610999991
A-high medium,Gutshot,16,772,47976.737271999955,0.4547361952380952,0.545263804400374,X/B,0.0011184277102759019,0.08062637550000033
A-high medium,Third pair,12,117,3569.6725899999997,0.19418179305555558,0.8058182138888889,B,0.0010072877951718196,0.01321959017999994
A-high medium,OESD,5,84,3031.2139779999998,0.5040118500000002,0.49598813999999997,X/B,0.0006178516386358226,0.012906249840000328
A-high medium,Two pair+,16,326,24916.220776000002,0.39728698948863644,0.6027129917613636,X/B,0.0008424578840654069,0.2125249999999994
A-high medium,Second pair,16,495,26327.941077999967,0.7916271833754207,0.2083728189393939,X,0.000606980950178884,0.046049907900000166
A-high medium,Underpair,16,240,20514.21600000001,0.9734374166666666,0.02656259027777778,X,1.1635724598152892e-05,0.0008145951999999568
A-high low,Weak pair,27,672,19902.914930000003,0.6039237247942388,0.3960762758230452,X/B,0.03348561186409316,0.13315800000000005
A-high low,Top pair,28,1848,156799.26020000022,0.8086341439393941,0.19136585660173164,X,0.0011056413596742384,0.015689608470000848
A-high low,Air,28,3220,183752.89746799934,0.8236177425388844,0.17638225563670323,X,0.004135570858186982,0.12393686768399999
A-high low,Gutshot,24,176,5222.998494000002,0.29372878182870377,0.7062712013888888,B,0.0033500050359149573,0.05050019520000006
A-high low,OESD,13,68,1675.9621639999996,0.17929196153846153,0.8207080769230768,B,0.0024241981412075047,0.011568539199999606
A-high low,Third pair,14,102,2630.138638,0.2706513611111111,0.7293486071428573,B,0.004402215765481479,0.1779
A-high low,Two pair+,28,380,24764.297299999995,0.317438770943762,0.6825612269553974,B,0.0027263271902829333,0.07802464639999869
A-high low,Second pair,27,303,10678.04353799999,0.44517958292181076,0.5548204201646091,X/B,0.001162796163964885,0.05445999999999991
A-high low,Underpair,28,1008,87239.56839999997,0.8978077133290815,0.10219229686082767,X,0.00010368578255312699,0.008583075199999967
Broadway,Weak pair,51,2370,120920.4208199996,0.6986919032965037,0.3013080995564893,X,0.00190487756992038,0.09237778287999987
Broadway,Gutshot,51,2016,154815.8122740004,0.48931995679466234,0.5106800433316004,X/B,0.0016072092623050673,0.10736450000000008
Broadway,Air,51,2348,136332.14580999984,0.7111232019328441,0.2888767954020244,X,0.004395401122590929,0.0697299526
Broadway,Top pair,51,2214,160413.0686600002,0.7470053640814922,0.25299463660364857,X,0.0017484585138325549,0.04134276588000034
Broadway,OESD,49,848,51370.30101600003,0.47061319392006806,0.5293868158588433,X/B,0.0007939687612139654,0.14315999999999995
Broadway,Two pair+,51,1149,76922.56834200003,0.22627413246054534,0.7737258638421327,B,0.0019008852932210624,0.12878000000000042
Broadway,Third pair,51,528,25425.53691599995,0.4152251881419235,0.5847748158885777,X/B,0.017621243145296447,0.16970500000000008
Broadway,Second pair,51,1698,106536.03817999987,0.8442761906939463,0.1557238033684906,X,0.00035778467309103206,0.05789901569999998
Broadway,Overpair,51,492,41748.76199999999,0.4068923469498911,0.5931076650326798,X/B,0.0010576011605189293,0.007888550859999555
Broadway,Underpair,25,198,17387.493000000002,0.9106790133333332,0.08932098999999999,X,0.0001226381217806148,0.0016518046999998148
K/Q-high,Weak pair,54,1344,41105.05842000003,0.7154084226337448,0.2845915763888888,X,0.0007434498209258663,0.1346300000000001
K/Q-high,Air,56,6636,476782.22707000095,0.697034212043648,0.3029657845885844,X,0.0037546943688515494,0.09715812724999981
K/Q-high,Gutshot,49,884,46207.49403200001,0.3475829862119848,0.6524170169484462,B,0.005082063687705945,0.10800295016000021
K/Q-high,Top pair,56,3066,219096.02131000126,0.6926822411978169,0.3073177567379583,X,0.004475183002843667,0.055222030469999336
K/Q-high,OESD,31,168,5871.774561999998,0.39492296102150526,0.6050770241935484,X/B,0.0012207280445500292,0.07733518925000027
K/Q-high,Third pair,56,342,18740.606921999995,0.6696570919642859,0.3303429222222221,X,0.001776003449770029,0.06635184963999982
K/Q-high,Two pair+,56,616,37864.345916,0.3318350850675468,0.6681649181070559,B,0.004358826973295577,0.1266999999999996
K/Q-high,Second pair,56,678,30758.221656000034,0.608325670734127,0.39167432440476196,X/B,0.0012865724169107441,0.12821
K/Q-high,Underpair,56,1512,134166.82099999988,0.8017951456361015,0.1982048513711734,X,0.0013569619234449402,0.022034754450000093
K/Q-high,Overpair,56,504,44117.912999999986,0.2921065327380952,0.7078934702380951,B,0.006074883409451649,0.03484285125000071
K/Q-high,2 overcards + BDFD,28,84,7436.982,0.9692719166666668,0.03072809523809524,X,4.725484071127244e-06,0.00028959810000017683
Middle connected,Weak pair,22,444,8138.144089999997,0.9783475617424243,0.02165242613636363,X,2.2652960347151397e-06,0.001031153256000028
Middle connected,Air,26,2907,210825.8006939995,0.9505814683371134,0.04941853276198918,X,0.0002487354008611874,0.04146878432799994
Middle connected,Gutshot,26,672,43510.12571000002,0.8103671651858559,0.1896328340799825,X,6.573935949094251e-05,0.04600634905000014
Middle connected,OESD,24,292,16192.388251999995,0.8071056119378306,0.19289437590939154,X,6.449562395443963e-05,0.014014367100000058
Middle connected,Two pair+,26,386,20202.388049999994,0.7681889068642372,0.23181109125986088,X,8.858892140423623e-05,0.057577921710000625
Middle connected,Third pair,26,183,10130.457714,0.9316766929487179,0.06832333803418805,X,2.7448545376020202e-05,0.10913628923999993
Middle connected,Second pair,26,252,13284.764246000006,0.9252599515943458,0.07474005588428666,X,8.790194207555081e-07,0.000543994159999528
Middle connected,Top pair,26,819,52021.27320199998,0.9332608951676529,0.06673910311355312,X,0.00020063221406069442,0.010861515759999918
Middle connected,Overpair,26,672,60592.31399999997,0.8759087764957267,0.12409121538461537,X,9.517535598624649e-05,0.010780813199998818
Middle connected,Underpair,22,444,34475.06429999998,0.9562155547799424,0.043784417568542566,X,4.11548302798469e-06,0.0005274527999999279
Middle connected,2 overcards + BDFD,25,489,43910.690300000075,0.9015507262222222,0.09844926044444445,X,0.00016600045936474746,0.020119024000000076
Middle dry,Weak pair,67,1602,48487.17807999973,0.953211450248756,0.046788543905472636,X,1.1945642884919899e-05,0.004247731543999933
Middle dry,Air,67,8152,601593.2303340004,0.9114604698245011,0.088539528898218,X,0.00033539360671565175,0.06836882378899985
Middle dry,Gutshot,66,1344,77946.92200200015,0.7838200080545714,0.21617999633783716,X,7.8819565830516e-05,0.04315269553999954
Middle dry,Third pair,67,390,22506.12793999999,0.8685304838308455,0.1314695233830846,X,0.0002644073075632777,0.015501095599999992
Middle dry,OESD,53,556,20855.555292000012,0.8022180557801738,0.19778194579215325,X,2.5380091302058278e-05,0.05575264049999902
Middle dry,Two pair+,67,691,39326.46225199993,0.6525630276612274,0.34743697415022784,X,0.0004624638398516523,0.38475113039999653
Middle dry,Second pair,67,882,41092.36178000005,0.8898559762023216,0.11014402918739637,X,2.1041266755900623e-05,0.025809435840000106
Middle dry,Underpair,52,726,64612.43470000001,0.9439003147970081,0.05609968749999998,X,4.038264787749037e-05,0.002156252700000039
Middle dry,Top pair,67,2190,140103.62165000034,0.9097896641645254,0.09021034345124193,X,0.0003408316779835364,0.026187720899999788
Middle dry,Overpair,67,1692,152412.49799999988,0.8197411904643451,0.1802588055970149,X,0.00019347114153569258,0.022357327979999297
Middle dry,2 overcards + BDFD,67,1260,113116.87650000022,0.9182164603885336,0.08178354028271342,X,7.044666778005278e-06,0.002254877400000055
Low,Weak pair,16,180,1715.445640000001,0.9997294166666667,0.00027058333333333334,X,0.0,0.0
Low,Air,20,2368,168125.47635399943,0.9984144433294146,0.0015855566840874565,X,3.275100199076451e-07,0.0002943832710000649
Low,Gutshot,20,604,45959.79483799996,0.9778965314525692,0.022103478282279314,X,2.4755256355243737e-06,0.04032306954000013
Low,Third pair,20,69,5430.4902,0.9933368749999998,0.006663141666666666,X,0.0,0.0
Low,OESD,17,140,6952.487323999995,0.8959623982843139,0.10403761029411765,X,7.3679455179361375e-06,0.07939716502000067
Low,Two pair+,20,252,9229.648952000005,0.9052105208398104,0.09478948493862174,X,3.934019433628204e-07,2.8469499997640924e-05
Low,Second pair,20,144,8155.479838000001,0.9933515847222223,0.006648405555555554,X,0.0,0.0
Low,Top pair,20,225,9829.294805999998,0.9889007275000002,0.011099291944444447,X,0.0,0.0
Low,Overpair,20,930,87384.93240000025,0.9890925740972222,0.010907423802910052,X,4.282478554089678e-09,3.886710000244875e-06
Low,2 overcards + BDFD,20,1008,81567.18266200005,0.9875835980347747,0.012416404302170784,X,4.691221373611924e-07,0.0007934989499998934
Low,Underpair,10,90,3413.050499999997,0.9951798972222223,0.004820138888888889,X,0.0,0.0
