flop_class,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_donk_frequency,policy,mean_frequency_distance,mean_local_loss_bb,max_combo_loss_bb
K/Qx dis,Underpair,42,924,143031.60199999972,0.9982014738756616,0.0017985312547241115,X,0.002800407467532469,0.0,0.0
K/Qx con,A-high + Gutshot,7,38,5778.391599999999,0.9355119725274725,0.06448802747252748,X,0.02586802631578947,0.0,0.0
K/Qx con,A-high + Gutshot + BDFD,7,42,5637.3572,0.9119469999999998,0.08805300000000002,X,0.08805299999999999,0.0,0.0
K/Qx dis,A-high + Gutshot,6,12,1641.9239999999998,0.9355730833333333,0.06442691666666667,X,0.06442691666666665,0.0,0.0
K/Qx dis,A-high + Gutshot + BDFD,6,36,4943.3949999999995,0.9052625000000001,0.09473750000000002,X,0.09473749999999999,0.0,0.0
BBB,A-high + OESD,1,2,285.71799999999996,1.0,0.0,X,0.0,0.0,0.0
BBB,A-high + OESD + BDFD,1,6,859.197,0.9998103333333334,0.00018966666666666665,X,0.00018966666666667362,0.0,0.0
BBx,Third pair + OESD,3,12,526.75336,1.0,0.0,X,0.0,0.0,0.0
BBx,Third pair + OESD + BDFD,3,6,937.0029999999999,0.9819286666666667,0.01807133333333333,X,0.01807133333333333,0.0,0.0
BBx,Weak pair + OESD,2,12,1895.3870000000004,0.9969707499999999,0.00302925,X,0.003029250000000001,0.0,0.0
BBx,Second pair + OESD,3,30,1456.5,0.9974070666666667,0.002592966666666667,X,0.0025929500000000014,0.0,0.0
BBx,Top pair + OESD,3,21,1674.4877000000001,0.99607,0.003929966666666666,X,0.0005892619047619027,0.0,0.0
BBx,A-high + OESD,5,53,8071.513500000003,0.9854268000000002,0.01457316923076923,X,0.0019526226415094378,0.0,0.0
BBx,Second pair + OESD + BDFD,3,6,792.925,0.9866929999999999,0.013307,X,0.013306999999999998,0.0,0.0
BBx,Top pair + OESD + BDFD,3,6,524.8195000000001,0.9899536666666666,0.010046333333333332,X,0.010046333333333338,0.0,0.0
BBx,A-high + OESD + BDFD,5,15,1611.0122000000001,0.9960303999999999,0.003969599999999999,X,0.003969600000000001,0.0,0.0
BBx,2 overcards + Gutshot,23,354,21853.31720000004,0.9985245211594204,0.001475491739130435,X,0.0014941299435028254,0.0,0.0
BBx,Underpair + OESD,1,6,604.923,0.9994853333333333,0.0005146666666666666,X,0.000514666666666665,0.0,0.0
K/Qx con,Third pair + Gutshot,1,2,330.926,1.0,0.0,X,0.0,0.0,0.0
K/Qx con,Third pair + Gutshot + BDFD,1,4,664.2139999999999,0.9992557500000001,0.0007442499999999999,X,0.0007442500000000008,0.0,0.0
K/Qx con,Second pair + Gutshot,1,11,369.28132999999997,0.9995304545454547,0.0004695454545454546,X,0.00046954545454545334,0.0,0.0
K/Qx con,Second pair + Gutshot + BDFD,1,4,612.6120000000001,0.99620875,0.0037912499999999995,X,0.0037912500000000116,0.0,0.0
K/Qx con,Underpair + Gutshot,1,12,1506.6270000000002,0.9949988333333332,0.005001083333333334,X,0.005001125000000001,0.0,0.0
K/Qx con,Top pair + Gutshot,1,20,1583.0996000000002,0.9949638999999999,0.0050361,X,0.005036099999999999,0.0,0.0
K/Qx con,Top pair + Gutshot + BDFD,1,4,226.4847,0.94545875,0.05454125,X,0.05454125000000001,0.0,0.0
K/Qx con,2 overcards,7,84,3251.873099999998,0.9999326428571429,6.734523809523809e-05,X,6.735119047619078e-05,0.0,0.0
K/Qx dis,2 overcards,21,252,9741.648800000003,1.0,0.0,X,0.0,0.0,0.0
[J-8]x con,Weak pair,22,372,77644.86300000006,0.916960917929293,0.08303907765151514,X,0.06115669892473116,2.775562929933382e-05,0.002066163399999965
[J-8]x con,Air,26,515,52206.606700000055,1.0,0.0,X,0.0,0.0,0.0
[J-8]x con,Air + Gutshot,26,147,16363.600990000006,0.9046080669654877,0.09539193303451239,X,0.09304586394557825,0.000552106398380701,0.14505999999999997
[J-8]x con,A-high,25,160,24626.31800000001,0.999971485882353,2.851411764705882e-05,X,9.037499999999835e-06,0.0,0.0
[J-8]x con,Air + BDFD,26,1041,138641.2937000001,0.9169344197516888,0.08306557575335084,X,0.03759154226705093,1.1112613104969082e-06,0.0005433780719999781
[J-8]x con,Air + Gutshot + BDFD,26,333,45559.25939999997,0.8341019659238907,0.1658980419108669,X,0.17982517867867864,0.0010144172294277811,0.05675000000000008
[J-8]x con,A-high + BDFD,25,300,43859.40099999998,0.8780973988571429,0.12190261634920635,X,0.08233102333333335,0.0004949047633531401,0.02110280175000003
[J-8]x con,Air + OESD,26,92,10958.4902,0.8716651758012823,0.1283348068910256,X,0.16849117391304347,0.0030588365579927823,0.049195729799999734
[J-8]x con,Air + OESD + BDFD,26,240,31832.05050000001,0.8557362370726497,0.14426378547008548,X,0.1686983479166666,5.004983787338453e-05,0.004222699799999674
[J-8]x con,Third pair,26,140,18660.416500000007,0.9378834426739927,0.062116563736263744,X,0.054410296428571425,9.755642643602226e-05,0.01174987776000016
[J-8]x con,Third pair + BDFD,26,280,37392.93090000002,0.9508736753815626,0.04912633402014652,X,0.04567758928571427,7.445194668686928e-06,0.0014314793600000541
[J-8]x con,Second pair,26,161,22068.822000000004,0.9421683679029302,0.05783163337912088,X,0.04781767080745343,3.447468836365056e-05,0.006042509480000291
[J-8]x con,Second pair + BDFD,26,304,41399.63550000004,0.9432926870497559,0.05670732683150184,X,0.054898912828947384,4.060738557412771e-06,0.0005076295000002063
[J-8]x con,Weak pair + Gutshot,8,48,9508.051000000005,0.8597406875,0.14025933333333335,X,0.14025932291666668,0.0,0.0
[J-8]x con,Two pair+,26,403,59690.840530000096,0.8385354295058598,0.16146458128606866,X,0.16157591687344913,3.0693773485454105e-05,0.007582946399999457
[J-8]x con,Third pair + Gutshot,12,24,3275.1261000000004,0.9501298333333335,0.04987016666666667,X,0.04987016666666666,3.501297052707524e-06,7.770204000010495e-05
[J-8]x con,Second pair + Gutshot,12,33,4357.9295,0.9141751666666665,0.08582483333333334,X,0.0624180606060606,1.5341717205052476e-05,0.0002733934500000146
[J-8]x con,Top pair + Gutshot,12,85,6436.794140000003,0.8085867159090908,0.19141326893939395,X,0.08706457647058821,1.9502353457004363e-06,0.0008164618799995083
[J-8]x con,A-high + Gutshot,23,52,7689.473600000004,0.9236166102484473,0.07638336801242238,X,0.06106759615384613,0.0007254687958594768,0.03942111797900001
[J-8]x con,Two pair+ + BDFD,26,124,16517.7926,0.800275333119658,0.1997246861111111,X,0.26956641129032255,0.00011132819344277398,0.01835384879999964
[J-8]x con,Second pair + Gutshot + BDFD,12,48,8206.825,0.8225387083333332,0.17746127083333332,X,0.17746128124999996,2.6157512933742613e-05,0.0005521150500001681
[J-8]x con,Top pair + Gutshot + BDFD,12,44,4916.580399999999,0.77994,0.22006002083333334,X,0.19893985227272726,0.00011373524957983352,0.0018169112500004303
[J-8]x con,A-high + Gutshot + BDFD,23,120,17276.635000000002,0.8830444347826087,0.11695557246376811,X,0.12460088750000003,7.000513673830981e-07,5.587049599995453e-05
[J-8]x con,Third pair + Gutshot + BDFD,12,48,6562.089000000002,0.8613995,0.1386005,X,0.1386005,0.00014730387490561697,0.003056999400000393
[J-8]x con,Weak pair + OESD,4,24,4592.285999999999,0.9986902083333333,0.0013097916666666666,X,0.0013097916666666685,0.0,0.0
[J-8]x con,Third pair + OESD,8,12,2050.975,0.8496681875,0.1503318125,X,0.10464408333333335,0.0,0.0
[J-8]x con,Second pair + OESD,8,30,2572.8019600000002,0.8065588931818181,0.19344123181818182,X,0.05861668333333334,6.864696022469379e-05,0.0011375510199997051
[J-8]x con,Top pair + OESD,8,57,3938.176190000001,0.7666092113636364,0.23339078863636362,X,0.07162959649122806,7.68875477831935e-05,0.0018285488000003625
[J-8]x con,A-high + OESD,8,20,3041.3567999999996,0.921409923076923,0.07859007692307693,X,0.07982520000000001,6.295612341157165e-05,0.0006773733000002835
[J-8]x con,Second pair + OESD + BDFD,8,24,3956.5072,0.72458815625,0.27541184375,X,0.22355004166666667,0.0,0.0
[J-8]x con,Top pair + OESD + BDFD,8,24,3722.0913000000005,0.6941952499999999,0.30580475,X,0.2512451666666667,0.0001481029310230601,0.001895305499999722
[J-8]x con,A-high + OESD + BDFD,8,24,3350.6180999999992,0.8088160000000001,0.191184,X,0.191184,4.412310562880235e-06,0.00014921725000007768
[J-8]x con,Third pair + OESD + BDFD,8,24,4111.668,0.7598080937499999,0.24019190625,X,0.193153,1.923142122940218e-05,0.0004416881399997408
[J-8]x con,Top pair,26,682,70832.40209000015,0.948186135698897,0.051813857521706606,X,0.02417121407624633,7.289163120452534e-06,0.0022013441500000398
[J-8]x con,Top pair + BDFD,26,302,41919.91970000002,0.8813610453830892,0.11863894809981687,X,0.11515061423841061,1.0479671355123755e-05,0.0011655318000002523
[J-8]x con,2 overcards + OESD,4,82,10043.1391,0.9157045689102564,0.08429543749999999,X,0.089318006097561,0.0,0.0
[J-8]x con,2 overcards + OESD + BDFD,4,30,3472.7658,0.7693039375,0.23069597916666668,X,0.25999958333333334,0.00018277459254140241,0.0021037371599998524
[J-8]x con,2 overcards + Gutshot,8,263,28835.711520000008,0.7517273554864254,0.24827263155165913,X,0.2739496787072244,9.727263412846572e-05,0.01053793392999971
BBx,2 overcards + OESD,7,104,15416.369999999992,0.9929843406593406,0.0070156263736263725,X,0.009392495192307691,0.0,0.0
BBx,2 overcards + OESD + BDFD,7,24,303.2549,0.9094624047619048,0.09053759523809524,X,0.09664408333333335,0.0,0.0
BBx,2 overcards + Gutshot + BDFD,6,18,395.1558,0.9618358888888888,0.038164111111111114,X,0.03816411111111111,0.0,0.0
[J-8]x con,Underpair + OESD,4,24,4371.657,0.7156659166666667,0.2843340833333333,X,0.2843340833333333,0.0003600945796662736,0.0019057444499999577
[J-8]x con,2 overcards + Gutshot + BDFD,7,69,6498.720999999999,0.647928169047619,0.3520717912698412,X/D,0.21156110144927534,0.0007399807876331261,0.008866679429999812
[J-8]x con,2 overcards,25,1950,230002.27308000004,0.9540387699866437,0.04596123161494994,X,0.06320510615384611,0.00023165394222587587,0.02651373330000002
[J-8]x dis,Weak pair,67,1506,310073.75699999987,0.947277992288557,0.052722009535655055,X,0.03411108134130147,1.6068634047178588e-06,0.0005058041999999929
[J-8]x dis,Air,67,1374,143340.72194999992,0.9999914692164179,8.530783582089552e-06,X,3.3005822416303006e-06,0.0,0.0
[J-8]x dis,A-high,67,584,89131.73139999993,0.9994423725197544,0.0005576274802458296,X,0.0002272910958904109,0.0,0.0
[J-8]x dis,Air + BDFD,67,3006,389309.07649999915,0.9581072368461507,0.041892761556834565,X,0.02443135013306719,1.6919977899566872e-07,0.0006735832920000462
[J-8]x dis,A-high + BDFD,67,1032,148412.64020000005,0.9071203811892917,0.09287961462923476,X,0.05573724709302328,0.0002710683519041881,0.01916898288500004
[J-8]x dis,Third pair,67,400,50285.99109999999,0.9772657084695572,0.022734294870883676,X,0.019489333750000008,3.128137541077867e-06,0.0006469153599997668
[J-8]x dis,Third pair + BDFD,67,800,100715.74600000007,0.9690176214048803,0.030982383931532815,X,0.026568307500000003,9.82791801564989e-07,0.0003382761099999243
[J-8]x dis,Air + Gutshot,67,477,49265.175060000016,0.9311714687615841,0.06882853411688059,X,0.05556895911949684,0.0007925360242827648,0.07755999999999989
[J-8]x dis,Air + OESD,63,287,28048.887740000035,0.930511687592302,0.06948829237746382,X,0.049099808362369324,9.196788603728607e-05,0.010637245439999887
[J-8]x dis,Second pair,67,561,77184.54742999996,0.9663941592264514,0.033605852589468625,X,0.026808666666666665,4.922207860742399e-06,0.002880881249999945
[J-8]x dis,Air + Gutshot + BDFD,67,927,130086.23409999978,0.9249254538794124,0.07507455233949303,X,0.08355132038834943,0.00026040361953672203,0.06805505877799992
[J-8]x dis,Air + OESD + BDFD,63,429,68410.2444,0.9044273968253965,0.09557260626102294,X,0.12821612937062946,1.6682778369980835e-06,0.00019953163999986145
[J-8]x dis,Second pair + BDFD,67,1032,153939.8442999998,0.9522087060974889,0.04779129399135277,X,0.042761947189922496,3.769624570087188e-06,0.00222941759999955
[J-8]x dis,Two pair+,67,762,131008.18233000007,0.898360864317216,0.10163913075179626,X,0.10606486417322833,6.854826992032487e-06,0.004270911560000456
[J-8]x dis,Third pair + Gutshot,10,20,2730.2397,0.94272045,0.0572795,X,0.05727952500000001,0.0,0.0
[J-8]x dis,Third pair + Gutshot + BDFD,10,40,5464.971399999999,0.7994298999999999,0.20057009999999997,X,0.20057009999999997,0.0002636777838109744,0.003061546700000406
[J-8]x dis,Two pair+ + BDFD,66,143,21920.666599999997,0.8804055052188553,0.1195944947811448,X,0.22338584965034972,0.0,0.0
[J-8]x dis,Weak pair + Gutshot,10,78,15397.504000000004,0.8435895583333334,0.156410425,X,0.13687781410256414,0.0,0.0
[J-8]x dis,Second pair + Gutshot,10,29,3423.2122600000002,0.7777708454545454,0.22222915454545458,X,0.15331006896551724,0.00017149491423355297,0.0024054957499998865
[J-8]x dis,Top pair + Gutshot,10,55,4203.118689999999,0.7229135499999999,0.2770864409090909,X,0.12435202727272728,4.081534505989966e-06,0.0020586991499996544
[J-8]x dis,A-high + Gutshot,22,53,7705.808599999999,0.9010192987012985,0.0989807012987013,X,0.0729487358490566,0.00027739813008632175,0.014230643708000024
[J-8]x dis,Second pair + Gutshot + BDFD,10,40,6726.693,0.693909475,0.30609055,X,0.3060905375,0.00013237437581878504,0.0021647240699998347
[J-8]x dis,Top pair + Gutshot + BDFD,10,38,6032.251200000001,0.66257115,0.3374288,X,0.31570219736842103,0.00010149577388631085,0.0020610701099997185
[J-8]x dis,A-high + Gutshot + BDFD,22,123,17390.953400000006,0.8650185833333335,0.1349813712121212,X,0.13191876016260157,2.8345683019343284e-05,0.0011957206379999974
[J-8]x dis,Underpair + Gutshot,4,24,4391.396,0.7761734583333333,0.22382658333333333,X,0.2238265625,1.9969560591221848e-05,0.0004308029500002419
[J-8]x dis,Top pair,67,2200,214874.16962000018,0.9603096049175643,0.03969040211404126,X,0.014922164318181828,6.202630065226586e-06,0.011599953860000766
[J-8]x dis,Top pair + BDFD,67,908,119551.86390000013,0.9183802429726367,0.08161975368099976,X,0.07938119933920705,1.1999112932175756e-06,0.0006849855200002253
[J-8]x dis,2 overcards + Gutshot,33,591,63696.09625999995,0.9048530146173273,0.09514698593767344,X,0.10079739509306268,1.5550623542000394e-05,0.011466071999999983
[J-8]x dis,2 overcards,67,4997,602950.6250699977,0.9758133396153646,0.024186658480809566,X,0.03616669731839097,8.900155482286617e-05,0.03466120649899995
[J-8]x dis,2 overcards + Gutshot + BDFD,33,153,11778.353800000004,0.8139206809764309,0.18607931902356903,X,0.20207175816993464,0.00013230297857666943,0.0017352468000002119
[J-8]x dis,2 overcards + BDFD,67,1059,73882.99140000001,0.9115601624391501,0.08843983991737947,X,0.15209983569405097,0.001278907703819826,0.12251436408000008
[J-8]x dis,Underpair,48,702,131062.34600000008,0.9749969395254626,0.025003058159722227,X,0.022001752849002843,2.3396046312669183e-07,0.0001464649199999002
[J-8]x con,Underpair + Gutshot,4,48,9037.599000000002,0.8450997708333332,0.15490022916666668,X,0.15490022916666668,3.185371228338835e-05,0.0005037263999994934
[J-8]x con,2 overcards + BDFD,23,414,29190.9746,0.8517030406027146,0.1482969581090407,X,0.18307500241545882,0.0017643610635908267,0.102989916722
[J-8]x con,Underpair,14,372,72391.99500000014,0.9724755054421769,0.027524488605442175,X,0.023371782258064504,1.5520170159889198e-06,0.0005042159999998575
[J-8]x con,Overpair + OESD,3,18,2723.9330000000004,0.8731790555555555,0.12682094444444444,X,0.12682094444444444,0.0,0.0
[J-8]x dis,Third pair + OESD,3,3,450.697,0.6711440000000001,0.328856,X,0.328856,0.0,0.0
[J-8]x dis,Third pair + OESD + BDFD,3,6,901.8199999999999,0.5150013333333333,0.48499866666666663,X/D,0.24055400000000002,0.0002850337232014586,0.0010051993600001196
[J-8]x dis,Weak pair + OESD,3,18,3482.808,0.7722465555555557,0.22775344444444445,X,0.22775344444444443,0.0,0.0
[J-8]x dis,Second pair + OESD,3,3,497.85299999999995,0.5121486666666667,0.48785133333333336,X/D,0.24607533333333334,0.00015339322669038292,0.000422196240000261
[J-8]x dis,Top pair + OESD,3,3,550.145,0.498439,0.501561,X/D,0.19283833333333333,0.00032856350978881335,0.0006351917499998194
[J-8]x dis,A-high + OESD,3,3,436.15000000000003,0.7612193333333334,0.23878066666666667,X,0.23878066666666667,0.0,0.0
[J-8]x dis,Second pair + OESD + BDFD,3,6,997.2460000000001,0.4813096666666667,0.5186904999999999,X/D,0.19880475,0.000408155031694274,0.0012705117999999515
[J-8]x dis,Top pair + OESD + BDFD,3,6,1102.45,0.4733253333333334,0.5266746666666666,X/D,0.16225833333333334,0.00021826190515323983,0.0007867128800000955
[J-8]x dis,A-high + OESD + BDFD,3,9,1315.7440000000001,0.6371685555555555,0.3628313333333333,X/D,0.14758416666666668,0.0008025620536811438,0.0017293369200000797
[J-8]x dis,Overpair + Gutshot,3,18,2736.4809999999998,0.6107311666666667,0.38926883333333334,X/D,0.1611873888888889,0.00048613927941990026,0.0016703836199994271
[J-8]x dis,2 overcards + OESD,15,222,16018.412680000016,0.894691794871795,0.10530820769230767,X,0.12191813738738735,1.1756429502736098e-05,0.003659003349999779
[J-8]x dis,2 overcards + OESD + BDFD,15,54,5334.385500000001,0.8241003222222222,0.17589965555555556,X,0.22769334259259258,4.473087611775905e-06,0.0003023685600002324
[J-8]x dis,Overpair,45,468,63646.14399999999,0.9026183475308642,0.09738165123456789,X,0.12253196047008552,1.2752094004441295e-05,0.0009229510399997309
[J-8]x con,Overpair + Gutshot,5,30,4355.535000000002,0.6609251000000002,0.33907489999999996,X,0.3390749,0.0002944980541317187,0.0022744727400002772
[J-8]x con,Overpair,15,156,21399.735000000015,0.8596805703703703,0.14031944074074074,X,0.15855194230769237,4.162002254207816e-05,0.0022907601599996496
[7-4]x,Weak pair,9,72,15948.471000000009,0.5281446635802469,0.4718553364197531,X/D,0.22955041666666665,0.0008500647191155132,0.003925819779999884
[7-4]x,Air + Gutshot,16,53,6362.635800000001,0.4808202887152777,0.5191797029513889,X/D,0.20437150943396226,0.0032061913112598718,0.04769500000000004
[7-4]x,Air + OESD,18,41,5274.267000000001,0.4964136657407407,0.5035863527777777,X/D,0.17755364634146342,0.000543690122866355,0.004114351799999838
[7-4]x,Third pair,20,55,6492.1279,0.7376280141666667,0.26237198333333334,X,0.23592465454545453,0.0010574610084612185,0.015429580669999865
[7-4]x,Air,10,36,4141.605199999999,0.9999345,6.549999999999999e-05,X,1.8194444444443907e-05,0.0,0.0
[7-4]x,A-high,7,9,1396.8129999999999,0.9918532857142858,0.008146714285714285,X,0.006336333333333336,0.0,0.0
[7-4]x,Air + Gutshot + BDFD,16,159,19103.621299999984,0.48761283981481485,0.5123871610532408,X/D,0.18684537735849055,0.0011644525715608666,0.05999999999999996
[7-4]x,Air + OESD + BDFD,18,123,15837.604500000007,0.41417286111111096,0.5858271466049384,X/D,0.1962177926829269,0.0004523099658102477,0.002723173409999902
[7-4]x,Air + BDFD,10,108,12434.931699999994,0.6422777182828283,0.3577222478787879,X/D,0.34356277777777783,0.00922387794576449,0.03677070583200006
[7-4]x,A-high + BDFD,7,27,4211.7570000000005,0.5259714761904762,0.4740285238095238,X/D,0.3352676296296296,0.00996341980464351,0.038409424506
[7-4]x,Third pair + BDFD,20,110,13018.9857,0.6585935883333334,0.34140641791666665,X,0.3225640272727273,0.0005847914631563623,0.011454115989999635
[7-4]x,Weak pair + Gutshot,10,72,15967.928999999996,0.2766853666666667,0.723314625,D,0.3182828194444445,0.00013398645746946942,0.0015045748100000367
[7-4]x,Two pair+,20,254,49850.598999999966,0.38971415347402594,0.6102858450974026,X/D,0.19881579921259854,0.0008703006300796463,0.023358652199999597
[7-4]x,Third pair + Gutshot,16,23,3088.3589,0.6302147187500001,0.36978528125000004,X/D,0.22416043478260872,0.0008776211797760222,0.01811000000000007
[7-4]x,Second pair + Gutshot,16,32,5021.731000000002,0.5249799375,0.47502006249999995,X/D,0.15984131249999997,0.0003118334211621117,0.001618457279999319
[7-4]x,A-high + Gutshot,15,24,3589.9679999999994,0.44937386666666657,0.5506260999999999,X/D,0.35764468749999995,0.007611727209710447,0.031095680879999855
[7-4]x,Two pair+ + BDFD,20,126,19086.365400000013,0.3167609388888889,0.683239051111111,D,0.24285098015873016,0.0009097119248499885,0.020848800500000663
[7-4]x,Second pair + Gutshot + BDFD,16,64,10054.681999999999,0.350883984375,0.64911603125,X/D,0.19389408593750002,0.0002635149005580775,0.0017149250199999244
[7-4]x,A-high + Gutshot + BDFD,15,72,10824.085999999996,0.5601968222222222,0.43980319999999995,X/D,0.14482396527777774,0.0007332266792982783,0.00457391616000038
[7-4]x,Third pair + Gutshot + BDFD,16,46,6186.101599999998,0.45598704687499997,0.5440129375,X/D,0.19532585869565217,0.00031800360130322745,0.010889999999999844
[7-4]x,Weak pair + OESD,6,36,7964.108999999994,0.4289091944444445,0.5710907777777777,X/D,0.11561909722222222,0.0004320919884763473,0.0014485571099996264
[7-4]x,Third pair + OESD,10,13,1794.7271999999998,0.29536609999999996,0.7046338999999999,D,0.3097543076923077,0.00025090805976530413,0.002194123999999675
[7-4]x,Second pair + OESD,10,13,2232.082,0.30635985000000004,0.69364015,D,0.3019986153846154,5.007328305861928e-06,7.71577799994816e-05
[7-4]x,Top pair + OESD,10,13,2006.2040000000002,0.1960467,0.8039533000000001,D,0.18129299999999998,6.911374923898586e-05,0.00045558647000092377
[7-4]x,A-high + OESD,8,9,1208.6580000000001,0.6663990000000001,0.33360100000000004,X,0.3322322222222222,0.0004879497716974008,0.0017593104000006576
[7-4]x,Second pair + OESD + BDFD,10,26,4468.786999999999,0.191391175,0.808608825,D,0.18364592307692307,4.165750756974858e-05,0.00022075429999972583
[7-4]x,Top pair + OESD + BDFD,10,26,4015.188,0.164180425,0.8358195499999999,D,0.15134713461538463,0.0,0.0
[7-4]x,A-high + OESD + BDFD,8,27,3646.0319999999997,0.3599191041666666,0.6400808958333333,X/D,0.1435691481481481,5.140907856178714e-05,0.00048416004000060295
[7-4]x,Third pair + OESD + BDFD,10,26,3592.4034,0.205032125,0.794967875,D,0.20030484615384617,0.00013393948148427242,0.004395778769999481
[7-4]x,Second pair,20,89,11237.504699999996,0.6903919155555556,0.3096080944444445,X,0.2757122977528089,0.0004504315834609385,0.006973079539999816
[7-4]x,Second pair + BDFD,20,178,22511.588000000007,0.6382185331944445,0.3617814834722222,X/D,0.282839488764045,0.0014271100355283278,0.042369999999999665
[7-4]x,Top pair + Gutshot,16,26,4046.0139999999997,0.28741300000000003,0.71258703125,D,0.2868625961538461,0.00017075140708790903,0.0022608791399996164
[7-4]x,Top pair,20,130,18807.056899999978,0.6411037096825396,0.35889627142857145,X/D,0.25846976538461547,0.002041032778494839,0.07756500000000024
[7-4]x,Top pair + Gutshot + BDFD,16,52,8100.037,0.17949551562500002,0.8205044843750001,D,0.1841038653846154,0.000173912490221657,0.001840661100000318
[7-4]x,Top pair + BDFD,20,260,37652.65580000005,0.5960852234920634,0.4039147798809524,X/D,0.22430470576923087,0.0011608762025002999,0.05953500000000034
[7-4]x,Overpair + OESD,4,24,4932.864,0.25836187499999996,0.741638125,D,0.258361875,3.250528771888554e-05,0.0005802307199999745
[7-4]x,2 overcards + OESD,10,32,5066.007,0.43581126380952384,0.5641887161904762,X/D,0.18190732812499996,0.0004435074299148123,0.003164033600000238
[7-4]x,2 overcards + OESD + BDFD,10,96,15215.426899999999,0.35679300190476193,0.6432069925396825,X/D,0.21430635937500006,0.0002979410072955943,0.002941492200000084
[7-4]x,Overpair + Gutshot,10,60,12152.122999999994,0.28080605,0.7191939333333334,D,0.28080605833333333,5.679734526377062e-05,0.000743607540000113
[7-4]x,2 overcards + Gutshot,16,333,42841.50597999997,0.4396812539823347,0.5603187373337467,X/D,0.2149873168168168,0.0006216311760319327,0.03131192294999963
[7-4]x,2 overcards + Gutshot + BDFD,16,279,42254.52870000003,0.4076567035655317,0.5923433080020675,X/D,0.20289498745519716,0.0005732272444868315,0.008284999999999699
[7-4]x,Overpair,20,486,82825.98199999984,0.559172115,0.44082788916666676,X/D,0.1578778641975309,0.0005981809490869224,0.005673637350000149
[7-4]x,2 overcards,20,2775,310075.92979999946,0.8342077863519712,0.16579221436634942,X,0.17106501837837804,0.001115544814983211,0.07047400000000001
[7-4]x,2 overcards + BDFD,20,1125,144919.47300000017,0.4822474941131465,0.5177525121549842,X/D,0.28936103555555553,0.005309430461003761,0.10288006755900003
[7-4]x,Underpair + OESD,3,18,3830.05,0.2992011111111111,0.7007989444444443,D,0.29920108333333334,6.994357556366852e-05,0.0006161315800000012
[7-4]x,Underpair + Gutshot,4,36,7590.550999999996,0.40895675,0.5910432083333333,X/D,0.10348902777777778,0.00019290886565008286,0.0010771460400000876
[7-4]x,Underpair,3,36,7511.462999999996,0.8609249999999999,0.1390749722222222,X,0.12553640277777778,2.8832022757006286e-05,0.0005427438400001705
