flop_class,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_donk_frequency,policy,mean_frequency_distance,mean_local_loss_bb,max_combo_loss_bb
BBx,A-high + Gutshot + BDFD,42,201,16309.472699999998,0.9973028769841269,0.002697119047619048,X,0.0031014203980099476,0.0,0.0
BBx,Air + OESD,46,598,42722.369080000004,0.99451306892021,0.005486941503424113,X,0.0016139506688963203,8.375926972457696e-09,1.8146200002178148e-06
BBx,Air + OESD + BDFD,46,246,28624.68410000001,0.9974116062801933,0.0025883647342995167,X,0.002515349593495935,0.0,0.0
BBx,Underpair + Gutshot,2,12,1204.9920000000002,0.9998805833333333,0.00011941666666666668,X,0.00011941666666666737,0.0,0.0
BBx,Underpair,13,78,7983.103499999996,1.0,0.0,X,0.0,0.0,0.0
K/Qx con,Weak pair,12,252,50441.50200000001,0.9997506638888889,0.00024933842592592587,X,0.00013729761904761914,0.0,0.0
K/Qx con,Air,14,745,63813.02699000005,0.999531040348472,0.00046895864549172903,X,0.0006077241610738257,4.741692168195987e-08,0.0001375727939999738
K/Qx con,Top pair,14,606,65593.92120000001,0.9729519191699605,0.02704807924116945,X,0.02797724339933993,8.90363602212185e-07,0.0004886424900000464
K/Qx con,A-high,14,501,78680.19299999996,0.9998115017441859,0.00018850214908637872,X,0.0002217365269461076,6.953048918976608e-10,3.2063299997275864e-07
K/Qx con,Air + BDFD,14,723,92564.57899999987,0.9851453567243782,0.014854649086853109,X,0.01638512586445366,4.272681371905915e-06,0.005544855023999951
K/Qx con,Top pair + BDFD,14,240,23247.926900000024,0.9096248912698413,0.09037510922619048,X,0.08940175000000002,8.805318220302713e-05,0.025449466960000677
K/Qx con,A-high + BDFD,14,315,39408.60320000002,0.9458778188303099,0.0541221801776266,X,0.05182574603174607,0.0,0.0
K/Qx con,Air + Gutshot,14,149,12065.513589999995,0.9684850525709132,0.03151495147944235,X,0.014736929530201337,4.395209051093871e-05,0.00302064423000008
K/Qx con,Third pair,14,88,11772.520000000002,0.9733723283163266,0.02662766632653062,X,0.023383028409090904,2.684547521382229e-05,0.001577448600000153
K/Qx con,Second pair,14,104,13404.39209,0.9836354607142858,0.01636452908163265,X,0.014958735576923076,2.1649898236422652e-05,0.0012959201099999262
K/Qx con,Air + Gutshot + BDFD,14,159,19402.036099999994,0.963507592063492,0.036492415873015875,X,0.024078597484276723,8.158351146625819e-07,0.0001054379699997554
K/Qx con,Second pair + BDFD,14,190,26745.2139,0.9938569641156462,0.006143043324829932,X,0.005995686842105261,0.0,0.0
K/Qx con,Third pair + BDFD,14,176,23595.576499999977,0.9979957784013606,0.002004231164965986,X,0.0019649374999999997,0.0,0.0
K/Qx con,Air + OESD,14,72,5829.989169999997,0.978920042857143,0.021079938095238095,X,0.011024527777777779,0.0,0.0
K/Qx con,Air + OESD + BDFD,14,108,14968.850399999994,0.9664805674603175,0.033519432539682543,X,0.03298600000000001,0.0,0.0
K/Qx con,Two pair+,14,136,22453.401399999988,0.9576335861162646,0.04236640125747269,X,0.039987033088235285,0.0,0.0
K/Qx con,Two pair+ + BDFD,14,42,5562.630299999998,0.9143878928571427,0.08561216666666667,X,0.08371448809523811,0.0,0.0
K/Qx con,Underpair,13,408,67837.56900000006,0.9945779248473751,0.005422071184371185,X,0.006677421568627451,3.090674907881917e-08,1.0899840000000438e-05
K/Qx dis,Weak pair,42,1092,215931.29899999997,0.9993732826719578,0.0006267209656084657,X,0.0003128447802197806,9.958781854775648e-10,4.6996599998294644e-07
K/Qx dis,Air,42,2110,183936.49721999996,0.9997674065550112,0.00023259380035495347,X,0.00031814857819905204,2.471461623888499e-09,2.078723999998644e-05
K/Qx dis,Top pair,42,1880,201446.365099999,0.9899489096079844,0.010051089345839344,X,0.010080722340425535,9.718489498160503e-09,6.785051999997904e-05
K/Qx dis,A-high,42,1605,250929.55830000003,0.9999088842365725,9.111530853943647e-05,X,0.00010079968847351992,7.954231121629584e-12,1.159499998237834e-08
K/Qx dis,Air + BDFD,42,2406,304128.2407999996,0.992995457679842,0.007004544111069548,X,0.007295941812136325,2.578356497077777e-06,0.014469422939999976
K/Qx dis,Top pair + BDFD,42,736,70658.63570000004,0.9559341706349206,0.044065825396825395,X,0.04377372622282606,2.2218834574262945e-05,0.0232141361999993
K/Qx dis,A-high + BDFD,42,1035,128615.43330000003,0.9791687005700428,0.020831297461577226,X,0.019224661352656998,5.9371870668164476e-09,6.382152000039554e-06
K/Qx dis,Third pair,42,249,30900.22920000001,0.992960126105442,0.007039859212018142,X,0.0055218755020080305,3.339399551052041e-06,0.0005112905400000755
K/Qx dis,Third pair + BDFD,42,498,61881.22719999996,0.9990559741638323,0.0009440372448979593,X,0.000875396586345382,0.0,0.0
K/Qx dis,Air + Gutshot,38,620,52296.527050000055,0.9901357186320316,0.009864272840601535,X,0.0027446008064516115,1.2908713277044582e-07,5.933969999993849e-05
K/Qx dis,Second pair,42,436,49091.88446000001,0.9938117578434154,0.006188242102396516,X,0.004574408256880733,1.6109903081513457e-07,6.439370000013155e-05
K/Qx dis,Air + Gutshot + BDFD,38,456,60714.231300000014,0.9862545663742689,0.013745433103592313,X,0.010092093201754396,5.271219566054472e-08,8.286650000002282e-05
K/Qx dis,Second pair + BDFD,42,656,96862.49999999999,0.9968298838340889,0.0031701099537037036,X,0.0031389573170731697,3.5069975742907907e-09,2.1778100002478596e-06
K/Qx dis,Air + OESD,26,137,11370.255099999998,0.9874855816568048,0.012514358086785011,X,0.004554200729927009,1.980866496233131e-06,0.00013014612000077362
K/Qx dis,Air + OESD + BDFD,26,123,19224.338999999996,0.9807549380341881,0.01924505769230769,X,0.021367085365853654,0.0,0.0
K/Qx dis,Two pair+,42,349,62211.06860000007,0.9837872117346942,0.01621280291005291,X,0.0169443424068768,7.73576803447809e-08,1.3039299997785746e-05
K/Qx dis,Two pair+ + BDFD,42,97,12896.043799999998,0.969441904761905,0.030558079365079364,X,0.0362766082474227,0.0,0.0
