"index","board","decision_node","status","output_directory","combos","iteration","exploitability","elapsed_ms","error"
"85","Ks Jh 2d","BTN_RESPONSE","done","0085_Ks_Jh_2d","216","110","495679587125778","13823",""
"86","Ks Th 9d","BTN_RESPONSE","done","0086_Ks_Th_9d","213","120","499324768781662","14652",""
"87","Ks Th 8d","BTN_RESPONSE","done","0087_Ks_Th_8d","214","129","456340342760086","15198",""
"88","Ks Th 7d","BTN_RESPONSE","done","0088_Ks_Th_7d","214","129","458856910467148","15167",""
"89","Ks Th 6d","BTN_RESPONSE","done","0089_Ks_Th_6d","213","121","497146010398865","14977",""
"90","Ks Th 5d","BTN_RESPONSE","done","0090_Ks_Th_5d","214","129","453468471765518","15113",""
"91","Ks Th 4d","BTN_RESPONSE","done","0091_Ks_Th_4d","216","129","45856586098671","15186",""
"92","Ks Th 3d","BTN_RESPONSE","done","0092_Ks_Th_3d","217","120","472701519727707","14662",""
"93","Ks Th 2d","BTN_RESPONSE","done","0093_Ks_Th_2d","218","120","468783736228943","14656",""
"94","Ks 9h 8d","BTN_RESPONSE","done","0094_Ks_9h_8d","214","137","472650289535522","17094",""
"95","Ks 9h 7d","BTN_RESPONSE","done","0095_Ks_9h_7d","214","137","475888788700104","16938",""
"96","Ks 9h 6d","BTN_RESPONSE","done","0096_Ks_9h_6d","213","140","495349049568176","16867",""
"97","Ks 9h 5d","BTN_RESPONSE","done","0097_Ks_9h_5d","214","145","496872574090958","17238",""
"98","Ks 9h 4d","BTN_RESPONSE","done","0098_Ks_9h_4d","216","145","491060823202133","16808",""
"99","Ks 9h 3d","BTN_RESPONSE","done","0099_Ks_9h_3d","217","140","491966634988785","16238",""
"100","Ks 9h 2d","BTN_RESPONSE","done","0100_Ks_9h_2d","218","145","491703867912292","16219",""
"101","Ks 8h 7d","BTN_RESPONSE","done","0101_Ks_8h_7d","215","145","467784106731415","17112",""
"102","Ks 8h 6d","BTN_RESPONSE","done","0102_Ks_8h_6d","214","145","486118346452713","17241",""
"103","Ks 8h 5d","BTN_RESPONSE","done","0103_Ks_8h_5d","215","150","484775364398956","17597",""
"104","Ks 8h 4d","BTN_RESPONSE","done","0104_Ks_8h_4d","217","145","488261073827744","17157",""
"105","Ks 8h 3d","BTN_RESPONSE","done","0105_Ks_8h_3d","218","150","473838031291962","17733",""
"106","Ks 8h 2d","BTN_RESPONSE","done","0106_Ks_8h_2d","219","150","496713757514954","17105",""
"107","Ks 7h 6d","BTN_RESPONSE","done","0107_Ks_7h_6d","214","150","466716527938843","16701",""
"108","Ks 7h 5d","BTN_RESPONSE","done","0108_Ks_7h_5d","215","145","475165188312531","17306",""
"109","Ks 7h 4d","BTN_RESPONSE","done","0109_Ks_7h_4d","217","145","491260558366776","17226",""
"110","Ks 7h 3d","BTN_RESPONSE","done","0110_Ks_7h_3d","218","145","481732994318008","17322",""
"111","Ks 7h 2d","BTN_RESPONSE","done","0111_Ks_7h_2d","219","150","492222517728806","17715",""
"112","Ks 6h 5d","BTN_RESPONSE","done","0112_Ks_6h_5d","214","145","47015255689621","17264",""
"113","Ks 6h 4d","BTN_RESPONSE","done","0113_Ks_6h_4d","216","137","463818937540054","16556",""
"114","Ks 6h 3d","BTN_RESPONSE","done","0114_Ks_6h_3d","217","137","491362541913986","16236",""
"115","Ks 6h 2d","BTN_RESPONSE","done","0115_Ks_6h_2d","218","140","493423402309418","16232",""
"116","Ks 5h 4d","BTN_RESPONSE","done","0116_Ks_5h_4d","217","137","48693436384201","15765",""
"117","Ks 5h 3d","BTN_RESPONSE","done","0117_Ks_5h_3d","218","137","491272836923599","16653",""
"118","Ks 5h 2d","BTN_RESPONSE","done","0118_Ks_5h_2d","219","145","479357957839966","16659",""
"119","Ks 4h 3d","BTN_RESPONSE","done","0119_Ks_4h_3d","220","137","472313433885574","16637",""
"120","Ks 4h 2d","BTN_RESPONSE","done","0120_Ks_4h_2d","221","137","49220871925354","16726",""
"121","Ks 3h 2d","BTN_RESPONSE","done","0121_Ks_3h_2d","222","137","465058147907257","16271",""
"122","Qs Jh Td","BTN_RESPONSE","done","0122_Qs_Jh_Td","209","120","468525528907776","14331",""
"123","Qs Jh 9d","BTN_RESPONSE","done","0123_Qs_Jh_9d","209","120","494559526443481","14604",""
"124","Qs Jh 8d","BTN_RESPONSE","done","0124_Qs_Jh_8d","210","129","471067249774933","15591",""
"125","Qs Jh 7d","BTN_RESPONSE","done","0125_Qs_Jh_7d","210","129","472709029912949","15175",""
"126","Qs Jh 6d","BTN_RESPONSE","done","0126_Qs_Jh_6d","209","129","470067203044891","15836",""
"127","Qs Jh 5d","BTN_RESPONSE","done","0127_Qs_Jh_5d","210","137","463201433420181","15587",""
"128","Qs Jh 4d","BTN_RESPONSE","done","0128_Qs_Jh_4d","212","137","474627047777176","16005",""
"129","Qs Jh 3d","BTN_RESPONSE","done","0129_Qs_Jh_3d","213","129","446216523647308","15151",""
"130","Qs Jh 2d","BTN_RESPONSE","done","0130_Qs_Jh_2d","214","129","460130989551544","14732",""
"131","Qs Th 9d","BTN_RESPONSE","done","0131_Qs_Th_9d","211","121","492591500282288","14212",""
"132","Qs Th 8d","BTN_RESPONSE","done","0132_Qs_Th_8d","212","121","499285757541656","14634",""
"133","Qs Th 7d","BTN_RESPONSE","done","0133_Qs_Th_7d","212","130","499109238386154","16252",""
"134","Qs Th 6d","BTN_RESPONSE","done","0134_Qs_Th_6d","211","137","480647891759872","16370",""
"135","Qs Th 5d","BTN_RESPONSE","done","0135_Qs_Th_5d","212","140","49361377954483","16788",""
"136","Qs Th 4d","BTN_RESPONSE","done","0136_Qs_Th_4d","214","137","464555382728577","16510",""
"137","Qs Th 3d","BTN_RESPONSE","done","0137_Qs_Th_3d","215","130","493632614612579","16137",""
"138","Qs Th 2d","BTN_RESPONSE","done","0138_Qs_Th_2d","216","137","467902064323425","16009",""
"139","Qs 9h 8d","BTN_RESPONSE","done","0139_Qs_9h_8d","212","140","486614495515823","16197",""
"140","Qs 9h 7d","BTN_RESPONSE","done","0140_Qs_9h_7d","212","137","486419022083282","16197",""
"141","Qs 9h 6d","BTN_RESPONSE","done","0141_Qs_9h_6d","211","137","496351540088654","16203",""
"142","Qs 9h 5d","BTN_RESPONSE","done","0142_Qs_9h_5d","212","145","4951251745224","17272",""
"143","Qs 9h 4d","BTN_RESPONSE","done","0143_Qs_9h_4d","214","150","478018462657928","17275",""
"144","Qs 9h 3d","BTN_RESPONSE","done","0144_Qs_9h_3d","215","145","494541823863983","16635",""
"145","Qs 9h 2d","BTN_RESPONSE","done","0145_Qs_9h_2d","216","150","479129105806351","17200",""
"146","Qs 8h 7d","BTN_RESPONSE","done","0146_Qs_8h_7d","213","145","473825395107269","17313",""
"147","Qs 8h 6d","BTN_RESPONSE","done","0147_Qs_8h_6d","212","137","493508487939835","16807",""
"148","Qs 8h 5d","BTN_RESPONSE","done","0148_Qs_8h_5d","213","145","495725035667419","17395",""
"149","Qs 8h 4d","BTN_RESPONSE","done","0149_Qs_8h_4d","215","145","473414540290833","17191",""
"150","Qs 8h 3d","BTN_RESPONSE","done","0150_Qs_8h_3d","216","145","488318145275116","17323",""
"151","Qs 8h 2d","BTN_RESPONSE","done","0151_Qs_8h_2d","217","150","477157711982727","17716",""
"152","Qs 7h 6d","BTN_RESPONSE","done","0152_Qs_7h_6d","212","145","476065784692764","16831",""
"153","Qs 7h 5d","BTN_RESPONSE","done","0153_Qs_7h_5d","213","150","476994514465332","17775",""
"154","Qs 7h 4d","BTN_RESPONSE","done","0154_Qs_7h_4d","215","150","488152503967285","17352",""
"155","Qs 7h 3d","BTN_RESPONSE","done","0155_Qs_7h_3d","216","150","484432965517044","17355",""
"156","Qs 7h 2d","BTN_RESPONSE","done","0156_Qs_7h_2d","217","150","499499410390854","17601",""
"157","Qs 6h 5d","BTN_RESPONSE","done","0157_Qs_6h_5d","212","145","474779069423676","17074",""
"158","Qs 6h 4d","BTN_RESPONSE","done","0158_Qs_6h_4d","214","140","486317217350006","16191",""
"159","Qs 6h 3d","BTN_RESPONSE","done","0159_Qs_6h_3d","215","137","498809993267059","16750",""
"160","Qs 6h 2d","BTN_RESPONSE","done","0160_Qs_6h_2d","216","140","488633930683136","16147",""
"161","Qs 5h 4d","BTN_RESPONSE","done","0161_Qs_5h_4d","215","137","467187821865082","16184",""
"162","Qs 5h 3d","BTN_RESPONSE","done","0162_Qs_5h_3d","216","169","433148086071014","19288",""
"163","Qs 5h 2d","BTN_RESPONSE","done","0163_Qs_5h_2d","217","145","496765464544296","16592",""
"164","Qs 4h 3d","BTN_RESPONSE","done","0164_Qs_4h_3d","218","140","498700499534607","17070",""
"165","Qs 4h 2d","BTN_RESPONSE","done","0165_Qs_4h_2d","219","145","483041912317276","17800",""
"166","Qs 3h 2d","BTN_RESPONSE","done","0166_Qs_3h_2d","220","140","498089253902435","16580",""
"167","Js Th 9d","BTN_RESPONSE","done","0167_Js_Th_9d","213","110","479280114173889","13824",""
"168","Js Th 8d","BTN_RESPONSE","done","0168_Js_Th_8d","214","120","460225850343704","14725",""
"169","Js Th 7d","BTN_RESPONSE","done","0169_Js_Th_7d","214","120","478255391120911","14520",""
"170","Js Th 6d","BTN_RESPONSE","done","0170_Js_Th_6d","213","129","494580209255219","16170",""
"171","Js Th 5d","BTN_RESPONSE","done","0171_Js_Th_5d","214","137","481557369232178","16577",""
"172","Js Th 4d","BTN_RESPONSE","done","0172_Js_Th_4d","216","137","494600236415863","16166",""
"173","Js Th 3d","BTN_RESPONSE","done","0173_Js_Th_3d","217","137","463398486375809","16316",""
"174","Js Th 2d","BTN_RESPONSE","done","0174_Js_Th_2d","218","140","487553149461746","17257",""
"175","Js 9h 8d","BTN_RESPONSE","done","0175_Js_9h_8d","214","137","483568608760834","16765",""
"176","Js 9h 7d","BTN_RESPONSE","done","0176_Js_9h_7d","214","137","471143007278442","16102",""
"177","Js 9h 6d","BTN_RESPONSE","done","0177_Js_9h_6d","213","150","480698317289352","17566",""
"178","Js 9h 5d","BTN_RESPONSE","done","0178_Js_9h_5d","214","145","484339088201523","16481",""
"179","Js 9h 4d","BTN_RESPONSE","done","0179_Js_9h_4d","216","150","474287807941437","17478",""
"180","Js 9h 3d","BTN_RESPONSE","done","0180_Js_9h_3d","217","150","486799836158752","17672",""
"181","Js 9h 2d","BTN_RESPONSE","done","0181_Js_9h_2d","218","145","495956838130951","16898",""
"182","Js 8h 7d","BTN_RESPONSE","done","0182_Js_8h_7d","215","137","495062261819839","16344",""
"183","Js 8h 6d","BTN_RESPONSE","done","0183_Js_8h_6d","214","160","48386737704277","19243",""
"184","Js 8h 5d","BTN_RESPONSE","done","0184_Js_8h_5d","215","150","49503031373024","17588",""
"185","Js 8h 4d","BTN_RESPONSE","done","0185_Js_8h_4d","217","153","492878317832947","18334",""
"186","Js 8h 3d","BTN_RESPONSE","done","0186_Js_8h_3d","218","160","464962601661682","17837",""
"187","Js 8h 2d","BTN_RESPONSE","done","0187_Js_8h_2d","219","153","499851942062378","17212",""
"188","Js 7h 6d","BTN_RESPONSE","done","0188_Js_7h_6d","214","160","485325038433075","18660",""
"189","Js 7h 5d","BTN_RESPONSE","done","0189_Js_7h_5d","215","153","498086869716644","17243",""
"190","Js 7h 4d","BTN_RESPONSE","done","0190_Js_7h_4d","217","160","477804929018021","19289",""
"191","Js 7h 3d","BTN_RESPONSE","done","0191_Js_7h_3d","218","153","490475624799728","18282",""
"192","Js 7h 2d","BTN_RESPONSE","done","0192_Js_7h_2d","219","177","464088946580887","20659",""
"193","Js 6h 5d","BTN_RESPONSE","done","0193_Js_6h_5d","214","153","484218776226044","17161",""
"194","Js 6h 4d","BTN_RESPONSE","done","0194_Js_6h_4d","216","153","497001051902771","18273",""
"195","Js 6h 3d","BTN_RESPONSE","done","0195_Js_6h_3d","217","160","469588875770569","17767",""
"196","Js 6h 2d","BTN_RESPONSE","done","0196_Js_6h_2d","218","160","479386419057846","19240",""
"197","Js 5h 4d","BTN_RESPONSE","done","0197_Js_5h_4d","217","150","477707028388977","17676",""
"198","Js 5h 3d","BTN_RESPONSE","done","0198_Js_5h_3d","218","160","486287236213684","19311",""
"199","Js 5h 2d","BTN_RESPONSE","done","0199_Js_5h_2d","219","160","485667943954468","18713",""
"200","Js 4h 3d","BTN_RESPONSE","done","0200_Js_4h_3d","220","140","494974583387375","17365",""
"201","Js 4h 2d","BTN_RESPONSE","done","0201_Js_4h_2d","221","145","485588937997818","17757",""
"202","Js 3h 2d","BTN_RESPONSE","done","0202_Js_3h_2d","222","145","494655638933182","17586",""
"203","Ts 9h 8d","BTN_RESPONSE","done","0203_Ts_9h_8d","216","137","473734974861145","16645",""
"204","Ts 9h 7d","BTN_RESPONSE","done","0204_Ts_9h_7d","216","113","493740290403366","14665",""
"205","Ts 9h 6d","BTN_RESPONSE","done","0205_Ts_9h_6d","215","129","467550188302994","15965",""
"206","Ts 9h 5d","BTN_RESPONSE","done","0206_Ts_9h_5d","216","137","496985346078873","16204",""
"207","Ts 9h 4d","BTN_RESPONSE","done","0207_Ts_9h_4d","218","137","4892538189888","16261",""
"208","Ts 9h 3d","BTN_RESPONSE","done","0208_Ts_9h_3d","219","137","478704512119293","16279",""
"209","Ts 9h 2d","BTN_RESPONSE","done","0209_Ts_9h_2d","220","137","486162632703781","16447",""
"210","Ts 8h 7d","BTN_RESPONSE","done","0210_Ts_8h_7d","217","129","486337959766388","16338",""
"211","Ts 8h 6d","BTN_RESPONSE","done","0211_Ts_8h_6d","216","140","484164297580719","17248",""
"212","Ts 8h 5d","BTN_RESPONSE","done","0212_Ts_8h_5d","217","150","494758546352386","17484",""
"213","Ts 8h 4d","BTN_RESPONSE","done","0213_Ts_8h_4d","219","150","478137850761414","17570",""
"214","Ts 8h 3d","BTN_RESPONSE","done","0214_Ts_8h_3d","220","145","494867295026779","17818",""
"215","Ts 8h 2d","BTN_RESPONSE","done","0215_Ts_8h_2d","221","150","472667008638382","17152",""
"216","Ts 7h 6d","BTN_RESPONSE","done","0216_Ts_7h_6d","216","129","476312279701233","15848",""
"217","Ts 7h 5d","BTN_RESPONSE","done","0217_Ts_7h_5d","217","150","470513939857483","17790",""
"218","Ts 7h 4d","BTN_RESPONSE","done","0218_Ts_7h_4d","219","145","487688511610031","17336",""
"219","Ts 7h 3d","BTN_RESPONSE","done","0219_Ts_7h_3d","220","145","489711403846741","17273",""
"220","Ts 7h 2d","BTN_RESPONSE","done","0220_Ts_7h_2d","221","153","49218213558197","17815",""
"221","Ts 6h 5d","BTN_RESPONSE","done","0221_Ts_6h_5d","216","145","496446162462234","16727",""
"222","Ts 6h 4d","BTN_RESPONSE","done","0222_Ts_6h_4d","218","145","47850427031517","17315",""
"223","Ts 6h 3d","BTN_RESPONSE","done","0223_Ts_6h_3d","219","145","483468115329742","17345",""
"224","Ts 6h 2d","BTN_RESPONSE","done","0224_Ts_6h_2d","220","153","486222803592682","18764",""
"225","Ts 5h 4d","BTN_RESPONSE","done","0225_Ts_5h_4d","219","140","488459885120392","17081",""
"226","Ts 5h 3d","BTN_RESPONSE","done","0226_Ts_5h_3d","220","145","48513925075531","17737",""
"227","Ts 5h 2d","BTN_RESPONSE","done","0227_Ts_5h_2d","221","150","498138219118118","17599",""
"228","Ts 4h 3d","BTN_RESPONSE","done","0228_Ts_4h_3d","222","145","472441822290421","17150",""
"229","Ts 4h 2d","BTN_RESPONSE","done","0229_Ts_4h_2d","223","150","476980954408646","18297",""
"230","Ts 3h 2d","BTN_RESPONSE","done","0230_Ts_3h_2d","224","145","479577839374542","17218",""
"231","9s 8h 7d","BTN_RESPONSE","done","0231_9s_8h_7d","217","113","487662106752396","14718",""
"232","9s 8h 6d","BTN_RESPONSE","done","0232_9s_8h_6d","216","120","465875387191772","15593",""
"233","9s 8h 5d","BTN_RESPONSE","done","0233_9s_8h_5d","217","121","499098092317581","15269",""
"234","9s 8h 4d","BTN_RESPONSE","done","0234_9s_8h_4d","219","129","487352907657623","16247",""
"235","9s 8h 3d","BTN_RESPONSE","done","0235_9s_8h_3d","220","129","483304172754288","16251",""
"236","9s 8h 2d","BTN_RESPONSE","done","0236_9s_8h_2d","221","137","453612625598907","17285",""
"237","9s 7h 6d","BTN_RESPONSE","done","0237_9s_7h_6d","216","129","421437472105026","16580",""
"238","9s 7h 5d","BTN_RESPONSE","done","0238_9s_7h_5d","217","120","482520312070847","15077",""
"239","9s 7h 4d","BTN_RESPONSE","done","0239_9s_7h_4d","219","129","492062926292419","16583",""
"240","9s 7h 3d","BTN_RESPONSE","done","0240_9s_7h_3d","220","129","484155476093292","15733",""
"241","9s 7h 2d","BTN_RESPONSE","done","0241_9s_7h_2d","221","137","478265851736069","17050",""
"242","9s 6h 5d","BTN_RESPONSE","done","0242_9s_6h_5d","216","129","45610573887825","16765",""
"243","9s 6h 4d","BTN_RESPONSE","done","0243_9s_6h_4d","218","130","492897391319275","15667",""
"244","9s 6h 3d","BTN_RESPONSE","done","0244_9s_6h_3d","219","129","477546542882919","16774",""
"245","9s 6h 2d","BTN_RESPONSE","done","0245_9s_6h_2d","220","140","492438912391663","17361",""
"246","9s 5h 4d","BTN_RESPONSE","done","0246_9s_5h_4d","219","129","468441158533096","16570",""
"247","9s 5h 3d","BTN_RESPONSE","done","0247_9s_5h_3d","220","130","492894470691681","15792",""
"248","9s 5h 2d","BTN_RESPONSE","done","0248_9s_5h_2d","221","137","472159743309021","16620",""
"249","9s 4h 3d","BTN_RESPONSE","done","0249_9s_4h_3d","222","137","473364293575287","17277",""
"250","9s 4h 2d","BTN_RESPONSE","done","0250_9s_4h_2d","223","137","491617977619171","16960",""
"251","9s 3h 2d","BTN_RESPONSE","done","0251_9s_3h_2d","224","137","498620927333832","16813",""
"252","8s 7h 6d","BTN_RESPONSE","done","0252_8s_7h_6d","217","113","481944441795349","14822",""
"253","8s 7h 5d","BTN_RESPONSE","done","0253_8s_7h_5d","218","120","475314944982529","15133",""
"254","8s 7h 4d","BTN_RESPONSE","done","0254_8s_7h_4d","220","129","47071972489357","16687",""
"255","8s 7h 3d","BTN_RESPONSE","done","0255_8s_7h_3d","221","129","489434450864792","15332",""
"256","8s 7h 2d","BTN_RESPONSE","done","0256_8s_7h_2d","222","130","499023318290711","16692",""
"257","8s 6h 5d","BTN_RESPONSE","done","0257_8s_6h_5d","217","129","448317170143127","16741",""
"258","8s 6h 4d","BTN_RESPONSE","done","0258_8s_6h_4d","219","129","476213604211807","16758",""
"259","8s 6h 3d","BTN_RESPONSE","done","0259_8s_6h_3d","220","129","497604548931122","16109",""
"260","8s 6h 2d","BTN_RESPONSE","done","0260_8s_6h_2d","221","130","49465399980545","16710",""
"261","8s 5h 4d","BTN_RESPONSE","done","0261_8s_5h_4d","220","130","499912410974503","16602",""
"262","8s 5h 3d","BTN_RESPONSE","done","0262_8s_5h_3d","221","137","496626645326614","17139",""
"263","8s 5h 2d","BTN_RESPONSE","done","0263_8s_5h_2d","222","150","47585266828537","19198",""
"264","8s 4h 3d","BTN_RESPONSE","done","0264_8s_4h_3d","223","137","489385336637497","16694",""
