flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A-high low,Top pair,28,1128,431.8514099999996,0.002436248543556617,0.9975637514564434,C,0.001944002640677627,0.155390937676
A-high low,Two pair+,28,330,963.3407319999999,2.1651785714285715e-07,0.9999997834821429,C,0.0,0.0
A-high low,Underpair,28,385,86.85589000000004,0.7495718906809063,0.2504281146569623,F,0.0008006080270523359,0.832065247203
A-high low,Air,27,660,343.7533569999999,0.9984555533878466,0.001544446612153279,F,0.0004311411986787214,0.065701439853
Broadway,Gutshot,50,1564,171.486733,0.4203387007167074,0.5796612961851789,F/C,0.3078926058973241,1.3225315
Broadway,Second pair,51,1067,37.552544000000054,0.11636233312332678,0.8836376685051136,C,0.14693816240273994,1.402037
Broadway,Top pair,51,1175,48.49687100000001,0.0025832735396365673,0.9974167258278523,C,0.00573255387648057,0.251760499375
Broadway,OESD,50,906,87.74626300000006,0.0025503345091185407,0.9974496646575481,C,0.08259465838435301,0.529509
Broadway,Third pair,51,656,120.93006599999998,0.4333471858613065,0.5666528141386937,F/C,0.31586045138152286,1.4112550000000001
Broadway,Two pair+,51,975,139.3754689999999,0.0,1.0,C,0.0,0.0
Broadway,Weak pair,11,71,4.304824999999998,0.3436823606060606,0.6563176393939394,C,0.0007196402986091198,2.5120926
Broadway,Underpair,3,13,0.145331,0.0,1.0,C,0.0,0.0
Broadway,Air,6,97,0.075384,1.0,0.0,F,0.0,0.0
K/Q-high,Weak pair,39,329,10.109619000000002,1.0,0.0,F,0.0,0.0
K/Q-high,Gutshot,52,1153,389.2508790000002,0.06995373740894098,0.9300462622818586,C,0.08959823241682577,1.5593163
K/Q-high,Second pair,56,1065,125.89280400000005,0.03961242429919152,0.9603875720950393,C,0.17893675329257952,1.2782453554752
K/Q-high,Top pair,56,2215,547.8331600000001,6.516917293233082e-06,0.9999934830827067,C,0.0,0.0
K/Q-high,Third pair,55,463,71.98933899999994,0.2100520733562516,0.7899479279424497,C,0.6449253601878918,1.7405164601221
K/Q-high,OESD,40,426,147.38620600000004,5.29375e-05,0.9999470625000001,C,0.0,0.0
K/Q-high,Air,56,2852,1083.4984389999988,0.9393747337942641,0.06062526481403009,F,0.0008295085453800874,0.85795
K/Q-high,Two pair+,56,592,354.6439329999999,0.0,1.0,C,0.0,0.0
K/Q-high,Underpair,48,853,119.81150300000004,0.1946503653305975,0.8053496380459374,C,0.17847423765778492,1.0325248999999999
Middle connected,Gutshot,26,858,3163.371591999997,0.21971176552672195,0.7802882348403399,C,0.344514460523861,2.4872368000000002
Middle connected,OESD,26,460,1536.0989319999994,0.04385758892646874,0.9561424110735313,C,0.06193003741071925,1.3331161
Middle connected,Third pair,26,351,752.1778799999998,0.12582341239346403,0.874176586003972,C,0.0970745231635601,1.4195641
Middle connected,Two pair+,26,490,2118.431329000001,0.0,1.0,C,0.0,0.0
Middle connected,Weak pair,19,234,920.0953319999996,0.9924812030075189,0.007518796992481203,F,8.4073150867806e-06,0.9482269999999999
Middle connected,Second pair,26,441,950.4600970000004,0.03408906350945781,0.9659109364905423,C,0.01671048863080025,0.9679672
Middle connected,Top pair,26,926,1674.2921340000005,0.009540369696284107,0.9904596275939256,C,0.000246549317504612,0.21191566033620002
Middle connected,Underpair,22,401,704.9229049999998,0.1351032251121463,0.8648967737830554,C,0.008394256779213937,0.3260841
Middle connected,Air,24,2213,3588.627756999996,0.9250507718819027,0.07494922805689676,F,0.001904363278019399,0.8450240000000001
Middle dry,Third pair,67,723,924.6944090000001,0.03525267699677927,0.9647473243923789,C,0.03747047571300382,0.9148208999999999
Middle dry,OESD,63,940,2108.19572,0.0014743417531542533,0.9985256582468458,C,0.0016815326725824749,0.2751733918479
Middle dry,Second pair,67,1368,1954.8826719999995,0.0065947746801705755,0.9934052253198293,C,0.0025427047203590144,0.6200014590665
Middle dry,Gutshot,67,2027,3889.595277999998,0.10845979759023931,0.8915402017476538,C,0.27611065636905086,3.1299468999999998
Middle dry,Two pair+,67,874,3129.140766999999,0.0,1.0,C,0.0,0.0
Middle dry,Top pair,67,2378,3158.237755,0.000944720013732789,0.9990552799862672,C,0.00012883209899599687,0.14724348857230002
Middle dry,Underpair,51,611,693.9590749999998,0.08794227298986147,0.9120577327661664,C,0.0059411393137519634,0.333316
Middle dry,2 overcards + BDFD,62,929,2781.641038000001,0.21616416913689845,0.7838358270169475,C,0.18702807375469127,1.3006783
Middle dry,Air,67,5595,6907.420550999979,0.8748877968544697,0.12511220307945373,F,0.006102546555383509,0.712456
Middle dry,Weak pair,58,728,2207.450526,0.96135057073153,0.03864942926847002,F,0.21226125362961926,3.85495
Middle connected,2 overcards + BDFD,23,336,1171.8537669999998,0.3654270440907666,0.6345729438654268,F/C,0.15004501212406413,0.8201050000000001
Middle connected,Overpair,18,204,818.1899739999998,0.0,1.0,C,0.0,0.0
Middle dry,Overpair,46,486,1491.2398110000001,0.0,1.0,C,0.0,0.0
Low,Weak pair,16,180,2650.546340000001,0.5712147378472222,0.4287852673611111,F/C,0.5781629768137935,2.47719
Low,Gutshot,20,915,7592.583120000003,0.2164747582598105,0.7835252422243728,C,0.132992220505863,2.5810394
Low,OESD,19,328,3349.0505510000025,0.0006132850877192983,0.9993867149122807,C,0.0,0.0
Low,Third pair,20,244,1883.0997019999988,0.04594057844719574,0.9540594186116278,C,0.010650775709115861,0.6910751
Low,Air,20,2223,8043.362243,0.8944363626034392,0.10556363915311448,F,0.003251727721745526,0.919179
Low,Two pair+,20,380,5207.7770500000015,0.0,1.0,C,0.0,0.0
Low,Second pair,20,374,3082.220162,0.019610264901642475,0.9803897350983576,C,0.0037542805384291637,0.4520187
Low,Top pair,20,475,4270.486918999997,0.017524528219696973,0.9824754717803031,C,0.0022976294353136686,0.4377537
Low,Overpair,20,570,5551.858910000005,0.004465369444444444,0.9955346291666667,C,0.0,0.0
Low,2 overcards + BDFD,20,1088,9718.243800999999,0.7479609584160776,0.25203904134775507,F,0.02449689445515753,1.7079
Low,Underpair,10,90,905.5508559999997,0.06961539444444445,0.9303846055555557,C,0.0027038828227842955,0.1559225218698
