flop_category,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_bet_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
ABB,Low pocket pair,6,312,37944.178500000016,0.10975676219135803,0.89024325,B,1.2623090733984932e-05,0.0024036303400002622
ABB,Top pair,6,288,60563.67500000005,0.14374973263888888,0.8562502743055554,B,0.0002324091370154048,0.013783486880000594
ABB,Air,6,128,5390.723792,0.43681796875000006,0.5631820298611111,B/X,0.0037398479799715554,0.024991474299999795
ABB,Second pair,6,198,32150.087900000002,0.3405444007597342,0.6594556035137703,B,0.0007425906403084028,0.0430443468
ABB,Gutshot,6,104,11952.285761999996,0.1128579375,0.8871420486111111,B,1.0404216596282336e-05,0.021261772200000452
ABB,Third pair,6,135,16028.343587000005,0.1045098569664903,0.8954901430335096,B,0.00010198821622050375,0.019180036979999926
ABB,Two pair+,6,293,54037.19850000001,0.10251398831908831,0.8974860148860399,B,6.296754502094757e-05,0.036136819589999904
ABB,Weak pair,3,24,5181.514999999999,0.09414833333333333,0.9058517222222222,B,3.7139770100516677e-07,8.863109999879271e-06
A[K/Q]x,Low pocket pair,14,336,19530.015500000023,0.25994141439909296,0.7400585757653061,B,0.0002805499710122119,0.03205856174999973
A[K/Q]x,Top pair,16,912,193417.85000000015,0.3021599067982456,0.6978400910087719,B,0.0006550014906860747,0.017167458659999822
A[K/Q]x,Air,16,596,48291.125276000006,0.5642604363674519,0.43573955448457796,X/B,0.0016891725688910793,0.056559999999999985
A[K/Q]x,Second pair,16,702,110764.23260000006,0.45299062306160437,0.5470093783740257,B/X,0.0010107623207408845,0.03633000000000024
A[K/Q]x,Third pair,12,108,7090.763480999999,0.007729272222222222,0.9922707416666667,B,1.8907027248559786e-05,0.00060919924000018
A[K/Q]x,Two pair+,16,332,64912.44620000003,0.006554321022727273,0.9934456821022727,B,2.7221018336044792e-08,8.328499998810911e-06
A[K/Q]x,Weak pair,16,576,109791.85659999994,0.41686306429398134,0.5831369296999008,B/X,0.0008955596367625045,0.016939999999999955
A[K/Q]x,Gutshot,16,596,81970.88510799997,0.11445593420138889,0.8855440590277778,B,6.818023237844553e-05,0.0014577152000001092
ABB,OESD,3,20,1939.35133,0.15999604166666667,0.8400039583333333,B,0.00025310807288774975,0.005658541999999755
ABB,Underpair,3,24,5144.913,0.17257066666666668,0.827429388888889,B,0.0,0.0
A[K/Q]x,OESD,2,8,1744.939,0.0046178750000000005,0.995382,B,0.0,0.0
A[K/Q]x,Underpair,8,48,10343.701000000001,0.8759029166666666,0.12409708333333333,X,0.0005712033754058002,0.004124292480000236
A[J-T][9-5],Low pocket pair,10,300,18941.3766,0.2527536205555555,0.7472463713492062,B,0.00011786096300223507,0.007232308999999759
A[J-T][9-5],Top pair,10,570,120165.41099999998,0.4610650614035087,0.5389349350877193,B/X,0.0017958818311584236,0.043175000000000095
A[J-T][9-5],Air,10,320,33239.30298699999,0.537892604223485,0.4621073902813852,X/B,0.0010077473634837473,0.044709999999999896
A[J-T][9-5],Gutshot,10,468,73817.60574400001,0.24804196646825397,0.751958031031746,B,0.0002421044621914238,0.06940999999999989
A[J-T][9-5],Third pair,10,111,8631.29462,0.07930274333333334,0.9206972483333333,B,0.0002719421118620008,0.006584363829999873
