flop_category,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_bet_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A-high low,OESD,16,100,4348.297280000001,0.020393500000000002,0.9796064999999999,B,0.00010068374759783491,0.000956226619999967
A-high low,Third pair,20,147,5009.377380000003,0.06762238055555556,0.932377625,B,0.0026914952045437516,0.1846899999999998
A-high low,Second pair,28,318,11363.381780000005,0.27171088293650797,0.7282891184523809,B,0.004990077143648616,0.1780800000000003
A-high low,Two pair+,28,308,23542.13493000001,0.09205359600340136,0.9079464101190476,B,0.0007217673199687542,0.11049000000000006
A-high low,Underpair,28,840,90065.24300000005,0.8351728376440857,0.16482716548563872,X,0.0005735080233628931,0.007328505340000291
A-high low,Weak pair,21,336,30806.220000000012,0.5689754824074074,0.43102451746031745,X/B,0.0015518391118994744,0.01068951312000017
Broadway,Low pocket pair,45,1164,74330.65109999992,0.7358697719238683,0.2641302198265726,X,0.0009596393676465944,0.01788546567999987
Broadway,Gutshot,51,1620,73303.80978999984,0.4486855715705727,0.5513144301217708,B/X,0.00476076305365628,0.32479499999999994
Broadway,Air,51,2700,85630.68387000002,0.8834082524444671,0.11659174820829558,X,0.0011550289228978356,0.055657013999999984
Broadway,Top pair,51,1296,66329.22463000001,0.5736683590543625,0.4263316405099076,X/B,0.002352329505236581,0.11659000000000005
Broadway,OESD,49,468,28387.29017999998,0.23489859736394558,0.7651014086734694,B,0.0007622598449123086,0.09613999999999993
Broadway,Two pair+,51,696,46530.144019999985,0.20539892385301758,0.7946010761116602,B,0.0007416778123150482,0.0630410769000008
Broadway,Third pair,51,591,19777.40452,0.3186247053376906,0.6813752972766884,B,0.024914553600376678,0.27726000000000006
Broadway,Second pair,51,870,50631.42967000008,0.7545165424680987,0.24548346184251485,X,0.003316759541395586,0.1495200000000004
Broadway,Weak pair,46,1206,110736.79569999983,0.8815042472610419,0.11849574994392685,X,0.0005339652314254544,0.019684785669999982
Broadway,Underpair,25,198,10870.2645,0.8412357066666667,0.15876427333333332,X,0.0007696796210710612,0.011219816540000238
K/Q-high,Low pocket pair,42,672,40633.265300000065,0.6525817249338622,0.3474182751984126,X,0.0009776754499081863,0.009981449580000046
K/Q-high,Air,56,4908,231228.56043000045,0.6202772333348076,0.379722765108828,X/B,0.0050725399371189216,0.16570499999999982
K/Q-high,Gutshot,52,656,32981.48768999999,0.11034898651175212,0.8896510178151711,B,0.00021633505918331055,0.014724017999999717
K/Q-high,OESD,38,224,10674.84754,0.07861182017543861,0.9213881644736841,B,0.00013391336489125238,0.0032811307000002897
K/Q-high,Third pair,56,453,16035.209689999994,0.6152646289682538,0.384735369047619,X/B,0.011523896614119296,0.18735999999999997
K/Q-high,Top pair,56,1722,106002.96095999998,0.5125896214225589,0.4874103772787396,X/B,0.0011299722374416936,0.07990000000000066
K/Q-high,Second pair,56,771,26445.408490000016,0.4240784839285713,0.5759215030753969,B/X,0.003657860584699252,0.14067500000000024
K/Q-high,Two pair+,56,492,35809.635770000015,0.08703066813672437,0.9129693296311331,B,0.000271974618550241,0.07414762499999909
K/Q-high,Underpair,56,1512,147658.5338000001,0.694213188397581,0.30578681147841086,X,0.0008269742523022029,0.010911280800000256
K/Q-high,Weak pair,42,672,53380.749599999996,0.6684248843915344,0.3315751128306878,X,0.0011676047319258388,0.01695443224999984
Middle connected,Low pocket pair,22,444,38734.214799999994,0.4952265525974026,0.5047734477633479,B/X,0.0006013922545321712,0.016570000000000105
Middle connected,Air,26,1935,130895.10831999984,0.5004518600043776,0.49954813889122845,X/B,0.005676255586798298,0.11574200000000001
Middle connected,Gutshot,26,536,35892.64509000003,0.1329185191620879,0.8670814739621491,B,0.000585099313213948,0.11615199999999995
Middle connected,OESD,24,212,15412.814460000012,0.09397407068452383,0.9060259200148809,B,0.000229906576766498,0.004572194500000038
Middle connected,Two pair+,26,370,41159.0956,0.1143160080559395,0.8856839743008058,B,0.000838162288049271,0.08855999999999967
Middle connected,Third pair,26,231,9618.783629999998,0.42846210256410255,0.571537891025641,B/X,0.01071500118088318,0.14133500000000013
Middle connected,Second pair,26,273,12345.336819999993,0.3717396846153846,0.628260322863248,B/X,0.006010754693331585,0.15894499999999995
Middle connected,Top pair,26,465,36055.29955000003,0.33123696611721615,0.6687630322649574,B,0.0017476811227257547,0.05850000000000009
Middle connected,Overpair,26,360,40015.573299999975,0.25405441987179483,0.7459455865384614,B,0.0003904681005250262,0.00709268195999968
Broadway,Overpair,7,42,1920.299199999999,0.19911969047619046,0.8008803095238095,B,0.0007103989332875061,0.004178116590001224
Middle connected,Underpair,22,444,66506.10840000006,0.4866745043290042,0.5133255007034632,B/X,0.0002660145501040119,0.0022774126200005183
Middle dry,Low pocket pair,46,600,45583.9164,0.4555238584541064,0.5444761427536232,B/X,0.0005029684218117059,0.007324999999999804
Middle dry,Air,67,5528,364861.7451600002,0.5017414539199597,0.49825854575246076,X/B,0.005385976151713543,0.15622500000000022
Middle dry,Gutshot,67,1040,67602.01325999996,0.153987939623312,0.8460120605277185,B,0.00040368812439060613,0.031951670599999815
Middle dry,Third pair,67,486,25684.041539999984,0.4051565008291874,0.5948434868159203,B/X,0.007439629942053776,0.20104000000000005
Middle dry,OESD,60,496,26182.554600000003,0.07991124895833335,0.9200887524305554,B,0.0001268004785488071,0.004429256710000118
Middle dry,Two pair+,67,743,83639.38720999999,0.11882359737497893,0.8811763978911149,B,0.0004807446379436085,0.09093480659999927
Middle dry,Weak pair,67,1002,107623.29300000015,0.5696229439054727,0.43037705617744604,X/B,0.000664425355085227,0.016629999999999968
Middle dry,Second pair,67,903,41611.26861000002,0.35853313822553895,0.6414668626865669,B/X,0.00380808536522059,0.10706500000000005
Middle dry,Underpair,52,726,113023.18550000002,0.5264572965811966,0.47354270582264957,X/B,0.00018265740371525613,0.0019735967300000823
Middle dry,Top pair,67,1203,92062.0781099999,0.33050586377635643,0.6694941461146646,B,0.001458136128423725,0.07250000000000015
Middle dry,Overpair,67,888,94413.94739999998,0.24965420522388057,0.750345797678275,B,0.0004965410723223056,0.007810089000000175
Middle dry,2 overcards + BDFD,67,1032,117239.3114999999,0.33387108069269034,0.6661289139165285,B,0.0006409962384382802,0.01448790068000001
Middle connected,2 overcards + BDFD,23,405,46821.38750000002,0.37563211937321933,0.6243678608076305,B/X,0.0005518483686049775,0.02012999999999998
Low,Low pocket pair,10,90,7643.148999999997,0.42832739444444445,0.5716725888888889,B/X,0.0009162410823401381,0.005176907999999969
Low,Air,20,1152,96802.57059999992,0.39061297272067125,0.6093870345454611,B/X,0.003103211156724431,0.06880999999999986
Low,Third pair,20,81,4658.443559999998,0.08563373611111111,0.9143662638888891,B,9.197131244364221e-05,0.007261155590000357
Low,Gutshot,20,520,37855.58517000001,0.17237355091374268,0.827626448565424,B,0.0007873906852269436,0.039750000000000084
Low,Second pair,20,177,10805.58147,0.14201970111111112,0.8579802980555558,B,0.0009224092512138913,0.05814673934999988
Low,OESD,18,144,8027.1063699999995,0.016111185185185187,0.9838888124999998,B,0.0,0.0
Low,Two pair+,20,296,27909.498689999997,0.014248199633225392,0.985751797425598,B,2.849676448998539e-05,0.05208192000000054
Low,Top pair,20,258,11379.17447,0.04551523055555556,0.9544847638888887,B,0.0001879852758536952,0.02166627263999956
Low,Overpair,20,690,111930.04840000016,0.3332261877480159,0.6667738008333334,B,0.00036629070942006183,0.00441942479999966
Low,2 overcards + BDFD,20,852,89438.31329999997,0.35636591293025566,0.6436340787323556,B/X,0.0012768447782273598,0.043379999999999794
Low,Weak pair,10,90,7734.1216,0.4409229916666666,0.5590770083333332,B/X,0.0008400514766060616,0.004255766670000582
Low,Underpair,10,90,10484.240400000002,0.38325155833333335,0.6167484249999999,B/X,0.00040887811384259637,0.003709990799999474
