flop_class,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_bet_frequency,policy,mean_frequency_distance,mean_local_loss_bb,max_combo_loss_bb
[J-8]x dis,Top pair,67,2190,339240.3234200003,0.4757030484044977,0.5242969506515045,X/B,0.3402869531963472,0.009882489969533509,0.23743499999999998
[J-8]x dis,Overpair,67,1692,352681.9349999999,0.27462585103648424,0.7253741535655058,B,0.30313953221040196,0.0005090026174684257,0.013911025500000562
[J-8]x dis,2 overcards + draw,67,2040,385077.81503000035,0.5053403220997682,0.4946596731073111,X/B,0.2622666174019611,0.006185410316575235,0.08692999999999955
[J-8]x dis,2 overcards,67,4884,890429.0524200002,0.4712541258231076,0.5287458705538269,X/B,0.2019477458026211,0.0004893181514631997,0.019839999999999948
[7-4]x,Weak pair,16,180,2365.03755,0.7883313923611112,0.2116686076388889,X,0.1561571722222222,0.016814982855137366,0.45996000000000026
[7-4]x,A-high,7,36,5837.218099999998,0.9440682619047618,0.0559317380952381,X,0.0856078888888889,0.00022666965722632017,0.0014796592199999737
[7-4]x,A-high + draw,15,132,16679.559400000002,0.44811500555555556,0.5518849638888889,X/B,0.3137187575757575,0.003692362118317786,0.07831499999999991
[7-4]x,Third pair,20,69,7313.108099999998,0.40170960833333325,0.5982903916666666,X/B,0.2720381594202898,0.0016153512937075042,0.05361999999999974
[7-4]x,Two pair+,20,252,12733.820325000002,0.0019508034759358286,0.9980491965240642,B,0.0026078849206349207,3.8515734498069024e-07,0.00010319713999962232
[7-4]x,Second pair,20,144,11292.825744,0.34063388194444444,0.6593661333333334,B,0.41674840625000004,0.004737587309128736,0.1560299999999998
[7-4]x,Top pair,20,225,13737.751857000008,0.16879720194444442,0.8312027930555554,B,0.17061305111111108,0.0013694120060540737,0.10190999999999946
[7-4]x,Overpair,20,930,121125.07719999988,0.4489891280720899,0.5510108671494709,X/B,0.13510181236559135,0.0005162375746953141,0.0692300000000003
[7-4]x,2 overcards + draw,20,1552,166791.3391910003,0.5606247325450957,0.4393752709748222,X/B,0.25201839239690726,0.0030811687681088786,0.42881500000000017
[7-4]x,2 overcards,20,2304,229903.70849399982,0.5346164994428516,0.4653834987057309,X/B,0.3103273550347223,0.0016310728125596865,0.050904999999999846
[7-4]x,Air + draw,12,68,2971.3801779999994,0.07357281597222223,0.9264271840277777,B,0.07506108823529412,9.858432359736568e-05,0.0027935396400003754
[7-4]x,Air,4,28,2181.5810180000003,0.5862690416666667,0.4137309791666667,X/B,0.23742283928571425,0.001033740981525105,0.08088999999999977
[7-4]x,Underpair,10,90,5662.665599999998,0.3112844527777777,0.6887155472222222,B,0.3633515666666666,0.001068086119063013,0.007527899060000465
